"","id","medresid","intercept","stdevresid","f","cor","outlier","class"
"2586","X 15782386",0.0697824063586924,0.401853616579666,0.292980220125446,0.183020863232808,0.122566788187019,0.290909090909091,"outlier"
"581","2R 28430642",-0.0443219015532013,0.0314255162799343,0.167125644716947,0.00108537244657993,0.00950996970733313,0.513368313754323,"outlier"
"1356","2R 54406305",-0.0186232788908434,0.18474817544869,0.0536519639780121,1.47561764654275,-0.330912048527993,0.014144271570014,"environment"
"2661","X 17376272",0.0777623067636747,0.0887091699831504,0.19430068649858,2.50852078666092,0.415812254060564,0.225296442687747,"environment"
"3403","X 19777672",0.117492321425001,0.171690635911458,0.317698142909725,0.750085924230609,0.242548700477781,0.327272727272727,"outlier"
"3396","X 19712866",0.116025831701523,0.195448190549499,0.318014094267207,0.701358985925218,0.23498767664095,0.327272727272727,"outlier"
"2386","3L 11217263",0.0205887305607339,-0.201765655368392,0.175158100472986,7.25142645835203,0.613734117096699,0.183596837944664,"environment"
"2677","X 17598443",0.152263141457918,0.514075367705453,0.315490333973758,0.10691054487574,0.0939709472600017,0.336363636363636,"outlier"
"843","2R 29194720",-0.0179708814025942,0.177246764547189,0.0555157768186081,1.26690147887351,-0.309020057876883,0.011152214122512,"environment"
"2159","3R 28163149",-0.0103647428948337,0.567929858832101,0.0768579731590648,7.71146814939027,-0.625473692998911,0.125417439703154,"environment"
"1351","2R 53813514",-0.0178508321758628,0.167310599804002,0.0508009979724466,1.3322316875656,-0.316110159226497,0.00810575563050801,"environment"
"2321","3L 2288658",-0.0108142149012034,0.772107187303343,0.0734430055835972,16.2513759357847,-0.758447049617647,0.024308300395257,"environment"
"3243","X 19139150",0.130303386586731,0.141062455459149,0.313805320735108,0.80872411487533,0.251273830806458,0.318181818181818,"outlier"
"2154","3R 28083313",-0.0174580081945398,0.806946319580378,0.117246768156334,5.57799382348575,-0.563318949534609,0.023229246001524,"environment"
"1993","2L 33913114",-0.0277442428670669,0.0159166044226255,0.107921174600587,0.00233300670076126,0.013942002523067,0.332163798904162,"outlier"
"1039","2R 41062260",-0.0317129110991439,0.347969548285458,0.106026392562468,1.34567041798827,-0.317540522446332,0.029583681259692,"environment"
"2598","X 15882282",0.0512565862297011,0.22046892804725,0.199152111760144,1.56982261154376,0.34012472599531,0.136363636363636,"environment"
"1349","2R 53786838",-0.0174877786571053,0.166814146522995,0.049256625997069,1.41455332909025,-0.324729358359316,0.027907735828528,"environment"
"567","2R 28405639",-0.0260405105103492,0.246142437935079,0.0799073827845595,1.16774904381746,-0.297796088916986,0.036503100859537,"environment"
"707","2R 28620570",-0.0309096506352298,0.286478957611831,0.0962006974492448,1.11852063764093,-0.291997793291476,0.029583681259692,"environment"
"432","2R 28124085",-0.0331038141996083,0.273321718333602,0.103605449705495,0.827410806038676,-0.253975072222098,0.090063223189789,"environment"
"1642","2L 3379751",-0.0189950053122629,0.218479784216606,0.0646625768474306,1.5083306794642,-0.334154597362411,0.00933403945452199,"environment"
"1942","2L 24540437",0.00844526588136357,2.05887905312306,0.235396570466555,8.89904918331659,-0.652542104883912,0.017369756597707,"environment"
"377","2R 27900392",-0.0342362368589069,0.210600710928402,0.0860246911204407,0.646921542203333,-0.226169164886236,0.09308652512536,"environment"
"587","2R 28436824",-0.0819377844527239,0.487906031982752,0.200992186759714,0.617039777550341,-0.221145366716396,0.228447771669201,"environment"
"743","2R 28680995",-0.0386403355520803,0.361792981874284,0.122294190537497,1.1065902316977,-0.290568515921074,0.022247405463438,"environment"
"3312","X 19279768",0.117557924091739,0.109646677986227,0.31232266713892,0.883078399323327,0.261812155377538,0.327272727272727,"outlier"
"2315","3L 1769451",-0.0107403233162637,0.728359864297495,0.075080919021775,13.9520995008686,-0.733218701556758,0.024308300395257,"environment"
"389","2R 27935442",-0.0174987650738954,0.204711538529647,0.0584275343085862,1.62711739662,-0.345547253589706,0.031171798498531,"environment"
"1540","2L 2401282",-0.0516797863904845,0.097272973716421,0.144280911286852,0.0151032194552625,-0.035454471289921,0.412562572563472,"outlier"
"53","2R 19089960",-0.0108798749947807,2.06160187049256,0.205398040764199,12.862456771031,-0.719266682458489,0.03469387755102,"environment"
"1827","2L 4694679",-0.0281194894957825,0.0158413842636814,0.109368754899937,0.00229723356028989,0.0138347204253159,0.337031900138697,"outlier"
"2104","3R 274767",0.122879747774702,0.717058605176456,0.328479473192931,0.0131606080207889,-0.0330985779728825,0.126075268817204,"environment"
"1963","2L 28583318",0.0247140264264356,2.25371142040308,0.225003604093636,11.9466594596062,-0.706318811470576,0.04860853432282,"environment"
"1558","2L 2595967",-0.0367983442784314,0.0207307003944472,0.1431245434493,0.00229723356028989,0.0138347204253159,0.441054091539528,"outlier"
"635","2R 28497967",-0.0440885822958565,0.0248377259442906,0.171479405830765,0.00229723356028989,0.0138347204253159,0.528432732316227,"outlier"
"2568","X 15418511",-0.0410787053981641,0.105122435343761,0.0816235305818468,0.0822656769125529,-0.082515426202587,0.13840579710145,"outlier"
"2724","X 17960737",-0.0712227211471828,0.894122482537166,0.215775945144149,2.19264073382301,-0.393053922137819,0.034848484848485,"environment"
"261","2R 23453897",-0.0438542647641796,0.112093935408039,0.078056125081735,0.0920786528993828,-0.0872627704087099,0.050433168316832,"environment"
"159","2R 20444807",-0.0447428875679364,2.32639591349143,0.201980710281597,17.123851522688,-0.766789791943693,0.0454041133423186,"environment"
"3156","X 18904824",0.126778954972465,0.187546305928444,0.317273898731839,0.698676566707177,0.234562649073983,0.327272727272727,"outlier"
"1946","2L 25510743",0.0373128301230401,-0.433587618457193,0.284212907237706,2.2596881491694,0.398078974664245,0.0518397844691623,"outlier"
"1237","2R 42560168",-0.0228954430475017,0.213563116896051,0.0711617914133853,1.0857948315825,-0.288053947783823,0.024454252654181,"environment"
"2073","2L 42007710",0.0132902931792359,2.65036659561445,0.175829651388808,31.2794642073153,-0.85013660207613,0.021295474711624,"environment"
"594","2R 28444262",-0.0440885822958565,0.0248377259442906,0.171479405830765,0.00229723356028989,0.0138347204253159,0.528432732316227,"outlier"
"1829","2L 4704508",-0.0281194894957825,0.0158413842636814,0.109368754899937,0.00229723356028989,0.0138347204253159,0.337031900138697,"outlier"
"633","2R 28490950",-0.0445809857751415,0.440181790995907,0.143219142965773,1.20919194380162,-0.302558596578591,0.036860312537277,"environment"
"943","2R 40457275",-0.0353486818394548,0.32308271014211,0.110647092943874,1.0717302474146,-0.286336165963376,0.038828581653346,"environment"
"3475","X 21010158",0.109212742418204,0.142428620195211,0.312862847866964,0.82298648225195,0.253338828957496,0.314814814814815,"outlier"
"2703","X 17733684",0.148480633937885,0.46216931571046,0.31477421143415,0.155211082031085,0.113000433814575,0.327272727272727,"outlier"
"1489","2L 2050169",-0.0385306699532243,0.0223893063767506,0.14548428547912,0.00238938599707093,0.0141094245334964,0.446270276789483,"outlier"
"2564","X 15315379",-0.0315601692595074,0.136040813609346,0.0752418976098002,0.232249536695817,-0.137792081958841,0.127427184466019,"outlier"
"2632","X 16814003",-0.0153065143143114,1.03692055394458,0.135352185814432,8.66423759839602,-0.647523423693919,0.181422924901186,"environment"
"3677","X 24258864",0.121100141914349,0.727991327047375,0.337326420539502,0.000744016019907349,-0.00787384855487118,0.307692307692308,"outlier"
"705","2R 28617966",-0.0357568817045136,0.0201439824587553,0.139073848823376,0.00229723356028989,0.0138347204253159,0.428571428571429,"outlier"
"1230","2R 42497790",-0.0230917688978368,0.210649321462269,0.0677550629713969,1.17940034183891,-0.299145724019764,0.033281641417154,"environment"
"2832","X 18415395",0.033633733163387,0.16141294126193,0.13451949737677,5.45332415555302,0.558973963690367,0.119565217391304,"environment"
"807","2R 28933533",-0.02296563974874,0.229668255479021,0.0733055268204245,1.26008998198327,-0.308267360490005,0.017245131106517,"environment"
"2811","X 18404866",0.098768384247357,0.149197074366677,0.305349183804761,0.809946583899284,0.251451673079691,0.327272727272727,"outlier"
"539","2R 28371021",-0.0329440067109204,0.3707178986624,0.111496478365392,1.45449726050637,-0.328793116335135,0.037468555540844,"environment"
"523","2R 28357692",-0.0254622640842648,0.223497473318323,0.0777871236961907,0.997573810101839,-0.277039294914435,0.060121674818084,"environment"
