"","id","max.resid","med.resid","int","stdevresid","rsquared","outlier","class"
"1513","X 19070339",0.050984722213571,0.096187025074308,0.436804565612501,0.111159630843115,0.0929345565923986,0.173484848484849,"reject"
"1131","X 15390305",0.052276020678896,0.0668947847218619,2.3960860155352,0.11711235662587,0.211985602683054,0.202582159624414,"reject"
"524","3R 10722200",0.141873998112889,0.0188639654772832,13.3023261662719,0.138261801653914,0.0652611340957448,0.867409441904762,"accept"
"1059","X 15103219",0.022911230768732,0.0929425175346213,6.1277290635615,0.117214641869232,0.232402142202649,0.248961445440318,"reject"
"1502","X 18928011",0.054218627294328,0.0917847522784792,4.187217112786,0.060722299005799,0.0897837174663742,0.19745696400626,"reject"
"1435","X 18440846",0.129403480798026,0.0586565730442553,2.0433479882548,0.099243302616381,0.07505148919967,0.26060606060606,"reject"
"856","3R 41333971",0.1200705303382,0.0096618471029105,0.526284445877501,0.056012464504358,0.122981630403317,0.243181772727273,"reject"
"1655","X 22454417",0.057893347798344,0.0667295416594857,0.939495570772202,0.109193954497416,0.0884772091721599,0.28560606060606,"reject"
"1328","X 17529744",0.070299473875266,0.0180435931957465,3.7879690422096,0.097826972018534,0.194457748475332,0.269611609048229,"reject"
"963","3R 6369013",0.395932050507236,0.027903650004588,6.83039011562536,0.019112808562379,0.048994863523627,0.330377100970874,"reject"
"113","2L 34174282",0.182735800993832,0.0111099879425053,4.53607573444672,0.0756600102961653,0.00901775457833701,0.198053115528843,"reject"
"924","3R 50254670",0.057416811683778,0.0216636508060716,3.6909154383654,0.028675663812333,0.066248898281247,0.25,"reject"
"1512","X 19069289",0.0360396395110759,0.0633904579514602,1.5712346720225,0.049842469422195,0.0924043826213661,0.038462085645183,"reject"
"395","3L 12097506",0.085511870580915,0.0416377653533967,17.9266491408519,0.019933018425191,0.23102140428857,0.221837950724637,"reject"
"1156","X 15534997",0.0603889934460521,0.0756889101943704,7.60658647582693,0.019475469846363,0.103311643986492,0.112626262626262,"reject"
"888","3R 43702246",0.0710136548463081,0.0426826365015063,6.1849970395237,0.031598987755615,0.00302812085509502,0.163790964983277,"reject"
"747","3R 28615940",0.030228918343466,0.035068369834183,1.78287192978366,0.024742714243986,0.0447258265425484,0.040878305899925,"reject"
"363","3L 11112892",0.039692117843196,0.0258107335593912,13.5672612307963,0.057842994953275,0.101329461808484,0.192327934387352,"reject"
"122","2L 3451173",0.061417581256123,0.0855632808582298,2.54005496315182,0.021881900558486,0.031139479417204,0.2023220340796,"reject"
"1586","X 20414291",0.0361572629457481,0.059679807549288,1.425288385541,0.127177469007236,0.125752292186333,0.084848484848485,"reject"
"603","3R 28340125",0.01128964124416,0.068075884255359,0.74120791942932,0.045197267067406,0.0288909905171816,0.104361902634304,"reject"
"523","3R 107044",0.0693977707579649,0.0330721205953235,5.4486704222777,0.05980469299094,0.223804242896423,0.123731108511166,"reject"
"874","3R 43659971",0.00382628059048201,0.0444067705597909,4.6668632953622,0.022212182061957,0.026912337028377,0.32946942541806,"reject"
"757","3R 28623576",0.052320300363917,0.0007554845372909,0.6766422748924,0.00915585842404501,0.039415821859745,0.023141075942703,"accept"
"34","2L 2488906",0.033188927905086,0.00950270111034255,0.00657092741156973,0.018736167663068,0.00901775457833701,0.057430523449942,"accept"
"610","3R 28365045",0.121583186520757,0.0127171588763922,0.21665508970874,0.021396007957581,0.008383047586191,0.245410672463768,"reject"
"892","3R 44496465",0.096917815398927,0.0242391200390333,3.7579179655302,0.038338448724676,0.048236906991439,0.326963568774704,"reject"
"696","3R 28582227",0.0330977620217831,0.0189643314992744,1.78363629263221,0.012569233993586,0.0262249654065715,0.057164834731954,"accept"
"546","3R 135573",0.0440002677084871,0.0189404989825967,4.3282732415414,0.0405176636723339,0.163432357401896,0.0672043010752686,"reject"
"1364","X 18145688",0.00660907613084794,0.0955409320149209,6.4064032222725,0.132478372208901,0.218826497864541,0.204545454545455,"reject"
"520","3L 9674149",0.0159802087709969,0.0253375165981104,1.3736124968638,0.139525692222848,0.225922126680908,0.168181818181818,"reject"
"1812","X 9576541",0.214234669612264,0.000787668573900897,16.041365580347,0.049316414159341,0.160440379943223,0.594498711588366,"reject"
"1048","X 14731797",0.028065549389316,0.0322308978490846,1.6284160893494,0.131483664259114,0.123446906210263,0.138636363636363,"reject"
