"","id","max.resid","med.resid","int","stdevresid","rsquared","cor","outlier","class"
"3188","3R 52860369",0.071614052084035,0.0095690277487138,0.0168183595631,0.089637983462688,0.188149525895502,0.163649004261043,0.290909090909091,"accept"
"2375","3R 29207875",0.139780088015736,0.0223801875788772,2.3185082902547,0.040203539166071,0.141060529310431,0.104301298179206,0.0337987928588777,"accept"
"122","2L 1424262",0.0244336892443191,0.0453994213720651,4.610973190912,0.06481511924402,0.077066003908889,0.081974860684546,0.0038578600471809,"accept"
"1721","3L 167283",0.060214859079764,0.0040641840332522,2.4176889984446,0.089806260228239,0.223958073195387,0.189053402242679,0.290909090909091,"accept"
"387","2L 2302175",0.053284229592219,0.222230359380315,0.661602875081901,0.024442829908844,0.0163596895170885,0.027578718280336,0,"reject"
"2467","3R 41270459",0.00513905618504301,0.0230443387126829,1.7745633447141,0.057803413981403,0.193892033036016,0.135983692762694,0.070965341466233,"accept"
"2352","3R 29013170",0.037815409921189,0.0174696478059069,3.6539922670204,0.038245310653261,0.062542833744003,0.0544555500122279,0.067730903952569,"accept"
"3404","X 14945993",0.071144765010926,0.0539497072353741,1.7863399720746,0.068210122357871,0.14160908502481,0.174511445756043,0.0150197628458499,"accept"
"2872","3R 45908312",0.07347170349074,0.0454682103805549,8.3807761049984,0.025531951048822,0.368864503747252,0.328222822884674,0.011223102187055,"accept"
"1540","2R 61237012",0.233681493955003,0.026927542968882,6.7298297312444,0.024489233233696,0.0704376347272167,0.12972285499715,0.198639455782313,"reject"
"1467","2R 47716676",0.026986526597773,0.0208368951246977,2.0668018193537,0.064949295552598,0.193584847319673,0.152932054401696,0.04152548826087,"accept"
"137","2L 1522594",0.0229642037265519,0.0489915090831983,2.4971643244252,0.00828729055150601,0.00158013110204469,0.00281642809171001,0.03125,"reject"
"1939","3L 3928523",0.091636980728193,0.0142203996349389,3.85322557051745,0.0288999689438614,0.114531610258474,0.0760859341075151,0.020902157081853,"accept"
"675","2L 3126122",0.039093313004736,0.106918223302664,5.3205773578899,0.042009176928003,0.0710655084813697,0.11545979865363,0.0632581168172032,"accept"
"1998","3L 6218614",0.098739813574055,0.0267785779276552,6.93422189768189,0.0094048254489814,0.455552585513666,0.598742908783533,0.007286540485379,"reject"
"3323","X 14541483",0.073362968469465,0.0414360861318569,3.89320679259793,0.0122635918118424,0.189712598763741,0.321219416527409,0.006094720496895,"accept"
"2693","3R 43278538",0.025879615116671,0.0142423035825049,2.5547762938165,0.00332546992083502,0.00738520051535707,0.00507558213133108,0.065883781016299,"accept"
"3650","X 15896196",0.615787955634563,0.0667223707802528,3.8542856369943,0.124230933208588,0.553008965575171,0.474813114897334,0.49927504886411,"reject"
"1873","3L 367259",0.0634289278069681,0.0151053606878956,2.7840269916278,0.089859682949113,0.227515920643427,0.193775694935625,0.290909090909091,"accept"
"447","2L 2589052",0.0152376196932861,0.00304236116214401,3.4236649130257,0.00243398179512,0.0097109914328703,0.015552772820308,0.00898420827998319,"reject"
"3629","X 15867807",0.045214993523857,0.0476895684775337,12.8803693672095,0.078856416744349,0.282965578557023,0.336343246468561,0.220454545454545,"reject"
"1503","2R 58356051",0.039780457715859,0.0439710290203598,7.9504968213965,0.017646416614999,0.244317881306221,0.265587869018697,0.105611967873325,"accept"
"2906","3R 47597712",0.042689917718835,0.00399219843875508,1.6701024166657,0.0007145003169194,0.00176535092710095,0.00113184599136296,0.032490516504854,"accept"
"1349","2R 28584740",0.078490013956767,0.0545665059588376,0.84344898107995,0.016876929786092,0.045792499478037,0.055694968092548,0.031721384205856,"accept"
"790","2L 3624202",0.002684122123675,0.0386054207704026,4.1913699665356,0.018454442300918,0.057224215170383,0.0347691441013891,0.0267443399973519,"accept"
"3481","X 15329368",0.356620086311424,0.0366708232733607,9.4240035620423,0.080175349496355,0.527664503275862,0.473152652920581,0.150826037987963,"reject"
"2169","3R 26949630",0.012030524149115,0.0476349807501511,1.5608547928329,0.095838665248335,0.279806656514027,0.217498052246038,0.176449275362319,"accept"
"3615","X 15768082",0.055517883152167,0.0126594132486991,9.53438109781608,0.033643999316568,0.103076589198454,0.326056401493967,0.213761373035566,"reject"
"2549","3R 41363841",0.197448551573099,0.0224994295631802,3.3971202940553,0.030533312608205,0.034990589189513,0.033824148781745,0.026086994983277,"accept"
"2979","3R 50076992",0.046988271035129,0.0348036115928136,2.4782532374908,0.043154501096344,0.171336835641736,0.228838866395318,0.0229522927877943,"accept"
"3640","X 15886060",0.099589431124922,0.0060589398686259,2.8001137580866,0.074761127876971,0.198196261740919,0.18888129309601,0.181818181818182,"accept"
"480","2L 2806393",0.036981448179318,0.013424421192962,1.1005238834912,0.00518101895656298,0.0114151341493062,0.019895284738629,0.0196969696969689,"reject"
"2536","3R 41355007",0.114929704860675,0.0225690820861699,4.2070946619348,0.05014267139117,0.085358643290024,0.0692041821780629,0.190258166666667,"accept"
"508","2L 28457391",0.103225308755729,0.009925329475132,4.58575658839246,0.0717933685100062,0.0510533011886948,0.072691713056817,0.073171768707483,"reject"
"528","2L 2863530",0.0135804182580409,0.042391400638099,2.7930513488303,0.037364140664896,0.0231287569335297,0.041561466738488,0.007196969696969,"reject"
"1327","2R 28540502",0.113202112432449,0.0479176429573318,3.2575666776255,0.085238965774994,0.385179489716992,0.298034982542735,0.138768059531773,"accept"
"2388","3R 29378593",0.062037753256462,0.0132441929772339,12.6899236336982,0.021496993301441,0.157846566967988,0.127610389207967,0.278491402766799,"accept"
"3832","X 9238198",0.124655762146202,0.0305446280493745,14.3901797625885,0.00573271046464602,0.246718370999525,0.319142756944976,0.0714285714285714,"reject"
"3602","X 15648592",0.496264985918385,0.0724530470669547,7.83294563547742,0.080779136587956,0.157976538658522,0.377681659670103,0.351168320926385,"reject"
"328","2L 2054528",0.043839263914995,0.101261598675818,1.0268672621035,0.00834949837844401,0.0086788101872515,0.01490799070831,0.03125,"reject"
"2019","3L 6548251",0.033117520346531,0.00949090040026361,2.24132957400815,0.0067677477899571,0.190563474337241,0.178723009971955,0.0987120165973179,"accept"
"904","2L 4742923",0.180789202436814,0.00834252350110598,2.4402182591686,0.010002124862421,0.168945337935386,0.117758931405014,0.220353990775864,"accept"
"3616","X 15768152",0.053178265359863,0.0163123038488046,8.82295116436014,0.031508292370783,0.105450591973941,0.294152213878939,0.1720947063689,"reject"
"1339","2R 28565745",0.033878488815304,0.00670793327087931,4.3339964300497,0.005052777342757,0.13861053694621,0.09632366533745,0.033444355409175,"accept"
"1063","2L 9568300",0.06111785367067,0.0367627851620294,1.3283557504245,0.064472818597404,0.172866843204396,0.151007795695067,0.263636363636364,"accept"
"291","2L 1962153",0.04376035322565,0.109493626688892,1.9853129100176,0.00567986133301501,0.00220608279150721,0.00379990900375099,0.03125,"reject"
"569","2L 2976655",0.054876763447498,0.0683165910283841,0.1904668371601,0.000782518756623996,0.0120277492065816,0.024631174444606,0.0719696969696969,"reject"
"377","2L 2252628",0.0426167608733821,0.11617669372107,1.2658018913952,0.010027381779341,0.0066574974799908,0.011287042463023,0,"reject"
"1983","3L 6204041",0.100051386898443,0.0432401798374001,7.27972816425009,0.0196868862671195,0.484972623469505,0.616722114731924,0.024229193065187,"reject"
"2355","3R 29105922",0.104542399873437,0.028694388500377,5.57249674642198,0.018308456026803,0.106038124069269,0.105645793855023,0.116152554545455,"accept"
"214","2L 1573217",0.095074574242292,0.0687062671894989,8.3391325766478,0.018679687403879,0.086419637139137,0.094648646744653,0.172449381794042,"accept"
"2718","3R 43347173",0.117478875580447,0.0074867112739916,2.2381771005088,0.057631031635488,0.213180030104852,0.236397718107277,0.090761138033574,"accept"
"738","2L 34082229",0.037687568955989,0.0973896270905358,3.8009238113584,0.011212299148353,0.094962936729799,0.095541551991182,0.0557753254372609,"accept"
"3593","X 15574675",0.065720880303021,0.009081430132257,0.47972033764942,0.00860675397338498,0.0211424893249828,0.034052846680342,0.042876766091052,"accept"
"3416","X 15121127",0.00235442339786007,0.0247164988197131,0.740814215916199,0.094751711667385,0.189096238283584,0.180377437767175,0.178211495678187,"accept"
