"","id","max.resid"
"403","2L 2009504",0.03725768551963
"404","2L 2022722",0.043751701993886
"405","2L 2022815",0.0400788380402589
"407","2L 2026532",0.051859813801354
"408","2L 2028313",0.082793314708104
"409","2L 2034799",0.052653660030069
"410","2L 203537",0.062498022873677
"411","2L 2038203",0.033506452777247
"412","2L 203883",0.016347237453881
"413","2L 2039067",0.056513530902409
"414","2L 2039468",0.05454908785798
"415","2L 2040251",0.0387146006855189
"416","2L 2040317",0.046505195303542
"417","2L 2040545",0.0400788380402589
"418","2L 2040599",0.0400788380402589
"419","2L 204305",0.012155305599339
"420","2L 2044608",0.048794178100348
"422","2L 2045745",0.055564884589124
"423","2L 2045758",0.051893865750158
"424","2L 2046272",0.0445591760202401
"425","2L 2046473",0.056147650130374
"426","2L 2047039",0.055649114129235
"428","2L 2048970",0.046203886450883
"429","2L 2050884",0.0443453686566541
"430","2L 2051626",0.028133680321501
"432","2L 2053635",0.042418360082887
"434","2L 2054163",0.078459085725804
"435","2L 2054528",0.0438392658983301
"438","2L 2058813",0.07940367981118
"439","2L 2059314",0.082615452571431
"440","2L 2065858",0.082615452571431
"442","2L 2066492",0.0807406511615071
"443","2L 2074635",0.046203094434769
"444","2L 2075586",0.072447351892463
"445","2L 2075776",0.044814630495966
"449","2L 2077697",0.056593293654717
"450","2L 2079409",0.00798265222087599
"451","2L 2079580",0.057284885928737
"452","2L 2079655",0.0825133218318149
"454","2L 2080135",0.065856140942393
"455","2L 2080599",0.079157963327589
"456","2L 2080643",0.056684777460903
"457","2L 2083763",0.045496462319898
"458","2L 2084703",0.055206483037846
"459","2L 2084738",0.005480352388052
"460","2L 2084767",0.0250559397649689
"462","2L 2086189",0.056722589452414
"464","2L 2086510",0.05996748950821
"465","2L 209004",0.000780805947975027
"466","2L 2100401",0.033582565282407
"468","2L 2103093",0.0444794253824841
"469","2L 2105012",0.03605751736163
"470","2L 2105029",0.036948166068435
"472","2L 2107120",0.055206483037846
"475","2L 2107940",0.032505007876931
"476","2L 2108119",0.042739109334323
"477","2L 2112183",0.039109082252232
"478","2L 2112262",0.020505344346019
"479","2L 2112715",0.063475538238478
"480","2L 2112731",0.062283352711606
"481","2L 2112771",0.073864424287867
"482","2L 2113116",0.043160565536563
"483","2L 2113688",0.059784119320172
"484","2L 2113689",0.059784119320172
"486","2L 2117145",0.039450693886155
"487","2L 2117756",0.058029637316977
"488","2L 2120164",0.006592153006167
"489","2L 2120600",0.059784119320172
"490","2L 2122357",0.0379354155084619
"491","2L 2123066",0.009309306075937
"492","2L 2123932",0.00746067659590599
"493","2L 2125168",0.00623693991647101
"494","2L 2125170",0.00635890991823096
"495","2L 2125221",0.062300792744707
"500","2L 2131571",0.020505344346019
"501","2L 2131812",0.058029637316977
"502","2L 2132472",0.00748341790282403
"503","2L 2133437",0.00798452837847397
"504","2L 2140848",0.030992273632941
"505","2L 2141537",0.0524009851991879
"506","2L 2160475",0.018152763415701
"507","2L 2162189",0.013496642957044
"508","2L 2162701",0.019856621043593
"509","2L 2162806",0.055206483037846
"510","2L 2163325",0.00190812775406796
"511","2L 2163790",0.0398578604026201
"512","2L 2166607",0.0388102160816269
"513","2L 2166680",0.026168482198474
"514","2L 2167045",0.051393059086032
"515","2L 2167046",0.051393059086032
"516","2L 2169690",0.030405440261056
"517","2L 2170342",0.00159386392774297
"518","2L 2188993",0.053031170534108
"519","2L 22345355",0.171717607151911
"520","2L 22492885",0.078346199752317
"521","2L 2250688",0.002593074243879
"523","2L 2252628",0.0426167628693741
"524","2L 2252967",0.04117232291086
"528","2L 2272589",0.027213681381704
"530","2L 2273345",0.033087171584445
"534","2L 2280432",0.06444164103978
"537","2L 2284220",0.0480795803062071
"538","2L 2285006",0.0192821059569399
"539","2L 2286080",0.028423347254311
"540","2L 2286905",0.028423347254311
"543","2L 2301093",0.036433840820938
"548","2L 23319979",0.07114515572054
"549","2L 2334961",0.04711506077103
"550","2L 2348869",0.205003125499511
"551","2L 2351888",0.0425062182130129
"552","2L 2352455",0.036893452840442
"553","2L 2352457",0.047104469717866
"554","2L 2353514",0.032972309246754
"555","2L 2353650",0.20560729640254
"556","2L 2357556",0.026709252332674
"557","2L 2357955",0.0467854727676139
"558","2L 2357997",0.063945556040075
"559","2L 2358667",0.026354152667373
"560","2L 2361453",0.042661611375952
"561","2L 2362259",0.044256207994632
"562","2L 2362380",0.043634570547601
"563","2L 2368229",0.0434318170115431
"564","2L 2369050",0.045735768253524
"565","2L 2374790",0.035586404975879
"566","2L 2374798",0.040477405906582
"567","2L 2375571",0.0340620823858629
"568","2L 2376161",0.026709252332674
"570","2L 2381412",0.0266770615984721
"571","2L 2381706",0.034279357111317
"574","2L 2383425",0.0369608563767461
"575","2L 2383585",0.047031729294151
"577","2L 2383690",0.058679704967266
"578","2L 2383838",0.0430792951362381
"579","2L 2384562",0.034279357111317
"580","2L 2384860",0.0422654182454629
"582","2L 2385667",0.169494260204771
"583","2L 2385923",0.043666128508123
"585","2L 2389336",0.04524269636816
"586","2L 2389338",0.04524269636816
"588","2L 2389896",0.032230169544325
"589","2L 2390177",0.030446566358503
"590","2L 2392092",0.041993535223973
"591","2L 2392093",0.04910833846838
"592","2L 2392252",0.023088843732211
"593","2L 2392801",0.040602495613664
"594","2L 2392808",0.0165255340323121
"595","2L 2392954",0.122244837115737
"596","2L 2392957",0.043327762988824
"597","2L 2393994",0.0428268160825821
"598","2L 2400065",0.0421708101781979
"599","2L 2408528",0.035586404975879
"600","2L 2411654",0.0333376248662181
"601","2L 2413993",0.025815943183327
"602","2L 2414004",0.025815943183327
"603","2L 2420680",0.024270635515697
"606","2L 2422910",0.024883511846733
"608","2L 2426064",0.0335719363627981
"609","2L 2430881",0.114716791276013
"610","2L 2432218",0.0338241508873131
"611","2L 2435581",0.03445112989305
"612","2L 2440444",0.058679704967266
"613","2L 2440724",0.027543982822124
"614","2L 2441638",0.02576587189874
"616","2L 2447501",0.014205386575884
"617","2L 2447970",0.0249584626599719
"618","2L 2460952",0.035471542638189
"619","2L 2470702",0.033976667542318
"621","2L 2474353",0.046350275405684
"622","2L 24798153",0.078411475321974
"623","2L 2483446",0.0400633494567521
"624","2L 2483693",0.042928877195848
"625","2L 2483850",0.042928877195848
"626","2L 2485931",0.040283033551932
"627","2L 2488117",0.035379251727126
"628","2L 2493449",0.032972309246754
"629","2L 24941919",0.080468093164625
"630","2L 25062156",0.0974199119336731
"631","2L 25168192",0.141402329635266
"632","2L 25168193",0.141402329635266
"633","2L 25169470",0.0574793183978061
"634","2L 2518905",0.036778590502752
"635","2L 2521030",0.012620586260065
"636","2L 2521937",0.049593901090905
"637","2L 2522514",0.035381105100221
"638","2L 2524088",0.035655418997412
"639","2L 2524129",0.016050221508978
"640","2L 2536427",0.03604977566973
"641","2L 2537001",0.010192249951772
"644","2L 2547396",0.012244200258227
"645","2L 2547815",0.063437885232108
"646","2L 2547876",0.0663210629189199
"647","2L 2548111",0.042519135827377
"648","2L 2548687",0.035277107617217
"649","2L 2549729",0.038085638367314
"650","2L 2552582",0.035277107617217
"651","2L 2560638",0.038085638367314
"652","2L 2561453",0.005655832081356
"653","2L 2564773",0.038085638367314
"654","2L 2566582",0.013570635002528
"655","2L 2566651",0.038085638367314
"656","2L 2566924",0.038085638367314
"657","2L 2570091",0.038085638367314
"658","2L 2571224",0.013570635002528
"659","2L 2571671",0.038085638367314
"660","2L 2573218",0.038085638367314
"661","2L 2583159",0.041349681091226
"662","2L 2586585",0.021041010823391
"663","2L 2586900",0.015237617999002
"664","2L 2587854",0.016210409185741
"665","2L 2589052",0.015237617999002
"666","2L 2589217",0.064747962324989
"667","2L 2589573",0.0542529367711709
"668","2L 2590281",0.015237617999002
"669","2L 2590615",0.031181305677709
"670","2L 2594793",0.036893452840442
"671","2L 2595006",0.043725181142609
"672","2L 2595052",0.043725181142609
"673","2L 2595142",0.040815614864171
"674","2L 2595313",0.044687479325357
"675","2L 2595763",0.00288160253834902
"676","2L 2596270",0.010228366181168
"677","2L 2597553",0.040081702458844
"678","2L 2597620",0.038557764550737
"679","2L 2598272",0.032548124921114
"680","2L 2598299",0.032548124921114
"681","2L 2598464",0.00998640846583909
"682","2L 2598827",0.029160459520098
"683","2L 2605050",0.033960635280039
"684","2L 2605299",0.026791220558582
"685","2L 2605300",0.026791220558582
"686","2L 2611197",0.014026419576716
"687","2L 2611219",0.015204211989844
"688","2L 2613948",0.014026419576716
"689","2L 2615531",0.022435073451097
"691","2L 2615630",0.035629382121611
"693","2L 2621437",0.12276452373021
"696","2L 2623443",0.0257901355583809
"697","2L 2623609",0.041242511483014
"698","2L 2624030",0.109155438655488
"699","2L 2624265",0.014694698216039
"700","2L 2634393",0.00821378875551901
"701","2L 2634862",0.031107626689303
"702","2L 2637363",0.012940007786748
"703","2L 2637418",0.00468400748403197
"704","2L 2637803",0.00203960314393303
"705","2L 2638032",0.017860302673662
"706","2L 2638363",0.00665612854948106
"707","2L 2638886",0.0196629828210659
"708","2L 2639249",0.020507894360512
"709","2L 2639807",0.016528767490979
"710","2L 2639888",0.0159236399580061
"711","2L 2640429",0.00973573247637993
"712","2L 2641360",0.017869159224717
"714","2L 2642110",0.00420750908099599
"715","2L 2642161",0.00420750908099599
"716","2L 2642288",0.030744485900223
"717","2L 2642420",0.00420750908099599
"718","2L 2643106",0.039219614102566
"719","2L 2643478",0.032495632216255
"720","2L 2643542",0.035241655294066
"721","2L 2644030",0.011209294286877
"723","2L 2646353",0.035968058383536
"725","2L 2649644",0.027745138498063
"726","2L 2650223",0.00184023895264102
"727","2L 2651269",0.00498729242833107
"729","2L 2651505",0.00248098881667191
"730","2L 2651600",0.00267828563041494
"731","2L 2651993",0.024464303918417
"732","2L 2654567",0.024579166256107
"733","2L 2655728",0.026733649965728
"734","2L 2655956",0.035434147907637
"735","2L 2678314",0.00173809186135898
"736","2L 2685100",0.037881095364688
"737","2L 2685661",0.008129436843897
"738","2L 2686238",0.0102660136945349
"739","2L 2686574",0.00862022422254799
"740","2L 2687330",0.000491930270095975
"741","2L 2688371",0.00106349582302301
"742","2L 2691448",0.00832544534520199
"743","2L 2691683",0.069661379577404
"744","2L 2691722",0.00819662673239097
"745","2L 2691842",0.00893952368770401
"746","2L 2692034",0.000405858586805974
"747","2L 2695727",0.036433840820938
"749","2L 2699403",0.00813124020353506
"750","2L 2701707",0.013084265516219
"751","2L 2701730",0.00893952368770401
"752","2L 2702026",0.013084265516219
"753","2L 2702035",0.013084265516219
"754","2L 2702404",0.020153989131208
"755","2L 2706042",0.035319044263602
"756","2L 2706088",0.0429622883749681
"757","2L 2706613",0.035168389837272
"758","2L 2706939",0.013826435622573
"759","2L 2708088",0.036433840820938
"761","2L 2719933",0.007508752907114
"762","2L 2721490",0.0020025523649051
"763","2L 2724114",0.00710804491767003
"764","2L 2725846",0.0524249242407
"765","2L 2728148",0.051117876376137
"766","2L 2728771",0.036433840820938
"767","2L 2735775",0.036433840820938
"768","2L 2746397",0.052471267994453
"770","2L 2750584",0.05281812351359
"773","2L 2752952",0.053518471020124
"774","2L 2757353",0.0463409157226909
"775","2L 2757707",0.036433840820938
"776","2L 2757736",0.0524249242407
"777","2L 2758902",0.0377408886855
"778","2L 2759940",0.0524249242407
"779","2L 27603695",0.020902274358069
"780","2L 2760875",0.04714919920686
"783","2L 2766996",0.061508870735083
"784","2L 27706636",0.00821764994889501
"785","2L 27708444",0.159282846419659
"787","2L 27718887",0.102310919723684
"788","2L 27720285",0.049063183123541
"789","2L 27732287",0.034863655211008
"790","2L 2774289",0.038588324530558
"791","2L 2774388",0.066945442817908
"792","2L 27747548",0.037419355831448
"793","2L 27751366",0.012788587818841
"794","2L 27759169",0.018692608864554
"795","2L 27767719",0.010602195637006
"797","2L 27776194",0.051666807096981
"798","2L 27776980",0.00806507532982403
"801","2L 27791346",0.041289216266811
"802","2L 27795395",0.062246556425401
"803","2L 27801730",0.060922440479065
"804","2L 27805477",0.129566783698931
"805","2L 27806284",0.031602291322378
"806","2L 27819024",0.041901470033751
"807","2L 27819416",0.00841123371015101
"808","2L 2782506",0.017777194734897
"809","2L 27825159",0.014313014788121
"810","2L 27825218",0.00297885846368101
"812","2L 27854138",0.011800446415075
"813","2L 27864182",0.060547722274167
"814","2L 27867442",0.0202631051666
"816","2L 27883101",0.035308866382834
"817","2L 27883198",0.02623130720126
"818","2L 27886462",0.034152910529692
"820","2L 27900828",0.015202478802987
"821","2L 27904845",0.067443672593386
"822","2L 27909673",0.011391468620419
"826","2L 27924943",0.030592745179385
"827","2L 27926803",0.031310761578273
"828","2L 27932260",0.075131670444294
"829","2L 27937184",0.188173611590269
"830","2L 27938045",0.099997119220686
"831","2L 27938651",0.110225057255763
"832","2L 27938979",0.18300460257149
"834","2L 27942904",0.065578643052047
"835","2L 27943124",0.097759263105623
"836","2L 27946006",0.00819879040488902
"838","2L 27953353",0.013728632011395
"839","2L 27953513",0.018655950377612
"840","2L 27958708",0.073785190515198
"841","2L 27960304",0.040467589299902
"842","2L 2796049",0.095259328155861
"843","2L 27961688",0.025994851507655
"844","2L 27961884",0.05448483628834
"845","2L 27961899",0.051552912244219
"846","2L 27962527",0.071511045013475
"847","2L 27967689",0.058434035259792
"848","2L 27970904",0.034172463252647
"849","2L 2797116",0.039921400245657
"850","2L 2797234",0.048977599680998
"851","2L 27974945",0.166558905414364
"852","2L 27975126",0.138868671581893
"853","2L 2797752",0.048104135985404
"854","2L 27980635",0.079697226163504
"855","2L 27980717",0.124073563357886
"856","2L 2798326",0.048977599680998
"857","2L 27984313",0.182398926163235
"858","2L 27984565",0.058399188028275
"859","2L 27991754",0.138923514672942
"860","2L 27992571",0.147664817294691
"861","2L 27993941",0.159410067349646
"862","2L 27994626",0.204173203349611
"863","2L 27994992",0.18620518255332
"864","2L 2799705",0.273447717700016
"865","2L 2799714",0.292810398515611
"866","2L 27997826",0.161670226788053
"867","2L 27997843",0.170107738081185
"868","2L 27997923",0.173994476224328
"869","2L 27998991",0.217587362976693
"873","2L 2801476",0.05110084014141
"875","2L 28022612",0.103279767841394
"876","2L 2802340",0.036433840820938
"877","2L 2802554",0.046826686175459
"878","2L 2803094",0.0159769843242341
"879","2L 28031236",0.155683454727631
"881","2L 2803220",0.038281246972598
"882","2L 2803324",0.046826686175459
"883","2L 28034103",0.073121253353977
"884","2L 2803517",0.046826686175459
"885","2L 2803688",0.0473154923258131
"886","2L 28039105",0.108218323400245
"887","2L 2804864",0.091102319438509
"888","2L 28048809",0.205620817123817
"889","2L 28050539",0.08600321680441
"890","2L 28050643",0.122403637468935
"891","2L 2805148",0.069493618003583
"892","2L 2805149",0.074661717937531
"893","2L 28052324",0.190286280046893
"894","2L 28058286",0.189552272052514
"895","2L 2805882",0.043727681501653
"896","2L 28059088",0.138053010363655
"897","2L 28060427",0.203541254029466
"898","2L 2806091",0.054586545713047
"901","2L 28063668",0.192716583815702
"902","2L 2806393",0.036981446595029
"903","2L 2806879",0.043727681501653
"904","2L 28069277",0.137662748823945
"905","2L 28074865",0.159363962752387
"906","2L 28079016",0.085901246167728
"907","2L 28079042",0.083854862038832
"908","2L 28079662",0.258990687843824
"909","2L 28080908",0.121821789047529
"910","2L 2808109",0.043727681501653
"911","2L 2808320",0.047185642871754
"912","2L 28090779",0.194179479695166
"913","2L 28096745",0.170423654822109
"915","2L 28100564",0.133571153211197
"916","2L 28101507",0.150939194937407
"917","2L 28103363",0.159027995953073
"918","2L 28103367",0.158183181330599
"919","2L 28112898",0.16360498693647
"920","2L 2811396",0.00767562223479101
"921","2L 2811455",0.04386061657388
"922","2L 28119667",0.17854629496646
"923","2L 28122428",0.147492313477291
"924","2L 28122445",0.159906190825947
"925","2L 28123099",0.153491466617686
"926","2L 28123371",0.171861887373198
"927","2L 28124126",0.156584401807983
"928","2L 28125866",0.15908985989181
"929","2L 2812590",0.032373491204581
"931","2L 28126900",0.207797596133717
"932","2L 28127507",0.163530262628676
