"","id","maxresid","medresid","intercept","stdevresid","rsquared","cor","outlier","class"
"6892","3R 30133916",0.263204931458527,-0.00089925608500479,-9.00718701990029,0.0974263744038372,0.303229746843033,0.550663006604794,0.220355731225296,"environment"
"7387","3R 41370432",0.572296551987451,-0.0533368966467109,-22.457172151409,0.236679172327011,0.315427566731228,0.561629385565962,0.052536231884058,"environment"
"10228","3L 16352183",0.148072185900137,-0.006780615735307,4.95102931378226,0.0533876049727863,0.298347875028437,-0.546212298496133,0.164072452102804,"outlier"
"2119","2L 2375032",0.363760528943863,-0.0335326597046765,8.79872753061668,0.127888551159592,0.189478066194795,-0.435290783493964,0.387387589270903,"outlier"
"4062","2L 4522901",0.367935787508176,-0.0191764013887816,9.91142940245268,0.127998365259969,0.228808738898508,-0.478339564429394,0.400647249190939,"outlier"
"3063","2L 3289509",0.424535576044856,-0.0589207091094039,-15.1415047737595,0.31538627420176,0.109514565106496,0.330929849222589,0.00951329136118528,"environment"
"8031","3R 44465477",0.212737613008658,-0.016119901392161,7.7985169502058,0.0748319029730301,0.348899400748516,-0.590677069766981,0.229933776021519,"outlier"
"1045","2R 28829908",0.162291443771356,0.0073221432674717,14.0001936650331,0.0798652611936397,0.603555195557298,-0.776888148678614,0.175478227434394,"environment"
"7144","3R 38605519",0.207104605997416,-0.00464665412210834,-3.37950780897602,0.0833960440312317,0.0802595726967667,0.283301204898205,0.113079529810418,"environment"
"8556","3R 49467074",0.570430151957995,-0.103215661174592,-21.1622916090219,0.287085974892825,0.221138004180431,0.470253127773129,0.145161290322581,"environment"
"3783","2L 3865519",0.340389383385113,-0.0125627595549841,7.95908796935186,0.113277062002361,0.197025368044825,-0.443875396980753,0.38715961396738,"outlier"
"4971","2L 28497016",0.262817779901118,-0.0251718553578726,-7.13045627370783,0.133502693183215,0.128000150204672,0.357771086317323,0.116709183673469,"environment"
"2799","2L 3112434",0.366560077365429,-0.0180420584482474,10.0098450140513,0.122261894041852,0.249817197149393,-0.499817163720283,0.423122142174385,"outlier"
"6686","3R 28783872",0.151736012786137,-0.0128684392068076,5.94425366940836,0.0577010729910903,0.343110468685748,-0.585756321934075,0.157393204154053,"outlier"
"7443","3R 41479726",0.656025672738428,0.0146329379623197,35.5401318526722,0.247146973206046,0.499994970310619,-0.707103224650111,0.271739130434783,"environment"
"879","2R 28553686",0.335311559188733,-0.0662077154516147,-3.71003843598658,0.168790917762457,0.0254243123374773,0.159450030848164,0.035416666666667,"environment"
"10233","3L 16995152",0.128013677180067,-0.00488277376505851,6.955666413843,0.0488691921158458,0.500384995870293,-0.70737896199299,0.147572815533981,"environment"
"744","2R 28498408",0.213191901972575,-0.0396754121380088,-3.11621501356287,0.132206130693603,0.0290782982188079,0.170523600181357,0.016581632653061,"environment"
"9005","3R 52842872",0.224116275482335,-0.0161935164656407,31.3623795413033,0.118135653656184,0.770529660398891,-0.877798188878794,0.201778656126482,"outlier"
"10027","3L 14520373",0.551532895215089,-0.14201196222482,5.95303568825001,0.283529183926711,0.0199687346304756,-0.141310773228628,0.122142186031945,"outlier"
"6213","3R 28577957",0.16425708058478,-0.00462643808569158,-4.73230129223919,0.119497836303371,0.0768808641341995,0.277273987482069,0.022959183673469,"environment"
"6728","3R 28829729",0.47769694028073,-0.131403575971454,-0.28991615293166,0.255299324712736,0.000217064021970295,0.0147330927496583,0.084559974945193,"outlier"
"9590","3L 8051281",0.165692978957342,-0.0231048774100698,1.21888083408822,0.0750032380552282,0.0116253133041734,-0.107820746167752,0.037895396179142,"outlier"
"8828","3R 50368288",0.397986073510245,0.0750496150666853,-2.36802126704555,0.221482390749349,0.00804870782212316,0.08971459090988,0.0269230769230769,"outlier"
"3291","2L 3447690",0.38111888593283,-0.0203915994622371,8.6297740896147,0.127308076683693,0.185645944848062,-0.430866504671759,0.423914816047699,"outlier"
"7425","3R 41398469",0.491262953398099,-0.0332733726972881,-9.01558932670576,0.158444607594415,0.141234242345341,0.375811445202695,0.501417297579675,"outlier"
"9979","3L 13978382",0.397481484242162,0.0557591961815782,0.875698093326752,0.147533308905885,0.000527092488082518,-0.0229584949001668,0.203883495145631,"outlier"
"8181","3R 45240889",0.548140918399895,-0.0315122331455212,-8.94412463401352,0.173823227697825,0.118512293312288,0.344256144915801,0.559704973360745,"outlier"
"815","2R 28519303",0.408947486507332,-0.0145263405159786,10.0035046298129,0.136060646617526,0.211814336904599,-0.460232915929092,0.469004178785284,"outlier"
"3962","2L 4328830",0.271154485296327,-0.014847022692283,6.39080371920052,0.0905189040912433,0.198318690396159,-0.44532986694826,0.303913751617395,"outlier"
"6715","3R 28824809",0.577378825278864,-0.123680605056781,-11.9804105693971,0.334815885249869,0.0644408842041159,0.253852091195061,0.080645161290323,"environment"
"8319","3R 46500179",0.095554503982921,-0.00955106551280688,6.82380557221787,0.0393968777894624,0.597235707246929,-0.772810266007714,0.087218606636083,"environment"
"6086","3R 28531116",0.311808751006063,-0.0117760453064408,7.23040240058612,0.103756468095978,0.194418646575106,-0.440929298839511,0.353930815255014,"outlier"
"10031","3L 14520431",0.549966578596517,-0.142632190415583,5.80698621865693,0.282967920371645,0.01904913094809,-0.138018589139605,0.122142186031945,"outlier"
"3506","2L 3638549",0.380284297744978,-0.0194471690136527,8.10162227664466,0.127048394137592,0.167897658516538,-0.409753167793166,0.421182953263212,"outlier"
"11538","X 15293540",0.244117686265277,-0.0355219602292444,-4.94360446901978,0.147628369658085,0.0567649639580326,0.23825399043466,0.016826923076923,"environment"
"10638","X 9285146",0.291928769201402,-0.00863925224306361,-5.15112380918326,0.10410646365356,0.112199945380465,0.334962602958107,0.241709183673469,"environment"
"1262","2R 47854495",0.703639351599834,-0.0486225401196985,-10.8158578207405,0.222721847727959,0.106807585779232,0.326814298615029,0.72540937323546,"outlier"
"4830","2L 11570924",0.871503787701974,-0.0688295367734457,0.469276336651568,0.261248277895353,0.000117133643657251,-0.0108228297435628,0.801789027299232,"outlier"
"1332","2R 58294762",0.274723314605945,-0.0566158640222086,-3.77341031311192,0.14911851061957,0.0328394703300575,0.181216639219638,0.00833333333333303,"environment"
"7854","3R 43682339",0.462414864439524,-0.0111608675927777,-11.9162592531556,0.159113657701478,0.222617815750384,0.471823924520992,0.426679841897234,"environment"
"7276","3R 41290635",0.531265112604747,-0.0437338069200899,-8.66406404115453,0.169546257977379,0.117312314675987,0.342508853427162,0.532673201928655,"outlier"
"7156","3R 39064328",0.365144979128009,-0.0251277046064158,-4.76249718468757,0.119802985266434,0.0752917548910099,0.274393430845225,0.336560494639898,"outlier"
"7369","3R 41362121",0.621512562747349,0.0295425374469134,35.0718973049696,0.231542409757426,0.526325100504309,-0.725482667266611,0.223762229584123,"environment"
"6470","3R 28631354",0.348135519775776,-0.0128179292564121,8.46383475044184,0.115821579266763,0.209769559798823,-0.458006069609149,0.398417383757667,"outlier"
"5863","3R 26729329",0.255221888484638,-0.00548184295734604,-8.20209579870255,0.0877153180690242,0.309098660016838,0.555966419864406,0.239545333942812,"environment"
"8864","3R 52044028",0.705561209685301,0.0306137137337227,34.6569523128987,0.254744449197332,0.471336842657086,-0.686539760434202,0.3,"environment"
"1968","2L 2051626",0.596920331683834,-0.0371519438089064,28.8518483654836,0.37354410631289,0.225267254093887,-0.474623275971454,0.044642857142857,"environment"
"565","2R 28455327",0.406628071643533,-0.000184509081083747,25.1557884103226,0.228246274986999,0.372124900272229,-0.610020409717749,0.032804485267804,"environment"
"10338","X 7399206",0.343127443703304,0.0330183152516471,-17.1645222375807,0.191607273853832,0.291889168404406,0.540267682176544,0.075691699604743,"environment"
"6571","3R 28657710",0.439377495479229,-0.096794075823058,-0.77084648094033,0.194161499276743,0.00101754499320625,0.0318989810684709,0.130911368618854,"outlier"
"5144","2L 33996045",0.356121620173537,-0.0178160663441202,7.84378335129757,0.118851269267259,0.177754181486733,-0.421609038668207,0.396738394281511,"outlier"
"322","2R 28388712",0.324947312171747,0.00222481299746968,22.4963452207864,0.154695359602204,0.509873040873362,-0.714053948153322,0.300323624595469,"environment"
"10986","X 14711414",0.202569007793724,-0.0100556566561724,-0.0704051477138272,0.0907788148774443,0.000135684374949164,0.0116483636168095,0.056760204081633,"environment"
"7161","3R 39204344",0.58002278901704,0.0483153088061471,28.0342578554765,0.230943163796726,0.414684441752922,-0.643959969060881,0.0268115942028985,"environment"
"9246","3L 190155",0.717829286670315,0.0302832096039899,34.7625565550039,0.255232795875263,0.471750582515686,-0.686841016914141,0.290909090909091,"environment"
"4436","2L 4981207",0.312505085429564,-0.00503594577324365,7.01079800585866,0.104092489430124,0.183857042212542,-0.428785543380999,0.350782654097263,"outlier"
"9073","3R 53080045",0.710619252026006,0.0302223226414065,35.8073621894096,0.255611323706628,0.486199569394368,-0.697280122615246,0.290909090909091,"environment"
"4068","2L 4528183",0.281622576162767,-0.00898376291421505,6.40412570361563,0.0936601529867275,0.18861187846811,-0.43429469081271,0.320388349514563,"outlier"
"3608","2L 3707352",0.382327213494456,-0.0172866613260422,8.10850260226342,0.127716566524189,0.166747548908249,-0.408347338559033,0.425453880377598,"outlier"
"2624","2L 3032871",0.533972043196219,-0.0801200933533419,5.22918661640046,0.316440040579184,0.011262878453467,-0.106126709425406,0.0128405887879741,"environment"
"10481","X 9200287",0.416069203489064,0.000977920520727531,-13.6923146356217,0.19340448928073,0.211914215691841,0.460341412097434,0.0760457534202162,"environment"
"2981","2L 3246840",0.284131647002331,-0.0173700087880001,-15.2685251956407,0.164218688538917,0.322850132549128,0.568199025473572,0.014274728443718,"environment"
"3491","2L 3626528",0.379181164092814,-0.0123580322079839,8.72438032822861,0.126114951023382,0.192201792906676,-0.438408249131643,0.431871731029527,"outlier"
"1481","2L 487497",0.343798989081821,-0.0109671910900808,7.81802358623208,0.1143383685812,0.18861187846811,-0.43429469081271,0.391123439667129,"outlier"
"9499","3L 3943191",0.10124410315876,-0.00564734792166707,9.06684614551731,0.0496987566632916,0.620955228712141,-0.788007124785125,0.110224122061165,"environment"
"12362","X 22208062",0.429900796165729,-0.0243169078736146,-2.70959031842837,0.156696214465647,0.0160164051010077,0.126555936648621,0.283967391304348,"environment"
"11716","X 15385764",0.171054503575254,-0.0327965246216827,-3.52987092531306,0.105743973351975,0.0553044361658694,0.235168952385033,0.0421768707483,"environment"
"9402","3L 388930",0.717829286670315,-0.0302832096039899,-33.7625565550039,0.255232795875264,0.471750582515686,0.686841016914141,0.290909090909091,"environment"
"9892","3L 11523081",0.217308804972048,-0.0304845592004936,3.15035747143863,0.0903251335415757,0.0560456522575621,-0.236739629672684,0.097713748825556,"outlier"
"6","2R 5822910",0.763827789083565,-0.0966472410403222,-14.8666682494621,0.351828234104719,0.0835832972401987,0.289107760601824,0.022332506203473,"outlier"
"6666","3R 28722187",0.440642990877727,-0.0587074781668612,5.64924517168962,0.197676836855881,0.0364730795981507,-0.190979264838216,0.090570719602978,"outlier"
"1371","2R 61003704",0.539271410371745,-0.12036696070133,-14.8767685708013,0.334330547876479,0.0933901655070296,0.305598045653139,0.094047619047619,"environment"
"7180","3R 40211268",0.499150719381633,-0.0443284173611952,-8.23578186960334,0.171138991134588,0.105572687019126,0.324919508523446,0.388768115942029,"outlier"
"4434","2L 4977561",0.311163877829263,-0.01091950040997,6.97176058333155,0.103521333540951,0.183960522866367,-0.428906193550948,0.352217724815308,"outlier"
"4874","2L 16207968",0.571659576674835,-0.0488964953971463,-10.9600852334946,0.181969481175322,0.155358312883763,0.394155188832731,0.594091888590558,"outlier"
"8712","3R 49990508",0.115107800930284,-0.00585280975381645,-8.27080949149928,0.0518830283318805,0.570168911440227,0.755095299574992,0.0742565442229902,"environment"
"4072","2L 4530269",0.290971749675502,-0.0230337514517441,8.793494162864,0.09955404166807,0.278594014085428,-0.527820058434142,0.324427690567643,"outlier"
"5417","2L 34301620",0.314539500649325,-0.0100338131249675,7.15265987676551,0.104607443595566,0.18861187846811,-0.43429469081271,0.357836338418863,"outlier"
"12235","X 18573894",0.363991704793733,-0.0290056666329486,-4.48284563586318,0.117971459972907,0.0691418786949092,0.262948433528158,0.340741909635028,"outlier"
