"","id","med.resid","int","stdevresid","f","cor","outlier","class"
"604","2R 28410314",0.0184319564985925,0.0118815999889137,0.0412535283095847,0.157759970808342,0.066987609880258,0.051621864411492,"accept"
"1805","2R 53404398",0.0011385284292587,0.00737099264882835,0.0187181411146361,0.042270492694777,0.048131097102715,0.130117171984642,"accept"
"1084","2R 39892497",0.0113991189287834,0.00473708155628062,0.0276170768230943,0.227470842369409,0.081095075734482,0.021519038745079,"accept"
"1076","2R 39864023",0.0116515555061796,0.00484731105493039,0.0283183562995623,0.22678032791802,0.080962379997821,0.016568543695574,"accept"
"807","2R 28680448",0.001014622097257,0.00827848134698132,0.02555041496958,0.030346061252238,0.045037631248645,0.214392222354766,"accept"
"612","2R 28416629",0.0208140010450248,0.0205425717343877,0.0419722704830172,0.324386965758373,0.003686105636871,0.046127358916987,"accept"
"1771","2R 49071276",0.0074231859722198,0.0046982139808116,0.0423691175561155,0.348487323704732,0.114461484818585,0.277630304444964,"reject"
"1004","2R 29163047",0.000917884370960801,0.00364156779752826,0.00768766165918019,0.022887271911079,0.043495051235506,0.003650310085954,"reject"
"902","2R 28892705",0.005912166429422,0.00719200344800501,0.0054419569634506,0.0616510110021131,0.027957107317459,0.038007289739963,"accept"
"160","2L 3415259",0.0057261057476175,0.00348830927158528,0.0254699577433415,0.025654949870507,0.037448018034459,0.042320932079969,"accept"
"1469","2R 41485912",0.0165833886983964,0.00622823842272823,0.0357146706983434,0.297506616146351,0.095542703911668,0.118926269853038,"accept"
"623","2R 28426813",0.0189580398164957,0.0103950424673633,0.042778237963699,0.152057225523106,0.017708068179611,0.018597902727393,"reject"
"1661","2R 42811319",0.0083184825430429,0.0195084203753297,0.000697023565171602,1.40981440965955,0.098695832505175,0.12194985669808,"reject"
"510","2R 28318877",0.0114706885622475,0.0111380764999266,0.0247404951622118,0.361434452432909,0.103282867823548,0.011001431468448,"reject"
"1632","2R 42637932",0.0039156478410164,0.0125181587513367,0.0012915102145209,0.320300112235807,0.127679155741762,0.035439365811761,"reject"
"1221","2R 40483411",0.01870946893513,0.0107930662634229,0.0476693794175224,0.052202426833417,0.047916571957063,0.057325218346654,"accept"
"495","2R 28289884",0.0124822841044735,0.0060756005874703,0.0526399403824773,0.0425414661750046,0.0404965772098176,0.127168417198938,"accept"
"988","2R 29116790",0.0029357078978864,0.00381237242566814,0.0207100529654573,0.0623633005253911,0.03084748364281,0.014639321074965,"accept"
"1153","2R 40162650",0.0108603566147658,0.00648695954566608,0.0141924108193525,0.135838746631608,0.062797064786408,0.202544710175354,"accept"
"1719","2R 47257132",0.0129201869486996,0.0421353542156724,0.0091510467220749,3.80712698969978,0.223848985144867,0.063806312261996,"reject"
"1051","2R 39796573",0.0109238667533719,0.000677744692840699,0.0243430418200662,0.607109379768137,0.169296925803699,0.006667553596565,"reject"
"718","2R 28562481",0.0192040849012509,0.00101908802883,0.0453463728951286,0.476315998016543,0.12485631386327,0.181752463103901,"reject"
"1219","2R 40482717",0.0030353712080875,0.0184273500768573,0.0457572493712228,0.484292744865581,0.185246187179959,0.057325218346654,"reject"
"942","2R 29002972",0.0031078262315223,0.00365398184749725,0.0195679367184529,0.0277254727182651,0.036524451564331,0.026172342508976,"accept"
"1623","2R 42601254",0.00935406186891,0.00523510798942506,0.0128142408792195,0.166491610743527,0.068654758133095,0.115644757246809,"accept"
"1951","3R 28644249",0.0482684234433695,0.0169801613416072,0.00204503939845799,0.313581419012811,0.121560216849944,0.043197312244898,"reject"
"1644","2R 42742292",0.0075564700846205,0.00510234517908946,0.0070973936059511,0.219207247486912,0.079363737162612,0.12876655135393,"accept"
"749","2R 28620730",0.0061522839879596,0.0059899932545188,0.0103726210333287,0.00799314309878996,0.039103359547336,0.114392222354766,"accept"
"447","2R 28222735",0.0098679448023795,0.00684257367301378,0.0127387086155098,0.195576392865665,0.074063701230159,0.093790539110287,"accept"
"455","2R 28229184",0.005619535105116,0.00055706201557627,0.0259688790615492,0.043745819995147,0.046982763858531,0.011568382112936,"reject"
"986","2R 29116473",0.0029357078978864,0.00381237242566814,0.0207100529654573,0.0623633005253911,0.03084748364281,0.014639321074965,"accept"
"889","2R 28860139",0.0038498514042437,0.00528445316425305,0.0319068771774426,0.05193365302495,0.049271440728224,0.209413431934331,"accept"
"1063","2R 39821006",0.013746146372334,0.00873408903792589,0.0282727503836496,0.171956809473699,0.070080081056053,0.01161804864607,"accept"
"1710","2R 46951092",0.0077749928327673,0.00910885590337822,0.0147680887061504,0.0476328098238691,0.0367284991707,0.001717504986282,"reject"
"1448","2R 41438300",0.0175855740349585,0.00632469829122423,0.0394710240530093,0.300590086510412,0.096112489476248,0.134350604554482,"accept"
"1176","2R 40263665",0.0119088435931088,0.00685866217810388,0.0173188814678995,0.136078044951829,0.062843513180919,0.206421603888822,"accept"
"434","2R 28204575",0.0026237291850411,0.00422663324418312,0.0248010489816028,0.0294023579815039,0.044741097438318,0.017062887607442,"accept"
"1465","2R 41485249",0.0169358065338413,0.00658863625197703,0.0355267356672414,0.299208301938771,0.095857382409673,0.118926269853038,"accept"
"757","2R 28625267",0.0228350374907678,0.0160355629629117,0.046419578497787,0.362073089420473,0.00447889993466802,0.135894942788977,"accept"
"1695","2R 43849185",0.0015521093893739,0.0058089333384812,0.0527292009096744,0.11333007953578,0.058338747341553,0.398986043182632,"accept"
"1772","2R 49214679",0.000755728823368197,0.0009629374333655,0.0152452167497298,0.194146947956518,0.0347240307235392,0.182735749303086,"reject"
"348","2R 28024468",0.0037945829184916,0.00267553275877604,0.0246235982756458,0.174577068483874,0.070172730671769,0.039957586574871,"reject"
"1240","2R 40534124",0.0127405241432976,0.0106462285280872,0.0297620010435741,0.030741436682638,0.035009827881628,0.000876774424430994,"accept"
"697","2R 28535449",0.002469550837439,0.00751390157295718,0.0097470904236619,0.030993413855108,0.035187664749269,0.103417630919719,"accept"
"1252","2R 40568318",0.0082543562183616,0.0075825632819921,0.0405401086325565,0.348520366970282,0.118546559318653,0.005147321961111,"reject"
"1595","2R 42480790",0.00948538721919,0.00432643500511766,0.0159179048636985,0.187824530899424,0.072769360352153,0.147162912395324,"accept"
"932","2R 28975706",0.0403844773095293,0.0487957365081832,0.00211179007439,0.318157849340665,0.137056325436931,0.181694727335342,"reject"
"294","2R 27834230",0.0047353697728663,0.0091252833689522,0.0145959312999419,0.656248468585857,0.046935563237568,0.115805221404682,"reject"
"1859","2R 57128709",0.0078395609776358,0.0117189927761382,0.00128393004375231,0.351016610527481,0.009883536458314,0.131667331988614,"accept"
"1607","2R 42550458",0.0166954078660491,0.0148332287308507,0.0250053777992563,0.215819929445371,0.011037069474893,0.182013767824705,"accept"
"1146","2R 40147416",0.0102471343612692,0.00622143609672788,0.0121574596531205,0.139847734891936,0.063573554039354,0.214592902946439,"accept"
"639","2R 28445911",0.0200111076978928,0.0080965968497638,0.0509245586501033,0.068639727594148,0.051678878007463,0.09842442094532,"accept"
"1283","2R 40624561",0.0168585280494068,0.00945458221102643,0.0425861891295002,0.0216257996004771,0.036966774350714,0.021072408445664,"accept"
"1699","2R 44009947",0.0080086943406696,0.0033783122535823,0.0236424824875455,0.058245703988146,0.027770136392804,0.194429469819874,"reject"
