seqid,pos[w],gene
3R,28635944,AGAP009201
3R,28637669,AGAP009201
3R,28639798,AGAP009201
3R,28640861,AGAP009201
3R,28642987,AGAP009201
3R,28650818,AGAP009201
3R,28651547,AGAP009201
3R,28653722,AGAP009201
3R,28653722,AGAP009202
3R,28654567,AGAP009201
3R,28654567,AGAP009202
3R,28655128,AGAP009201
3R,28655128,AGAP009202
3R,28655253,AGAP009201
3R,28655253,AGAP009202
3R,28658072,AGAP029480
3R,28660966,AGAP029480
3R,28664661,AGAP029480
3R,28664761,AGAP029480
3R,28669514,AGAP029480
3R,28670025,AGAP029480
3R,28700699,AGAP029511
3R,28705342,AGAP029511
3R,28708917,AGAP029511
3R,28718965,AGAP029511
3R,28719065,AGAP029511
3R,28824126,AGAP009213
3R,28825832,AGAP009213
3R,28830332,AGAP009214
3R,28831525,AGAP009214
3R,28837869,AGAP009215
3R,28837869,AGAP009216
3R,29063492,AGAP009234
3R,29063492,AGAP028101
3R,29251870,AGAP009242
3R,29324964,AGAP009245
3R,29337828,AGAP009245
3R,29343405,AGAP009245
3R,29344007,AGAP009245
3R,36611930,AGAP029403
3R,36613277,AGAP029403
3R,36806672,AGAP029641
3R,38608081,AGAP009683
3R,38861593,AGAP009693
3R,39018011,AGAP009697
3R,39968299,AGAP009716
3R,39970276,AGAP009716
3R,40256593,AGAP009717
3R,41585556,AGAP029589
3R,41586474,AGAP029589
3R,41586700,AGAP029589
3R,41636446,AGAP029589
3R,41643525,AGAP029589
3R,41643924,AGAP029589
3R,41645171,AGAP029589
3R,41646353,AGAP029589
3R,41646648,AGAP029589
3R,41649627,AGAP029589
3R,41655137,AGAP029589
3R,41656800,AGAP029589
3R,41656932,AGAP029589
3R,41658416,AGAP029589
3R,41660970,AGAP029589
3R,41661372,AGAP029589
3R,41668014,AGAP029589
3R,41704466,AGAP029589
3R,41728704,AGAP029589
3R,41862067,AGAP009730
3R,41956701,AGAP009734
3R,42096202,AGAP009744
3R,42434299,AGAP009757
3R,42435541,AGAP009757
3R,42704387,AGAP009770
3R,43299272,AGAP009789
3R,43371666,AGAP009793
3R,43397745,AGAP009793
3R,43425473,AGAP009793
3R,43427546,AGAP009793
3R,43442940,AGAP029125
3R,43585351,AGAP009799
3R,44436877,AGAP009860
3R,44459434,AGAP009860
3R,44464872,AGAP009860
3R,44467627,AGAP009860
3R,45292395,AGAP009918
3R,45292849,AGAP009918
3R,45295121,AGAP009918
3R,45432381,AGAP009930
3R,45435787,AGAP009930
3R,45435787,AGAP009931
3R,45484389,AGAP009932
3R,45487005,AGAP009932
3R,45497404,AGAP009932
3R,45574077,AGAP009933
3R,45574794,AGAP009933
3R,45617222,AGAP009934
3R,45617850,AGAP009934
3R,45624437,AGAP009934
3R,45628064,AGAP009934
3R,45628942,AGAP009934
3R,45769611,AGAP009943
3R,46077549,AGAP009950
3R,46083688,AGAP009950
3R,46083942,AGAP009950
3R,46160361,AGAP029448
3R,46165978,AGAP029448
3R,46166095,AGAP029448
3R,46658035,AGAP009961
3R,46658035,AGAP029556
3R,47502954,AGAP010003
3R,47835288,AGAP029234
3R,47835944,AGAP029234
3R,47952722,AGAP010025
3R,47970908,AGAP010026
3R,48002097,AGAP010028
3R,48185647,AGAP029804
3R,48194343,AGAP029804
3R,48194476,AGAP029804
3R,48259123,AGAP010048
3R,48260416,AGAP010048
3R,48304762,AGAP010049
3R,48411167,AGAP029444
3R,48670838,AGAP010080
3R,48862395,AGAP010090
3R,48876436,AGAP010090
3R,49127029,AGAP010097
3R,49131660,AGAP010098
3R,49486404,AGAP010149
3R,49551293,AGAP010156
3R,49602857,AGAP010158
3R,49607900,AGAP010158
3R,49672148,AGAP010160
3R,49721543,AGAP010162
3R,49735385,AGAP010162
3R,49735633,AGAP010162
3R,49749200,AGAP010162
3R,49751955,AGAP010162
3R,49754874,AGAP010162
3R,49992346,AGAP010184
3R,49993960,AGAP010184
3R,49994071,AGAP010184
3R,50004872,AGAP010184
3R,50008505,AGAP010184
3R,50009175,AGAP010184
3R,50009824,AGAP010184
3R,50012438,AGAP010184
3R,50013315,AGAP010184
3R,50015822,AGAP010184
3R,50029167,AGAP010184
3R,50032347,AGAP010184
3R,50044726,AGAP010184
3R,50067916,AGAP010184
3R,50081280,AGAP010184
3R,50081491,AGAP010184
3R,50081702,AGAP010184
3R,50104862,AGAP010184
3R,50110377,AGAP010184
3R,50127211,AGAP010184
3R,50134321,AGAP010184
3R,50139440,AGAP010184
3R,50142742,AGAP010184
3R,50231000,AGAP010186
3R,50245387,AGAP010186
3R,50247018,AGAP010186
3R,50254584,AGAP010186
3R,50254685,AGAP010186
3R,50262325,AGAP010186
3R,50266310,AGAP010186
3R,50642111,AGAP010201
3R,50643499,AGAP010201
3R,50687253,AGAP010202
3R,50687253,AGAP010203
3R,50715978,AGAP029493
3R,51750357,AGAP010259
3R,51753532,AGAP010260
3R,51807665,AGAP010264
3R,51821105,AGAP010265
3R,51882368,AGAP010268
3R,51937433,AGAP010274
3R,51937433,AGAP010275
3R,52034018,AGAP010282
3R,52045311,AGAP010283
3R,52045611,AGAP010283
3R,52046049,AGAP010283
3R,52048779,AGAP010283
3R,52092736,AGAP010286
3R,52095620,AGAP010286
3R,52102721,AGAP010286
3R,52105375,AGAP010286
3R,52110092,AGAP010286
3R,52112035,AGAP010286
3R,52112227,AGAP010286
3R,52112632,AGAP010286
3R,52115780,AGAP010286
3R,52210717,AGAP010289
3R,52211267,AGAP010289
3R,52211574,AGAP010289
3R,52212028,AGAP010289
3R,52212302,AGAP010289
3R,52214223,AGAP010289
3R,52233084,AGAP010290
3R,52238103,AGAP010290
3R,52238378,AGAP010290
3R,52245087,AGAP010290
3R,52303614,AGAP010292
3R,52315615,AGAP010292
3R,52316581,AGAP010292
3R,52316923,AGAP010292
3R,52349404,AGAP010292
3R,52349764,AGAP010292
3R,52353717,AGAP010293
3R,52353818,AGAP010293
3R,52354543,AGAP010293
3R,52354862,AGAP010293
3R,52355948,AGAP010293
3R,52356235,AGAP010293
3R,52356534,AGAP010293
3R,52357061,AGAP010293
3R,52357196,AGAP010293
3R,52357704,AGAP010293
3R,52357810,AGAP010293
3R,52417881,AGAP010294
3R,52418226,AGAP010294
3R,52420995,AGAP010294
3R,52421421,AGAP010294
3R,52421787,AGAP010294
3R,52422020,AGAP010294
3R,52422632,AGAP010294
3R,52422966,AGAP010294
3R,52456141,AGAP010295
3R,52456397,AGAP010295
3R,52457815,AGAP010295
3R,52458476,AGAP010295
3R,52459052,AGAP010295
3R,52459181,AGAP010295
3R,52459810,AGAP010295
3R,52461069,AGAP010295
3R,52461331,AGAP010295
3R,52461575,AGAP010295
3R,52462465,AGAP010295
3R,52462799,AGAP010295
3R,52463299,AGAP010295
3R,52463567,AGAP010295
3R,52465384,AGAP010295
3R,52465898,AGAP010295
3R,52466906,AGAP010295
3R,52467950,AGAP010295
3R,52468408,AGAP010295
3R,52468689,AGAP010295
3R,52468791,AGAP010295
3R,52486424,AGAP010295
3R,52486781,AGAP010295
3R,52487873,AGAP010295
3R,52487973,AGAP010295
3R,52488085,AGAP010295
3R,52488216,AGAP010295
3R,52491465,AGAP010295
3R,52492883,AGAP010295
3R,52493385,AGAP010295
3R,52493967,AGAP010295
3R,52494494,AGAP010295
3R,52494957,AGAP010295
3R,52495784,AGAP010295
3R,52496612,AGAP010295
3R,52499840,AGAP010295
3R,52500666,AGAP010295
3R,52500932,AGAP010295
3R,52501067,AGAP010295
3R,52614036,AGAP010297
3R,52614390,AGAP010297
3R,52614866,AGAP010297
3R,52615181,AGAP010297
3R,52852287,AGAP010302
3R,52903983,AGAP010303
3R,52912205,AGAP010303
3R,52986121,AGAP010304
3R,52986412,AGAP010304
3R,52995713,AGAP010304
3R,53082279,AGAP010307
3L,82026,AGAP010310
3L,367546,AGAP010314
3L,371012,AGAP010314
3L,376899,AGAP010314
3L,376899,AGAP029563
3L,377801,AGAP010314
3L,377801,AGAP029563
3L,378495,AGAP029563
3L,380924,AGAP029563
3L,388642,AGAP029563
3L,644390,AGAP010319
3L,644390,AGAP010320
3L,646471,AGAP010319
3L,653471,AGAP010319
3L,659279,AGAP010319
3L,804655,AGAP010324
3L,873271,AGAP010327
3L,1240527,AGAP010331
3L,1265562,AGAP010332
3L,1266869,AGAP028612
3L,1383782,AGAP027982
3L,1652490,AGAP010335
3L,1664820,AGAP010337
3L,1739458,AGAP010340
3L,2268148,AGAP029718
3L,2390113,AGAP010380
3L,2390549,AGAP010380
3L,2391504,AGAP010380
3L,2392514,AGAP010380
3L,2392514,AGAP010381
3L,2394837,AGAP010381
3L,2395624,AGAP010381
3L,2395624,AGAP010382
3L,2402163,AGAP010382
3L,2402382,AGAP010382
3L,2412564,AGAP010384
3L,2415177,AGAP010384
3L,2415177,AGAP010383
3L,2418454,AGAP010384
3L,2418454,AGAP010383
3L,2418914,AGAP010384
3L,2418914,AGAP010383
3L,2421580,AGAP010384
3L,2421580,AGAP010383
3L,2432224,AGAP010385
3L,2432676,AGAP010385
3L,2435652,AGAP028494
3L,2435652,AGAP010386
3L,2590083,AGAP010391
3L,2628321,AGAP010394
3L,2702260,AGAP010396
3L,2714170,AGAP010400
3L,2714170,AGAP010401
3L,2767602,AGAP028182
3L,2852625,AGAP010410
3L,2852625,AGAP010409
3L,2858485,AGAP010410
3L,3095020,AGAP010423
3L,3118970,AGAP029332
3L,3130996,AGAP029501
3L,3146453,AGAP028496
3L,3147628,AGAP028496
3L,3157214,AGAP028496
3L,3157848,AGAP028496
3L,3189416,AGAP010428
3L,3189416,AGAP010429
3L,3925946,AGAP010459
3L,4119628,AGAP010473
3L,4121698,AGAP010473
3L,4122675,AGAP010473
3L,5053406,AGAP010498
3L,5053406,AGAP010499
3L,5083644,AGAP010503
3L,5115827,AGAP010503
3L,5116058,AGAP010503
3L,5116929,AGAP010503
3L,5119200,AGAP010503
3L,5124033,AGAP010504
3L,5124239,AGAP010504
3L,5124667,AGAP010504
3L,5125019,AGAP010504
3L,5125130,AGAP010504
3L,5125892,AGAP010504
3L,5126507,AGAP010504
3L,5132693,AGAP010505
3L,5132833,AGAP010505
3L,5904736,AGAP010542
3L,5904846,AGAP010542
3L,5914170,AGAP010542
3L,5924711,AGAP010542
3L,6363220,AGAP010556
3L,6375233,AGAP010559
3L,6748809,AGAP010597
3L,6924154,AGAP010599
3L,6926127,AGAP010599
3L,6958265,AGAP010599
3L,6968042,AGAP010599
3L,7881958,AGAP029596
3L,8274854,AGAP010675
3L,8277062,AGAP010675
3L,8277062,AGAP010676
3L,8278817,AGAP010676
3L,8280250,AGAP010676
3L,8608217,AGAP010690
3L,8608217,AGAP010691
3L,8858466,AGAP010706
3L,9321393,AGAP029636
3L,9367153,AGAP029636
3L,9720732,AGAP029471
3L,9721301,AGAP029471
3L,9724150,AGAP029471
3L,9724653,AGAP029471
3L,9806915,AGAP010750
3L,9807024,AGAP010750
3L,10033366,AGAP010767
3L,10178289,AGAP010776
3L,10232740,AGAP029651
3L,10251670,AGAP029651
3L,10272861,AGAP010780
3L,10339161,AGAP010784
3L,10432783,AGAP010794
3L,10485700,AGAP029620
3L,10780377,AGAP029151
3L,10780739,AGAP029151
3L,11217087,AGAP010816
3L,11219088,AGAP010816
3L,11240420,AGAP010817
3L,11242853,AGAP010817
3L,11249202,AGAP010817
3L,11330864,AGAP010821
3L,11350773,AGAP029564
3L,11392118,AGAP029564
3L,11400763,AGAP029564
3L,11509075,AGAP010826
3L,11509294,AGAP010826
3L,11509398,AGAP010826
3L,11509518,AGAP010826
3L,11652835,AGAP010833
3L,11726416,AGAP010836
3L,11726416,AGAP029139
3L,11738568,AGAP010837
3L,11964808,AGAP010848
3L,12011121,AGAP010850
3L,12016755,AGAP010851
3L,12019427,AGAP010851
3L,14513225,AGAP010985
3L,14517849,AGAP010985
3L,14517849,AGAP010989
3L,14517849,AGAP010990
3L,14520030,AGAP010990
3L,14520030,AGAP010991
3L,14520372,AGAP010990
3L,14520372,AGAP010991
3L,14520372,AGAP010992
3L,14523386,AGAP010993
3L,14523386,AGAP010994
3L,14523386,AGAP010995
3L,14553158,AGAP011009
3L,14553158,AGAP011010
3L,14553531,AGAP011009
3L,14553531,AGAP011010
3L,14553632,AGAP011010
3L,14555722,AGAP011011
3L,14565975,AGAP011015
3L,14565975,AGAP011016
3L,14567038,AGAP011016
3L,14568677,AGAP011017
3L,21088926,AGAP011324
3L,21089146,AGAP011324
3L,21098328,AGAP011325
3L,21112486,AGAP011327
3L,21115195,AGAP011328
3L,28449996,AGAP011588
3L,33255592,AGAP011783
3L,33275750,AGAP011789
3L,33278285,AGAP011789
3L,33282415,AGAP011790
3L,33282415,AGAP011791
3L,33285838,AGAP028725
3L,33285838,AGAP011792
3L,33289385,AGAP011792
3L,35756590,AGAP028130
3L,37025560,AGAP029616
3L,37406427,AGAP029447
X,17104,AGAP000002
X,34697,AGAP000005
X,83216,AGAP000007
X,94886,AGAP000008
X,100798,AGAP000009
X,106044,AGAP000009
X,3042148,AGAP000185
X,4219560,AGAP000225
X,4476527,AGAP000237
X,6874512,AGAP000377
X,9221535,AGAP000519
X,9250194,AGAP000519
X,9252438,AGAP000519
X,11708170,AGAP000656
X,11708170,AGAP029438
X,14749569,AGAP000804
X,14762645,AGAP000805
X,14766870,AGAP000805
X,14812361,AGAP000807
X,14812475,AGAP000807
X,14815195,AGAP000807
X,14817525,AGAP000807
X,14823089,AGAP000807
X,14824984,AGAP000807
X,14860963,AGAP000810
X,14892039,AGAP000812
X,14898836,AGAP000812
X,14912701,AGAP000813
X,14913089,AGAP000813
X,14915494,AGAP000814
X,14925222,AGAP000815
X,14926159,AGAP000815
X,14929119,AGAP000815
X,14929222,AGAP000815
X,14931543,AGAP000815
X,14932435,AGAP000815
X,14936436,AGAP000815
X,14940521,AGAP000815
X,14942608,AGAP000815
X,14942948,AGAP000815
X,14944189,AGAP000815
X,14945624,AGAP000815
X,14945948,AGAP000815
X,14946384,AGAP000815
X,15160371,AGAP012997
X,15162180,AGAP012997
X,15251490,AGAP000819
X,15252623,AGAP000819
X,15252903,AGAP000819
X,15253130,AGAP000819
X,15253844,AGAP000819
X,15254021,AGAP000819
X,15254178,AGAP000819
X,15254306,AGAP000819
X,15280375,AGAP000820
X,15280781,AGAP000820
X,15280898,AGAP000820
X,15282744,AGAP000820
X,15304656,AGAP000821
X,15305298,AGAP000821
X,15305404,AGAP000821
X,15306736,AGAP000821
X,15306926,AGAP000821
X,15307510,AGAP000821
X,15307741,AGAP000821
X,15308763,AGAP000821
X,15309121,AGAP000821
X,15309524,AGAP000821
X,15310064,AGAP000821
X,15311371,AGAP000821
X,15311582,AGAP000821
X,15311691,AGAP000821
X,15311793,AGAP000821
X,15312189,AGAP000821
X,15313293,AGAP000821
X,15315356,AGAP000821
X,15316277,AGAP000821
X,15319403,AGAP000821
X,15319403,AGAP000822
X,15320012,AGAP000821
X,15320012,AGAP000822
X,15321212,AGAP000822
X,15327083,AGAP000823
X,15327187,AGAP000823
X,15327348,AGAP000823
X,15329143,AGAP000823
X,15329748,AGAP000823
X,15334468,AGAP000823
X,15336417,AGAP000824
X,15336925,AGAP000824
X,15350806,AGAP000826
X,15352402,AGAP000826
X,15360354,AGAP000829
X,15360455,AGAP000829
X,15361081,AGAP000829
X,15364198,AGAP000829
X,15369745,AGAP000830
X,15370576,AGAP000830
X,15371807,AGAP000830
X,15376623,AGAP000831
X,15376972,AGAP000831
X,15377249,AGAP000831
X,15378741,AGAP000832
X,15379892,AGAP000832
X,15381488,AGAP000832
X,15388397,AGAP000833
X,15389232,AGAP000833
X,15416753,AGAP000834
X,15417270,AGAP000834
X,15420823,AGAP000834
X,15421316,AGAP000834
X,15422690,AGAP000834
X,15423632,AGAP000834
X,15424431,AGAP000834
X,15430618,AGAP000835
X,15431412,AGAP000835
X,15433186,AGAP000835
X,15433876,AGAP000835
X,15438652,AGAP028655
X,15438863,AGAP028655
X,15438973,AGAP028655
X,15442396,AGAP028655
X,15442925,AGAP028655
X,15443066,AGAP028655
X,15443169,AGAP028655
X,15443726,AGAP028655
X,15444197,AGAP028655
X,15445370,AGAP028655
