seqid,pos[w],gene
2R,5267451,AGAP001454
2R,5267451,AGAP001455
2R,5294111,AGAP001461
2R,5294111,AGAP001462
2R,5338902,AGAP001468
2R,5354524,AGAP001470
2R,5354524,AGAP001471
2R,5361972,AGAP001472
2R,5404604,AGAP001480
2R,5446547,AGAP001485
2R,5446547,AGAP001486
2R,5617051,AGAP001495
2R,5667421,AGAP001498
2R,5674792,AGAP001499
2R,5674905,AGAP001499
2R,5725038,AGAP013005
2R,5725574,AGAP013005
2R,5739739,AGAP001513
2R,5746621,AGAP001515
2R,5846766,AGAP001526
2R,5853975,AGAP001527
2R,5898052,AGAP029498
2R,5902329,AGAP029498
2R,5912601,AGAP029498
2R,5913870,AGAP029498
2R,5921646,AGAP001533
2R,5922381,AGAP001533
2R,5922519,AGAP001533
2R,5922682,AGAP001533
2R,5922936,AGAP001533
2R,5923732,AGAP001533
2R,5938219,AGAP001534
2R,6088965,AGAP001544
2R,6139397,AGAP013250
2R,6144985,AGAP013236
2R,6144985,AGAP013091
2R,6213844,AGAP001558
2R,6271936,AGAP001562
2R,6272686,AGAP001562
2R,6312503,AGAP001566
2R,6356774,AGAP001572
2R,6384995,AGAP029601
2R,6418826,AGAP029601
2R,6501594,AGAP001590
2R,6530347,AGAP001592
2R,6532036,AGAP001592
2R,6570031,AGAP001597
2R,6583249,AGAP001597
2R,6583249,AGAP001598
2R,6598733,AGAP001597
2R,6623034,AGAP001599
2R,6624247,AGAP001599
2R,6703205,AGAP001608
2R,6709066,AGAP001608
2R,6804428,AGAP001610
2R,7036615,AGAP001631
2R,7036907,AGAP001631
2R,7201673,AGAP001634
2R,7225375,AGAP001637
2R,7293997,AGAP028469
2R,7315383,AGAP001652
2R,7564230,AGAP028470
2R,7595112,AGAP001660
2R,7628622,AGAP001662
2R,8185221,AGAP001680
2R,9261173,AGAP001748
2R,9305303,AGAP001751
2R,9321757,AGAP001751
2R,10236256,AGAP013458
2R,10545657,AGAP001797
2R,10594450,AGAP001799
2R,10597083,AGAP001799
2R,10611056,AGAP001802
2R,10942185,AGAP001824
2R,11269041,AGAP001827
2R,11451054,AGAP001856
2R,11506733,AGAP001859
2R,11626601,AGAP001866
2R,11684529,AGAP001866
2R,11695726,AGAP001867
2R,11764967,AGAP001874
2R,11768365,AGAP001874
2R,11787950,AGAP001877
2R,11836239,AGAP001881
2R,11853494,AGAP001882
2R,11855167,AGAP001883
2R,11980884,AGAP001905
2R,12027066,AGAP001914
2R,12689251,AGAP001943
2R,12840392,AGAP001958
2R,12840392,AGAP001959
2R,12896661,AGAP001961
2R,12977666,AGAP001965
2R,13205940,AGAP001986
2R,13234089,AGAP013039
2R,13234089,AGAP001993
2R,13354215,AGAP001999
2R,13533612,AGAP002005
2R,13533926,AGAP002005
2R,13556078,AGAP002006
2R,14110750,AGAP002035
2R,14112122,AGAP002035
2R,14679584,AGAP002055
2R,14695658,AGAP002060
2R,14707704,AGAP002060
2R,14795740,AGAP002071
2R,15260006,AGAP002094
2R,15569418,AGAP002104
2R,15719212,AGAP002109
2R,15732884,AGAP002109
2R,15761181,AGAP002114
2R,15788133,AGAP029570
2R,15789714,AGAP029570
2R,15871562,AGAP029570
2R,15886492,AGAP029570
2R,15978884,AGAP002117
2R,15978884,AGAP002118
2R,15979106,AGAP002117
2R,15979106,AGAP002118
2R,16010509,AGAP002119
2R,16021845,AGAP002119
2R,16026798,AGAP002119
2R,16030596,AGAP002119
2R,16078721,AGAP002124
2R,16083557,AGAP002125
2R,16258475,AGAP002135
2R,16259093,AGAP002135
2R,16274518,AGAP002135
2R,16381472,AGAP002136
2R,16405576,AGAP002141
2R,16405576,AGAP002142
2R,16450607,AGAP029545
2R,16469465,AGAP002150
2R,16478051,AGAP002150
2R,16484461,AGAP002150
2R,16495328,AGAP002150
2R,16530916,AGAP002152
2R,16623768,AGAP002161
2R,16638600,AGAP002162
2R,16639018,AGAP002162
2R,16643460,AGAP013436
2R,16647019,AGAP013242
2R,16647019,AGAP029491
2R,16650460,AGAP029491
2R,16678333,AGAP029491
2R,17069603,AGAP002178
2R,17073000,AGAP002178
2R,17082076,AGAP002178
2R,17203262,AGAP002183
2R,17203373,AGAP002183
2R,17210339,AGAP002184
2R,17233249,AGAP002186
2R,17295308,AGAP002186
2R,17302307,AGAP002186
2R,17676906,AGAP002215
2R,17750494,AGAP002226
2R,18080277,AGAP002243
2R,18175869,AGAP002250
2R,18205896,AGAP029562
2R,18205896,AGAP029674
2R,18347124,AGAP002263
2R,18349958,AGAP002263
2R,18359774,AGAP002264
2R,18424026,AGAP002272
2R,18452092,AGAP002272
2R,18512146,AGAP002276
2R,18517971,AGAP002278
2R,18589968,AGAP002287
2R,18589968,AGAP002288
2R,18602527,AGAP002288
2R,18603353,AGAP002288
2R,18634255,AGAP002290
2R,18658498,AGAP002291
2R,19038786,AGAP002300
2R,19040645,AGAP002300
2R,19040645,AGAP002302
2R,19047788,AGAP029581
2R,19083510,AGAP002310
2R,19113571,AGAP002310
2R,19120398,AGAP002310
2R,19226444,AGAP002312
2R,19227503,AGAP002312
2R,19227503,AGAP002313
2R,19227716,AGAP002312
2R,19227716,AGAP002313
2R,19227939,AGAP002312
2R,19227939,AGAP002313
2R,19228723,AGAP002313
2R,19228723,AGAP002314
2R,19230718,AGAP002313
2R,19230718,AGAP002314
2R,19230718,AGAP002315
2R,19231832,AGAP002315
2R,19233750,AGAP002315
2R,19237604,AGAP002315
2R,19237604,AGAP002316
2R,19245626,AGAP002315
2R,19245626,AGAP002316
2R,19249040,AGAP002315
2R,19249040,AGAP002316
2R,19258371,AGAP002315
2R,19258371,AGAP002316
2R,19261800,AGAP002315
2R,19261800,AGAP002316
2R,19263007,AGAP002315
2R,19263007,AGAP002316
2R,19270836,AGAP002315
2R,19282402,AGAP002315
2R,19287825,AGAP002315
2R,19293228,AGAP002315
2R,19302062,AGAP002315
2R,19376167,AGAP002315
2R,19378423,AGAP002315
2R,19404786,AGAP002315
2R,19407675,AGAP002315
2R,19434462,AGAP002315
2R,19434980,AGAP002315
2R,19443586,AGAP002315
2R,19443586,AGAP002317
2R,19443817,AGAP002315
2R,19443817,AGAP002317
2R,19443953,AGAP002315
2R,19443953,AGAP002317
2R,19445928,AGAP002315
2R,19445928,AGAP002317
2R,19447423,AGAP002315
2R,19450237,AGAP002315
2R,19450237,AGAP002318
2R,19450525,AGAP002315
2R,19450525,AGAP002318
2R,19453634,AGAP002315
2R,19470616,AGAP002315
2R,19472760,AGAP002315
2R,19526382,AGAP002321
2R,19540472,AGAP002322
2R,19553048,AGAP002323
2R,19574489,AGAP002324
2R,19659061,AGAP002325
2R,19896673,AGAP002327
2R,19896673,AGAP002328
2R,19897568,AGAP002327
2R,19897568,AGAP002328
2R,19937889,AGAP028474
2R,19951895,AGAP002329
2R,19951895,AGAP002330
2R,19977297,AGAP002334
2R,19977585,AGAP002334
2R,19978915,AGAP002334
2R,19987804,AGAP002334
2R,19991066,AGAP002334
2R,20000813,AGAP002335
2R,20001890,AGAP002335
2R,20094140,AGAP002336
2R,20096800,AGAP002336
2R,20099483,AGAP002336
2R,20102192,AGAP002336
2R,20102301,AGAP002336
2R,20105652,AGAP002336
2R,20108539,AGAP002336
2R,20109126,AGAP002336
2R,20110783,AGAP002336
2R,20111120,AGAP002336
2R,20115515,AGAP002336
2R,20115973,AGAP002336
2R,20117845,AGAP002336
2R,20120479,AGAP002336
2R,20120795,AGAP002336
2R,20131594,AGAP002336
2R,20149618,AGAP002336
2R,20151018,AGAP002336
2R,20163685,AGAP002336
2R,20164033,AGAP002336
2R,20167407,AGAP002336
2R,20198061,AGAP002336
2R,20290095,AGAP002341
2R,20502076,AGAP002345
2R,20502076,AGAP002346
2R,20504478,AGAP002347
2R,20505017,AGAP002347
2R,20533196,AGAP002351
2R,20534319,AGAP002351
2R,20540618,AGAP002352
2R,20545687,AGAP002352
2R,20553454,AGAP002354
2R,20571362,AGAP002354
2R,20578526,AGAP002354
2R,20597931,AGAP002358
2R,20622134,AGAP002361
2R,20629657,AGAP002361
2R,20635220,AGAP002361
2R,20642091,AGAP013174
2R,20651072,AGAP002364
2R,20651072,AGAP002365
2R,20653291,AGAP002365
2R,20680344,AGAP002366
2R,20686255,AGAP002367
2R,20722266,AGAP002369
2R,20723316,AGAP002369
2R,20730473,AGAP002369
2R,20733407,AGAP002369
2R,20733537,AGAP002369
2R,20734859,AGAP002369
2R,20736126,AGAP002369
2R,20737527,AGAP002369
2R,20766079,AGAP002371
2R,20768242,AGAP002371
2R,20776659,AGAP002372
2R,20780964,AGAP002372
2R,20796998,AGAP002376
2R,20796998,AGAP013161
2R,20797264,AGAP002376
2R,20797264,AGAP013161
2R,20804942,AGAP002377
2R,20809988,AGAP002377
2R,20820545,AGAP002379
2R,20837024,AGAP002379
2R,20837024,AGAP002382
2R,20840097,AGAP002379
2R,20840097,AGAP002382
2R,20854749,AGAP002382
2R,20858251,AGAP002382
2R,20889967,AGAP002391
2R,20915545,AGAP002397
2R,20918425,AGAP013414
2R,20939325,AGAP013481
2R,20983745,AGAP002411
2R,21004001,AGAP002411
2R,21025462,AGAP002413
2R,21033484,AGAP002414
2R,21035241,AGAP002414
2R,21040381,AGAP002414
2R,21042989,AGAP002414
2R,21047439,AGAP002415
2R,21047439,AGAP002416
2R,21059025,AGAP012957
2R,21066138,AGAP002419
2R,21085057,AGAP002422
2R,21136508,AGAP002424
2R,21143553,AGAP002424
2R,21148825,AGAP002424
2R,21153279,AGAP002424
2R,21182609,AGAP002424
2R,21217424,AGAP002427
2R,21217424,AGAP002428
2R,21233922,AGAP002429
2R,21248676,AGAP002429
2R,21249802,AGAP002429
2R,21402777,AGAP002438
2R,21415083,AGAP002438
2R,21509630,AGAP002449
2R,21509753,AGAP002449
2R,21549712,AGAP013339
2R,21577788,AGAP013496
2R,21580316,AGAP013120
2R,21586455,AGAP002457
2R,21604643,AGAP002459
2R,21636085,AGAP013297
2R,21674259,AGAP002460
2R,21813319,AGAP002462
2R,21829862,AGAP002466
2R,21829862,AGAP029655
2R,21835038,AGAP029655
2R,21835038,AGAP002468
2R,21841658,AGAP002469
2R,21845276,AGAP002469
2R,21845276,AGAP002470
2R,21845276,AGAP002471
2R,21845588,AGAP002469
2R,21845588,AGAP002470
2R,21845588,AGAP002471
2R,21845588,AGAP002472
2R,21846184,AGAP002470
2R,21846184,AGAP002471
2R,21846184,AGAP002472
2R,21851536,AGAP002472
2R,21851536,AGAP002473
2R,21851536,AGAP002474
2R,21852234,AGAP002473
2R,21852234,AGAP002474
2R,21863720,AGAP002478
2R,21876073,AGAP002482
2R,21882812,AGAP002483
2R,21882812,AGAP002484
2R,21902040,AGAP013486
2R,21903840,AGAP013486
2R,21918622,AGAP013007
2R,21937740,AGAP002487
2R,21978776,AGAP002492
2R,21989033,AGAP002493
2R,21999208,AGAP002493
2R,22001665,AGAP002493
2R,22002028,AGAP002493
2R,22042154,AGAP002498
2R,22046792,AGAP002499
2R,22050029,AGAP002500
2R,22050029,AGAP002501
2R,22055917,AGAP002503
2R,22055917,AGAP002502
2R,22061732,AGAP002503
2R,22061732,AGAP002502
2R,22072558,AGAP002505
2R,22073783,AGAP002505
2R,22076824,AGAP002505
2R,22077860,AGAP002505
2R,22099965,AGAP002506
2R,22107904,AGAP002506
2R,22114203,AGAP002507
2R,22124382,AGAP002508
2R,22129217,AGAP002509
2R,22177412,AGAP002514
2R,22177412,AGAP002515
2R,22181541,AGAP002516
2R,22189457,AGAP002518
2R,22346976,AGAP002523
2R,22347741,AGAP002523
2R,22354350,AGAP002524
2R,22354597,AGAP002524
2R,22362616,AGAP002525
2R,22362616,AGAP002526
2R,22370839,AGAP002527
2R,22442650,AGAP002529
2R,22442650,AGAP002530
2R,22461121,AGAP002536
2R,22476499,AGAP002539
2R,22479181,AGAP002539
2R,22554225,AGAP002543
2R,22554974,AGAP002543
2R,22600930,AGAP002544
2R,22617331,AGAP002544
2R,22624157,AGAP002544
2R,22660866,AGAP002544
2R,22664198,AGAP002544
2R,22664198,AGAP002546
2R,22673400,AGAP002549
2R,22680861,AGAP028477
2R,22681332,AGAP028477
2R,22716357,AGAP002552
2R,22812296,AGAP002557
2R,22825427,AGAP002558
2R,22828106,AGAP002559
2R,22829047,AGAP002559
2R,22864857,AGAP002563
2R,23094338,AGAP002573
2R,23121276,AGAP002576
2R,23131351,AGAP002577
2R,23141760,AGAP002577
2R,23149843,AGAP002577
2R,23163621,AGAP002578
2R,23163925,AGAP002578
2R,23187088,AGAP002578
2R,23256187,AGAP029605
2R,23289655,AGAP002585
2R,23296176,AGAP002586
2R,23541165,AGAP002591
2R,23544327,AGAP002591
2R,23559253,AGAP002591
2R,23608528,AGAP002591
2R,23618814,AGAP002591
2R,23624864,AGAP002591
2R,23625630,AGAP002591
2R,23627508,AGAP002591
2R,23659029,AGAP002591
2R,23661275,AGAP002591
2R,23725170,AGAP002596
2R,23773589,AGAP002597
2R,23783675,AGAP002599
2R,23783675,AGAP002600
2R,23838458,AGAP002607
2R,24138331,AGAP028481
2R,24138449,AGAP028481
2R,24167009,AGAP002614
2R,24182429,AGAP012958
2R,24186675,AGAP012958
2R,24189836,AGAP012958
2R,24239922,AGAP002617
2R,24247662,AGAP002619
2R,24276393,AGAP002622
2R,24325927,AGAP013226
2R,24325927,AGAP002626
2R,24498919,AGAP002628
2R,24499758,AGAP002628
2R,24564108,AGAP002629
2R,24564253,AGAP002629
2R,24811399,AGAP002635
2R,24859098,AGAP002640
2R,24890123,AGAP013316
2R,24890123,AGAP002641
2R,24890123,AGAP002644
2R,24890446,AGAP013316
2R,24890446,AGAP002641
2R,24890446,AGAP002644
2R,24894214,AGAP002644
2R,24894214,AGAP002642
2R,24934770,AGAP002644
2R,24950889,AGAP002645
2R,24950889,AGAP013050
2R,24950889,AGAP013113
2R,24958849,AGAP002645
2R,24958849,AGAP002646
2R,25079432,AGAP002648
2R,25082389,AGAP002648
2R,25091324,AGAP002649
2R,25095205,AGAP002649
2R,25099492,AGAP002649
2R,25154869,AGAP002651
2R,25188801,AGAP002655
2R,25194721,AGAP002655
2R,25210243,AGAP002661
2R,25210243,AGAP002662
2R,25228067,AGAP002663
2R,25234353,AGAP002663
2R,25238132,AGAP002663
2R,25242767,AGAP002663
2R,25243466,AGAP002663
2R,25244855,AGAP002663
2R,25245189,AGAP002663
2R,25275121,AGAP002670
2R,25285367,AGAP002671
2R,25314640,AGAP002672
2R,25315974,AGAP002672
2R,25316220,AGAP002672
2R,25319270,AGAP002672
2R,25391607,AGAP002674
2R,25391607,AGAP002677
2R,25393382,AGAP002677
2R,25393382,AGAP013200
2R,25394826,AGAP002677
2R,25394826,AGAP013200
2R,25396551,AGAP002677
2R,25396551,AGAP013200
2R,25420952,AGAP002677
2R,25422393,AGAP002677
2R,25427578,AGAP002677
2R,25444697,AGAP002677
2R,25455406,AGAP002677
2R,25514115,AGAP002677
2R,25537622,AGAP002677
2R,25540170,AGAP002677
2R,25562396,AGAP002678
2R,25564528,AGAP002678
2R,25565803,AGAP002678
2R,25579385,AGAP002678
2R,25582925,AGAP002678
2R,25585307,AGAP002678
2R,25591622,AGAP002678
2R,25602380,AGAP002680
2R,25602380,AGAP029129
2R,25602749,AGAP029129
2R,25609352,AGAP029129
2R,25609352,AGAP002683
2R,25620909,AGAP002686
2R,25620909,AGAP002687
2R,25639104,AGAP029101
2R,25646424,AGAP002690
2R,25649756,AGAP002691
2R,25656561,AGAP002692
2R,25703736,AGAP002695
2R,25704778,AGAP002695
2R,25705824,AGAP002695
2R,25707875,AGAP002695
2R,25890193,AGAP002707
2R,25890629,AGAP002707
2R,25893599,AGAP002707
2R,25893846,AGAP002707
2R,25894992,AGAP002707
2R,26013743,AGAP002711
2R,26024499,AGAP002711
2R,26026797,AGAP002711
2R,26036048,AGAP002711
2R,26038925,AGAP002711
2R,26040255,AGAP002711
2R,26054002,AGAP002712
2R,26054002,AGAP002713
2R,26151299,AGAP002715
2R,26168408,AGAP002717
2R,26172699,AGAP002718
2R,26180799,AGAP002718
2R,26183190,AGAP002718
2R,26192726,AGAP002719
2R,26204084,AGAP002719
2R,26212532,AGAP002719
2R,26229214,AGAP002719
2R,26229333,AGAP002719
2R,26236968,AGAP002721
2R,26240333,AGAP002722
2R,26320049,AGAP002732
2R,26321367,AGAP002732
2R,26322863,AGAP002732
2R,26330097,AGAP002732
2R,26342302,AGAP002734
2R,26342302,AGAP002735
2R,26401576,AGAP002738
2R,26404113,AGAP002738
2R,26404874,AGAP002738
2R,26409593,AGAP002738
2R,26435775,AGAP002739
2R,26448875,AGAP002741
2R,26457130,AGAP002741
2R,26458441,AGAP002741
2R,26459284,AGAP002741
2R,26516376,AGAP002741
2R,26591543,AGAP002744
2R,26616430,AGAP028610
2R,26645760,AGAP002748
2R,26673135,AGAP002752
2R,26673135,AGAP002753
2R,26719834,AGAP002757
2R,26719834,AGAP002755
2R,26721862,AGAP002757
2R,26721862,AGAP002755
2R,26739794,AGAP002757
2R,26776471,AGAP002758
2R,26783418,AGAP002760
2R,26841712,AGAP002767
2R,27042892,AGAP002776
2R,27042892,AGAP002777
2R,27042892,AGAP013266
2R,27046265,AGAP013266
2R,27071771,AGAP002782
2R,27071771,AGAP013010
2R,27184933,AGAP002783
2R,27191844,AGAP002784
2R,27192059,AGAP002784
2R,27212810,AGAP013426
2R,27212972,AGAP013426
2R,27218516,AGAP002787
2R,27253618,AGAP002790
2R,27256113,AGAP002790
2R,27601362,AGAP002793
2R,27713980,AGAP002802
2R,27853456,AGAP002807
2R,27863563,AGAP002807
2R,27894838,AGAP013089
2R,27900109,AGAP002813
2R,27900215,AGAP002813
2R,27952271,AGAP002817
2R,27952271,AGAP002818
2R,27999590,AGAP002824
2R,28001532,AGAP002824
2R,28011093,AGAP002824
2R,28011093,AGAP002825
2R,28012628,AGAP002824
2R,28012628,AGAP002825
2R,28012861,AGAP002824
2R,28012861,AGAP002825
2R,28022124,AGAP002824
2R,28025302,AGAP002824
2R,28027156,AGAP002824
2R,28034459,AGAP002824
2R,28034927,AGAP002824
2R,28046409,AGAP002826
2R,28051701,AGAP002826
2R,28078724,AGAP002830
2R,28080350,AGAP002830
2R,28080828,AGAP002830
2R,28201466,AGAP002836
2R,28201466,AGAP002837
2R,28217990,AGAP013351
2R,28217990,AGAP002841
2R,28477750,AGAP002859
2R,28518683,AGAP013202
2R,28547358,AGAP002874
2R,28572569,AGAP002876
2R,28572569,AGAP002877
2R,28582781,AGAP002879
2R,28616210,AGAP002881
2R,28625753,AGAP002881
2R,28638092,AGAP002881
2R,28638734,AGAP002881
2R,28649671,AGAP002881
2R,28795491,AGAP002886
2R,28842214,AGAP002888
2R,28942226,AGAP002890
2R,29203610,AGAP002909
2R,29233373,AGAP002913
2R,29239693,AGAP002913
2R,29280908,AGAP002914
2R,29317022,AGAP002915
2R,29381100,AGAP002915
2R,29383919,AGAP002915
2R,29384808,AGAP002915
2R,29589381,AGAP002916
2R,29614550,AGAP002920
2R,29614550,AGAP002921
2R,29656837,AGAP002924
2R,29658310,AGAP002924
2R,29690512,AGAP029487
2R,29703044,AGAP029487
2R,29734699,AGAP029487
2R,29777307,AGAP029487
2R,29852418,AGAP002936
2R,29878948,AGAP002942
2R,29887370,AGAP002942
2R,29911633,AGAP002942
2R,29923272,AGAP002942
2R,29926140,AGAP002942
2R,29936345,AGAP002942
2R,30001032,AGAP002945
2R,30006106,AGAP002945
2R,30010835,AGAP002947
2R,30010835,AGAP013516
2R,30013619,AGAP002947
2R,30013619,AGAP013516
2R,30110874,AGAP002955
2R,30113037,AGAP002955
2R,30117567,AGAP002957
2R,30121804,AGAP002958
2R,30177756,AGAP013267
2R,30226656,AGAP013301
2R,30234675,AGAP013301
2R,30236589,AGAP013301
2R,30241810,AGAP013301
2R,30242488,AGAP013301
2R,30258215,AGAP002968
2R,30258215,AGAP002969
2R,30265142,AGAP002970
2R,30466404,AGAP002974
2R,30538106,AGAP002983
2R,30539932,AGAP002983
2R,30539932,AGAP012955
2R,30605763,AGAP002986
2R,30639961,AGAP002992
2R,30642113,AGAP002992
2R,30831201,AGAP029576
2R,30859746,AGAP029576
2R,30872524,AGAP003000
2R,31003779,AGAP003005
2R,31162958,AGAP003013
2R,31192432,AGAP003018
2R,31199301,AGAP003018
2R,31199301,AGAP003017
2R,31199693,AGAP003018
2R,31199693,AGAP003017
2R,31228890,AGAP003023
2R,31235181,AGAP003025
2R,31235181,AGAP003026
2R,31242787,AGAP003027
2R,31247282,AGAP003028
2R,31278108,AGAP003034
2R,31278108,AGAP003035
2R,31279332,AGAP003035
2R,31281111,AGAP003035
2R,31281111,AGAP003036
2R,31352498,AGAP003039
2R,31361732,AGAP003039
2R,31363841,AGAP003039
2R,31366920,AGAP003040
2R,31410758,AGAP003043
2R,31609639,AGAP029769
2R,31729796,AGAP003059
2R,31747487,AGAP003059
2R,31761589,AGAP003059
2R,31804727,AGAP003059
2R,31944280,AGAP003062
2R,31944280,AGAP003063
2R,31997697,AGAP003070
2R,31998690,AGAP003070
2R,32016420,AGAP003070
2R,32036796,AGAP003070
2R,32043789,AGAP003070
2R,32064359,AGAP003070
2R,32064601,AGAP003070
2R,32224183,AGAP003076
2R,32235252,AGAP003077
2R,32237668,AGAP003077
2R,32238066,AGAP003077
2R,32260787,AGAP003080
2R,32271291,AGAP003080
2R,32352564,AGAP029577
2R,32381969,AGAP003087
2R,32381969,AGAP003088
2R,32403098,AGAP003092
2R,32413520,AGAP003092
2R,32440848,AGAP003106
2R,32463595,AGAP003108
2R,32465152,AGAP003108
2R,32472206,AGAP003108
2R,32680339,AGAP003115
2R,32694935,AGAP003115
2R,32721028,AGAP003115
2R,32724751,AGAP003115
2R,32861302,AGAP029510
2R,32937910,AGAP003124
2R,32989731,AGAP003128
2R,33106727,AGAP003131
2R,33132865,AGAP003138
2R,33142486,AGAP003138
2R,33142486,AGAP013465
2R,33194529,AGAP003141
2R,33197497,AGAP003141
2R,33199472,AGAP003141
2R,33209011,AGAP003142
2R,33209137,AGAP003142
2R,33210211,AGAP003142
2R,33211022,AGAP003142
2R,33211022,AGAP003143
2R,33213367,AGAP003143
2R,33412642,AGAP003159
2R,33420964,AGAP003160
2R,33421344,AGAP003160
2R,33423709,AGAP003160
2R,33475079,AGAP003164
2R,33475340,AGAP003164
2R,33553701,AGAP003174
2R,33614630,AGAP003182
2R,33658040,AGAP003186
2R,33705261,AGAP003189
2R,33714118,AGAP003189
2R,33734279,AGAP003190
2R,33734279,AGAP003191
2R,33822384,AGAP003204
2R,33825648,AGAP003205
2R,33833246,AGAP003205
2R,33864679,AGAP003206
2R,34055061,AGAP003229
2R,34055061,AGAP003230
2R,34343574,AGAP003238
2R,34352199,AGAP003238
2R,34400703,AGAP003244
2R,34409788,AGAP003244
2R,34505962,AGAP003260
2R,34586927,AGAP003263
2R,34601736,AGAP003263
2R,34657609,AGAP003267
2R,34674897,AGAP003267
2R,34704285,AGAP003269
2R,34721391,AGAP003269
2R,34728020,AGAP003269
2R,34749147,AGAP003271
2R,34776830,AGAP003274
2R,34791779,AGAP003276
2R,34870097,AGAP003282
2R,34871812,AGAP003282
2R,34894113,AGAP003283
2R,34895203,AGAP003283
2R,34895605,AGAP003283
2R,34922542,AGAP003283
2R,34924909,AGAP003283
2R,34935887,AGAP003283
2R,34953108,AGAP003284
2R,34953301,AGAP003284
2R,34970145,AGAP003284
2R,35066738,AGAP003287
2R,35081995,AGAP003289
2R,35190128,AGAP029112
2R,35196327,AGAP003294
2R,35392294,AGAP003305
2R,35407283,AGAP003305
2R,35420604,AGAP003305
2R,35784226,AGAP003312
2R,35788370,AGAP003312
2R,35796682,AGAP003312
2R,35854005,AGAP003317
2R,35960507,AGAP003320
2R,36115429,AGAP003331
2R,36195022,AGAP003335
2R,36207463,AGAP003335
2R,36243034,AGAP003335
2R,36265801,AGAP003335
2R,36270376,AGAP003335
2R,36270376,AGAP003334
2R,36290727,AGAP003337
2R,36309073,AGAP003342
2R,36310611,AGAP003342
2R,36315755,AGAP003343
2R,36316972,AGAP003343
2R,36327629,AGAP003345
2R,36327909,AGAP003345
2R,36374110,AGAP003349
2R,36489290,AGAP003352
2R,36489987,AGAP003352
2R,36508261,AGAP003352
2R,36515009,AGAP003352
2R,36524487,AGAP003354
2R,36529310,AGAP013192
2R,36735461,AGAP003360
2R,36736361,AGAP003360
2R,36740250,AGAP003361
2R,36742568,AGAP013030
2R,36813203,AGAP013204
2R,36851285,AGAP003363
2R,36853117,AGAP003363
2R,36853117,AGAP003364
2R,36863243,AGAP003365
2R,36871607,AGAP012963
2R,36872101,AGAP012963
2R,36876496,AGAP003366
2R,36879678,AGAP003366
2R,36880080,AGAP003366
2R,36881014,AGAP003366
2R,36883549,AGAP003366
2R,36883720,AGAP003366
2R,36886965,AGAP003366
2R,36888102,AGAP003366
2R,36911518,AGAP029768
2R,36911518,AGAP029767
2R,36911756,AGAP029768
2R,36911756,AGAP029767
2R,36912839,AGAP029767
2R,36913398,AGAP029767
2R,36929186,AGAP003372
2R,36976244,AGAP013095
2R,36978714,AGAP013095
2R,37120145,AGAP003374
2R,37232226,AGAP003389
2R,37233810,AGAP003389
2R,37233810,AGAP003390
2R,37296987,AGAP003396
2R,37296987,AGAP003397
2R,37365618,AGAP003400
