seqid,pos[w],gene
2R,28567598,AGAP002875
2R,28569093,AGAP002875
2R,28574377,AGAP002877
2R,28579307,AGAP002879
2R,28583695,AGAP002879
2R,28587523,AGAP002879
2R,28587523,AGAP002880
2R,28589466,AGAP002880
2R,28617966,AGAP002881
2R,28621826,AGAP002881
2R,28622535,AGAP002881
2R,28622769,AGAP002881
2R,28623057,AGAP002881
2R,28635058,AGAP002881
2R,28637194,AGAP002881
2R,28653502,AGAP002883
2R,28656457,AGAP002883
2R,28662905,AGAP002883
2R,28822312,AGAP002888
2R,29019001,AGAP002896
2R,29378459,AGAP002915
2R,29420173,AGAP002915
2R,29423613,AGAP002915
2R,29431709,AGAP002915
2R,29432642,AGAP002915
2R,29433351,AGAP002915
2R,34499742,AGAP003258
2R,34499742,AGAP003259
2R,36376848,AGAP003349
2R,36605170,AGAP003355
2R,38498876,AGAP029160
2R,40235944,AGAP003579
2R,40286944,AGAP003580
2R,41170129,AGAP003656
2R,45684439,AGAP003896
2R,46241781,AGAP003914
2R,46546362,AGAP003936
2R,46546362,AGAP003937
2R,46615883,AGAP003943
2R,46618355,AGAP003943
2R,46729307,AGAP003945
2R,47214600,AGAP003967
2R,47221681,AGAP003967
2R,47700560,AGAP003997
2R,47757197,AGAP004000
2R,47793437,AGAP004000
2R,47797034,AGAP004000
2R,47797316,AGAP004000
2R,47797420,AGAP004000
2R,47804029,AGAP004000
2R,47816263,AGAP004003
2R,47817104,AGAP004003
2R,47817104,AGAP004004
2R,47817621,AGAP004003
2R,47817621,AGAP004004
2R,47828686,AGAP004008
2R,47829755,AGAP004008
2R,47833866,AGAP004008
2R,47838907,AGAP004008
2R,47842138,AGAP004008
2R,47842242,AGAP004008
2R,47842715,AGAP004008
2R,47843083,AGAP004008
2R,47854432,AGAP004008
2R,48171175,AGAP004034
2R,48259569,AGAP004036
2R,49362316,AGAP004066
2R,49927286,AGAP004106
2R,49929467,AGAP004106
2R,49929902,AGAP004106
2R,51140355,AGAP004169
2R,52971856,AGAP004239
2R,53120897,AGAP004244
2R,54272502,AGAP013294
2R,54272502,AGAP004306
2R,54366843,AGAP004310
2R,54718060,AGAP004333
2R,54719342,AGAP004333
2R,54720319,AGAP004333
2R,54720578,AGAP004333
2R,54722264,AGAP004333
2R,54724441,AGAP004333
2R,54725399,AGAP004333
2R,54725824,AGAP004333
2R,54727236,AGAP004333
2R,54728804,AGAP004333
2R,54860585,AGAP004341
2R,54889856,AGAP004344
2R,54932818,AGAP004348
2R,54947298,AGAP004352
2R,54959612,AGAP004353
2R,55059097,AGAP004362
2R,55312898,AGAP004369
2R,55326167,AGAP004369
2R,55332574,AGAP004369
2R,55332749,AGAP004369
2R,55333756,AGAP004369
2R,55335288,AGAP004369
2R,55337839,AGAP004369
2R,55437107,AGAP004373
2R,55668073,AGAP004399
2R,55995294,AGAP004434
2R,55995294,AGAP004435
2R,56000254,AGAP004437
2R,56000925,AGAP004437
2R,56149020,AGAP004443
2R,56438830,AGAP013508
2R,56527940,AGAP004453
2R,56533596,AGAP004453
2R,56534362,AGAP004453
2R,56537049,AGAP004453
2R,56539985,AGAP004453
2R,56540211,AGAP004453
2R,57017480,AGAP004494
2R,57017690,AGAP004494
2R,57384115,AGAP004524
2R,61038592,AGAP013143
2R,61038753,AGAP013143
2R,61067976,AGAP013143
2R,61124751,AGAP013143
2R,61146092,AGAP013143
2R,61179947,AGAP004671
2R,61187667,AGAP004671
2R,61190278,AGAP004671
2R,61237745,AGAP004672
2R,61253745,AGAP004672
2L,788513,AGAP004686
2L,939978,AGAP028432
2L,976723,AGAP028432
2L,1689655,AGAP028434
2L,1774506,AGAP029368
2L,1776215,AGAP029368
2L,1777048,AGAP029368
2L,1924849,AGAP004696
2L,1970898,AGAP004698
2L,2074394,AGAP029667
2L,2271370,AGAP028437
2L,2284383,AGAP028437
2L,2285439,AGAP028437
2L,2368998,AGAP004707
2L,2381305,AGAP004707
2L,2384860,AGAP004707
2L,2384979,AGAP004707
2L,2389497,AGAP004707
2L,2389896,AGAP004707
2L,2396175,AGAP004707
2L,2408423,AGAP004707
2L,2410255,AGAP004707
2L,2423667,AGAP004707
2L,2472428,AGAP004708
2L,2488117,AGAP004711
2L,2561239,AGAP004713
2L,2566464,AGAP004714
2L,2567924,AGAP004714
2L,2568260,AGAP004714
2L,2570988,AGAP004714
2L,2620851,AGAP004715
2L,2621067,AGAP004715
2L,2623796,AGAP004716
2L,2625145,AGAP004716
2L,2643106,AGAP004717
2L,2644652,AGAP004717
2L,2706444,AGAP004718
2L,2727565,AGAP004720
2L,2760783,AGAP004723
2L,2775316,AGAP004724
2L,2812309,AGAP004727
2L,2825289,AGAP004728
2L,2864323,AGAP004730
2L,2885461,AGAP004731
2L,2971576,AGAP004737
2L,2999103,AGAP004741
2L,2999103,AGAP004742
2L,3005004,AGAP004742
2L,3006668,AGAP004742
2L,3021605,AGAP004743
2L,3021605,AGAP004744
2L,3050006,AGAP004750
2L,3115466,AGAP004761
2L,3312128,AGAP004769
2L,3312128,AGAP004770
2L,3800088,AGAP004810
2L,3800088,AGAP004811
2L,5029313,AGAP004892
2L,6522729,AGAP004943
2L,6524917,AGAP004943
2L,6532132,AGAP004943
2L,9877249,AGAP005088
2L,10247112,AGAP005119
2L,14759910,AGAP005378
2L,15564037,AGAP005449
2L,15565593,AGAP005449
2L,15566618,AGAP005449
2L,15566931,AGAP005449
2L,15582673,AGAP005449
2L,15586444,AGAP005449
2L,15587491,AGAP005449
2L,15588677,AGAP005449
2L,15973132,AGAP005467
2L,24780608,AGAP006018
2L,24787088,AGAP006018
2L,24944438,AGAP006022
2L,25010461,AGAP006023
2L,26144644,AGAP006082
2L,28978394,AGAP006270
2L,28978394,AGAP006271
2L,29211094,AGAP029191
2L,30147134,AGAP006346
2L,30245812,AGAP006347
2L,30249976,AGAP006347
2L,30267879,AGAP006347
2L,30778732,AGAP006376
2L,31828524,AGAP006436
2L,33817877,AGAP006520
2L,34009330,AGAP006536
2L,34716062,AGAP006609
2L,35515349,AGAP029578
2L,38905319,AGAP029584
2L,39651617,AGAP006900
2L,44768706,AGAP007263
3R,99822,AGAP007736
3R,100474,AGAP007736
3R,100879,AGAP007736
3R,102810,AGAP007736
3R,103399,AGAP007736
3R,105611,AGAP007736
3R,112203,AGAP007736
3R,114260,AGAP007736
3R,114382,AGAP007736
3R,114787,AGAP007736
3R,114895,AGAP007736
3R,117880,AGAP007736
3R,118238,AGAP007736
3R,118340,AGAP007736
3R,307440,AGAP007756
3R,672953,AGAP007776
3R,1501329,AGAP007830
3R,1501329,AGAP007831
3R,2784976,AGAP007916
3R,4326245,AGAP008020
3R,4326245,AGAP008022
3R,4326809,AGAP008020
3R,4326809,AGAP008022
3R,6092068,AGAP008137
3R,6092068,AGAP008138
3R,6092312,AGAP008137
3R,6092312,AGAP008138
3R,6096041,AGAP013752
3R,6101994,AGAP013769
3R,6107666,AGAP008139
3R,6122868,AGAP008141
3R,6123603,AGAP008141
3R,6123716,AGAP008141
3R,6126168,AGAP008141
3R,6126168,AGAP029561
3R,6157206,AGAP029561
3R,6157206,AGAP028548
3R,6341355,AGAP029542
3R,6341460,AGAP029542
3R,6341988,AGAP029542
3R,6342466,AGAP029542
3R,6342675,AGAP029542
3R,6343931,AGAP029542
3R,6344032,AGAP029542
3R,6344698,AGAP029542
3R,6344944,AGAP029542
3R,6345515,AGAP029542
3R,6347870,AGAP029542
3R,6349017,AGAP029542
3R,6351150,AGAP029542
3R,6357156,AGAP029542
3R,6361733,AGAP029542
3R,6377714,AGAP029542
3R,6377714,AGAP008173
3R,6378746,AGAP029542
3R,6380117,AGAP029542
3R,6380520,AGAP029542
3R,6382141,AGAP029542
3R,6382141,AGAP008174
3R,10915871,AGAP028001
3R,10915871,AGAP008467
3R,10915983,AGAP028001
3R,10915983,AGAP008467
3R,10916096,AGAP028001
3R,10916096,AGAP008467
3R,10916533,AGAP008467
3R,10916776,AGAP008467
3R,10916916,AGAP008467
3R,10917743,AGAP008467
3R,10917743,AGAP028049
3R,10921131,AGAP028049
3R,21826941,AGAP028134
3R,21826941,AGAP028033
3R,23475172,AGAP028563
3R,23475375,AGAP028563
3R,23475811,AGAP028563
3R,25857392,AGAP009112
3R,25873602,AGAP009112
3R,26412499,AGAP009126
3R,26944405,AGAP009137
3R,26945109,AGAP009137
3R,28375255,AGAP009183
3R,28567984,AGAP009185
3R,28576968,AGAP009189
3R,28582186,AGAP009189
3R,28584285,AGAP009189
3R,28584656,AGAP009189
3R,28584780,AGAP009189
3R,28585441,AGAP009189
3R,28588870,AGAP009189
3R,28590827,AGAP009189
3R,28590827,AGAP009190
3R,28592132,AGAP009190
3R,28594181,AGAP009191
3R,28594181,AGAP009192
3R,28597766,AGAP009193
3R,28597766,AGAP009194
3R,28600822,AGAP009196
3R,28600822,AGAP009197
3R,28600956,AGAP009196
3R,28600956,AGAP009197
3R,28601897,AGAP009196
3R,28601897,AGAP009197
3R,28606371,AGAP009198
3R,28607170,AGAP009198
3R,28610329,AGAP009198
3R,28610329,AGAP009199
3R,28612716,AGAP009199
3R,28612716,AGAP009200
3R,28614265,AGAP009200
3R,28614521,AGAP009200
3R,28619732,AGAP009200
3R,28620020,AGAP009200
3R,28620449,AGAP009200
3R,28622917,AGAP009200
3R,28623576,AGAP009200
3R,28623974,AGAP009200
3R,28623974,AGAP009201
3R,28624105,AGAP009200
3R,28624105,AGAP009201
3R,28627509,AGAP009201
3R,28627987,AGAP009201
3R,28628208,AGAP009201
3R,28631404,AGAP009201
3R,28632061,AGAP009201
3R,28632339,AGAP009201
3R,28634359,AGAP009201
3R,28635333,AGAP009201
3R,28635944,AGAP009201
3R,28637669,AGAP009201
3R,28638211,AGAP009201
3R,28639685,AGAP009201
3R,28639798,AGAP009201
3R,28645928,AGAP009201
3R,28646474,AGAP009201
3R,28651547,AGAP009201
3R,28652591,AGAP009201
3R,28653722,AGAP009201
3R,28653722,AGAP009202
3R,28654702,AGAP009201
3R,28654702,AGAP009202
3R,28655601,AGAP009202
3R,28656235,AGAP009202
3R,28656355,AGAP009202
3R,28657504,AGAP029480
3R,28657633,AGAP029480
3R,28658072,AGAP029480
3R,28658674,AGAP029480
3R,28660966,AGAP029480
3R,28663622,AGAP029480
3R,28669514,AGAP029480
3R,28670025,AGAP029480
3R,28692272,AGAP029511
3R,28700699,AGAP029511
3R,28747535,AGAP009209
3R,28747535,AGAP009210
3R,32033414,AGAP009389
3R,32033414,AGAP009391
3R,32033414,AGAP009392
3R,32044719,AGAP009389
3R,32044719,AGAP009397
3R,32044719,AGAP009398
3R,32329669,AGAP009414
3R,32329669,AGAP009408
3R,33498263,AGAP009441
3R,38043529,AGAP009668
3R,38045593,AGAP009668
3R,38138692,AGAP009670
3R,38147741,AGAP009670
3R,38148692,AGAP009670
3R,38175992,AGAP009672
3R,38176399,AGAP009672
3R,38668867,AGAP009685
3R,38668867,AGAP009686
3R,38669259,AGAP009686
3R,38916128,AGAP009693
3R,39959850,AGAP009716
3R,39969963,AGAP009716
3R,40247154,AGAP009717
3R,40258307,AGAP009717
3R,41213273,AGAP009723
3R,41609371,AGAP029589
3R,41612001,AGAP029589
3R,41624903,AGAP029589
3R,41625962,AGAP029589
3R,41642094,AGAP029589
3R,41662388,AGAP029589
3R,41665857,AGAP029589
3R,41665972,AGAP029589
3R,41666077,AGAP029589
3R,41666206,AGAP029589
3R,41668552,AGAP029589
3R,41674166,AGAP029589
3R,41678451,AGAP029589
3R,41696621,AGAP029589
3R,41703645,AGAP029589
3R,41717445,AGAP029589
3R,41719387,AGAP029589
3R,41721593,AGAP029589
3R,41735236,AGAP029589
3R,41736025,AGAP029589
3R,41905637,AGAP009733
3R,42435541,AGAP009757
3R,42648664,AGAP009768
3R,42686750,AGAP009770
3R,42691953,AGAP009770
3R,42692556,AGAP009770
3R,42775687,AGAP009771
3R,42776337,AGAP009771
3R,42801869,AGAP009774
3R,43073358,AGAP009776
3R,43076370,AGAP009776
3R,43255742,AGAP009780
3R,43307883,AGAP009790
3R,43360166,AGAP009793
3R,43366938,AGAP009793
3R,43371666,AGAP009793
3R,43373214,AGAP009793
3R,43374346,AGAP009793
3R,43377430,AGAP009793
3R,43417162,AGAP009793
3R,43424785,AGAP009793
3R,43432532,AGAP009793
3R,43443421,AGAP029125
3R,43474078,AGAP029567
3R,43508990,AGAP029567
3R,43568207,AGAP009798
3R,43571422,AGAP009798
3R,43604311,AGAP009799
3R,43656753,AGAP029238
3R,43661886,AGAP029238
3R,43662137,AGAP029238
3R,43662640,AGAP029238
3R,43663319,AGAP029238
3R,43664021,AGAP029238
3R,43664475,AGAP029238
3R,43664774,AGAP029238
3R,43668381,AGAP029238
3R,43668381,AGAP009802
3R,43668381,AGAP009803
3R,43672239,AGAP029238
3R,43672239,AGAP009804
3R,43677826,AGAP029238
3R,43677826,AGAP009805
3R,43679555,AGAP029238
3R,43679555,AGAP009805
3R,43681754,AGAP029238
3R,43681754,AGAP009805
3R,43681863,AGAP029238
3R,43681863,AGAP009805
3R,43682174,AGAP029238
3R,43682174,AGAP009805
3R,43685090,AGAP029238
3R,43685090,AGAP009805
3R,43702830,AGAP029238
3R,43703831,AGAP029238
3R,43703831,AGAP029169
3R,43757302,AGAP009812
3R,43803169,AGAP029648
3R,43803169,AGAP009822
3R,43857075,AGAP009827
3R,43860842,AGAP009827
3R,43971561,AGAP009829
3R,44069554,AGAP009835
3R,44069554,AGAP009836
3R,44070912,AGAP009836
3R,44448786,AGAP009860
3R,44470884,AGAP009860
3R,44471214,AGAP009860
3R,44555887,AGAP009861
3R,44564920,AGAP009863
3R,44644172,AGAP028422
3R,44725064,AGAP009879
3R,44741194,AGAP029461
3R,44742117,AGAP029461
3R,44807334,AGAP009890
3R,44891165,AGAP009893
3R,44898836,AGAP009893
3R,44924086,AGAP009896
3R,44928650,AGAP009896
3R,45228123,AGAP009915
3R,45230605,AGAP009915
3R,45231032,AGAP009915
3R,45231390,AGAP009915
3R,45236578,AGAP009915
3R,45240872,AGAP009915
3R,45243076,AGAP009915
3R,45292395,AGAP009918
3R,45292849,AGAP009918
3R,45353994,AGAP009925
3R,45354140,AGAP009925
3R,45356699,AGAP009925
3R,45429427,AGAP009929
3R,45432501,AGAP009930
3R,45477969,AGAP009932
3R,45478069,AGAP009932
3R,45485411,AGAP009932
3R,45489707,AGAP009932
3R,45587450,AGAP009933
3R,45658276,AGAP009936
3R,45716187,AGAP009939
3R,45750323,AGAP009940
3R,45902611,AGAP009947
3R,46190533,AGAP009953
3R,46209185,AGAP009953
3R,46717174,AGAP009964
3R,46829187,AGAP009965
3R,46834747,AGAP009965
3R,46848442,AGAP009965
3R,46978293,AGAP009973
3R,46978293,AGAP009974
3R,46978807,AGAP009973
3R,46978807,AGAP009974
3R,47370567,AGAP009995
3R,48004854,AGAP010028
3R,48004854,AGAP010029
3R,48186649,AGAP029804
3R,48193927,AGAP029804
3R,48194343,AGAP029804
3R,48301652,AGAP010049
3R,48628214,AGAP010076
3R,49357843,AGAP010139
3R,49375081,AGAP010142
3R,49375183,AGAP010142
3R,49376274,AGAP010142
3R,49378515,AGAP010142
3R,49424931,AGAP010145
3R,49469110,AGAP010147
3R,49469218,AGAP010147
3R,49469828,AGAP010147
3R,49471522,AGAP010147
3R,49671222,AGAP010159
3R,49671222,AGAP010160
3R,49676139,AGAP010160
3R,49683485,AGAP010160
3R,49683616,AGAP010160
3R,49705727,AGAP010161
3R,49706830,AGAP010161
3R,49737905,AGAP010162
3R,49738462,AGAP010162
3R,49749200,AGAP010162
3R,49751955,AGAP010162
3R,49753462,AGAP010162
3R,49753571,AGAP010162
3R,49754874,AGAP010162
3R,49755348,AGAP010162
3R,49757409,AGAP010162
3R,49757634,AGAP010162
3R,49758380,AGAP010162
3R,49758500,AGAP010162
3R,49778141,AGAP010163
3R,49778141,AGAP010164
3R,49778716,AGAP010163
3R,49778716,AGAP010164
3R,50009175,AGAP010184
3R,50014440,AGAP010184
3R,50057997,AGAP010184
3R,50059674,AGAP010184
3R,50060812,AGAP010184
3R,50063856,AGAP010184
3R,50090858,AGAP010184
3R,50100698,AGAP010184
3R,50112068,AGAP010184
3R,50116251,AGAP010184
3R,50118886,AGAP010184
3R,50124216,AGAP010184
3R,50134321,AGAP010184
3R,50135020,AGAP010184
3R,50139440,AGAP010184
3R,50142742,AGAP010184
3R,50230166,AGAP010186
3R,50230388,AGAP010186
3R,50241254,AGAP010186
3R,50246017,AGAP010186
3R,50267534,AGAP010186
3R,50268903,AGAP010186
3R,50715978,AGAP029493
3R,50814148,AGAP010209
3R,50840527,AGAP010212
3R,50840527,AGAP010213
3R,50840527,AGAP010214
3R,51264453,AGAP010224
3R,51318082,AGAP010232
3R,51319624,AGAP010232
3R,51756906,AGAP010260
3R,51756906,AGAP010261
3R,52037963,AGAP010282
3R,52042910,AGAP010283
3R,52043208,AGAP010283
3R,52113598,AGAP010286
3R,52211267,AGAP010289
3R,52211574,AGAP010289
3R,52214223,AGAP010289
3R,52229366,AGAP010290
3R,52230787,AGAP010290
3R,52233084,AGAP010290
3R,52234053,AGAP010290
3R,52237650,AGAP010290
3R,52237886,AGAP010290
3R,52238103,AGAP010290
3R,52238378,AGAP010290
3R,52239321,AGAP010290
3R,52242155,AGAP010290
3R,52243450,AGAP010290
3R,52244337,AGAP010290
3R,52245087,AGAP010290
3R,52245879,AGAP010290
3R,52246812,AGAP010290
3R,52248110,AGAP010290
3R,52265785,AGAP010291
3R,52350033,AGAP010292
3R,52418609,AGAP010294
3R,52422272,AGAP010294
3R,52422746,AGAP010294
3R,52423861,AGAP010294
3R,52458610,AGAP010295
3R,52491846,AGAP010295
3R,52614866,AGAP010297
3R,52615181,AGAP010297
3L,367546,AGAP010314
3L,371012,AGAP010314
3L,376899,AGAP010314
3L,376899,AGAP029563
3L,377801,AGAP010314
3L,377801,AGAP029563
3L,378495,AGAP029563
3L,380924,AGAP029563
3L,388642,AGAP029563
3L,804655,AGAP010324
3L,872477,AGAP010327
3L,873271,AGAP010327
3L,875139,AGAP010327
3L,886446,AGAP010328
3L,1237695,AGAP010331
3L,1238963,AGAP010331
3L,1247487,AGAP010331
3L,1247639,AGAP010331
3L,1248555,AGAP010331
3L,1252339,AGAP010331
3L,1285842,AGAP028612
3L,1294872,AGAP028612
3L,1297412,AGAP028612
3L,1298206,AGAP028612
3L,1641929,AGAP010335
3L,1649087,AGAP010335
3L,1652288,AGAP010335
3L,1652909,AGAP010335
3L,1690192,AGAP010339
3L,2268148,AGAP029718
3L,2288658,AGAP010371
3L,2350951,AGAP010378
3L,2350951,AGAP028146
3L,2354009,AGAP010378
3L,2354009,AGAP028146
3L,2354334,AGAP010378
3L,2354334,AGAP028146
3L,2360686,AGAP010378
3L,2361247,AGAP010378
3L,2366314,AGAP010378
3L,2374098,AGAP010379
3L,2375835,AGAP010379
3L,2376184,AGAP010379
3L,2376290,AGAP010379
3L,2392393,AGAP010380
3L,2392514,AGAP010380
3L,2392514,AGAP010381
3L,2392783,AGAP010380
3L,2392783,AGAP010381
3L,2394837,AGAP010381
3L,2395624,AGAP010381
3L,2395624,AGAP010382
3L,2398163,AGAP010382
3L,2398558,AGAP010382
3L,2400477,AGAP010382
3L,2402163,AGAP010382
3L,2412564,AGAP010384
3L,2418454,AGAP010384
3L,2418454,AGAP010383
3L,2418914,AGAP010384
3L,2418914,AGAP010383
3L,2421580,AGAP010384
3L,2421580,AGAP010383
3L,2432224,AGAP010385
3L,2435652,AGAP028494
3L,2435652,AGAP010386
3L,2510086,AGAP029278
3L,2512331,AGAP029278
3L,2590083,AGAP010391
3L,2849346,AGAP010410
3L,2858485,AGAP010410
3L,2860074,AGAP010410
3L,2868880,AGAP010410
3L,2868880,AGAP010411
3L,3118970,AGAP029332
3L,3129406,AGAP029501
3L,3130474,AGAP029501
3L,3181297,AGAP010427
3L,3925946,AGAP010459
3L,3983617,AGAP028162
3L,4167104,AGAP010474
3L,4903779,AGAP028205
3L,5213291,AGAP010506
3L,5454201,AGAP010513
3L,6062450,AGAP028728
3L,6309197,AGAP010554
3L,6488529,AGAP029588
3L,6823485,AGAP010598
3L,6917982,AGAP010599
3L,7034283,AGAP010599
3L,7329196,AGAP010621
3L,7628809,AGAP010629
3L,7629770,AGAP010629
3L,7651175,AGAP029628
3L,7851070,AGAP029596
3L,7851530,AGAP029596
3L,7852174,AGAP029596
3L,7852403,AGAP029596
3L,7881612,AGAP029596
3L,7883317,AGAP029596
3L,7951055,AGAP010646
3L,8162398,AGAP010663
3L,8164114,AGAP010663
3L,8687702,AGAP010695
3L,8687813,AGAP010695
3L,8751877,AGAP010702
3L,8895417,AGAP010710
3L,8964494,AGAP029609
3L,8998192,AGAP029464
3L,9020033,AGAP010732
3L,9021761,AGAP010732
3L,9021761,AGAP010733
3L,9021985,AGAP010733
3L,9068396,AGAP010734
3L,9125523,AGAP010737
3L,9126739,AGAP010737
3L,9161854,AGAP010740
3L,9170329,AGAP010740
3L,9310012,AGAP029636
3L,9327124,AGAP029636
3L,9335468,AGAP029636
3L,9350477,AGAP029636
3L,9353484,AGAP029636
3L,9367153,AGAP029636
3L,9368190,AGAP029636
3L,9377248,AGAP029636
3L,9698497,AGAP029471
3L,9724653,AGAP029471
3L,9746221,AGAP029471
3L,9824993,AGAP010751
3L,9824993,AGAP010752
3L,9838899,AGAP029638
3L,9841091,AGAP029638
3L,9846342,AGAP029638
3L,9847647,AGAP029638
3L,9848067,AGAP029638
3L,9874526,AGAP010757
3L,9889277,AGAP010758
3L,9890415,AGAP010758
3L,9890647,AGAP010758
3L,9890854,AGAP010758
3L,10013508,AGAP010764
3L,10016565,AGAP010767
3L,10247438,AGAP029651
3L,10280609,AGAP029724
3L,10282106,AGAP029724
3L,10282106,AGAP029723
3L,10294735,AGAP010782
3L,10397720,AGAP010790
3L,10406882,AGAP010790
3L,10407053,AGAP010790
3L,10485584,AGAP029620
3L,10493603,AGAP029620
3L,10495304,AGAP029620
3L,10555575,AGAP010798
3L,10556645,AGAP010798
3L,10556645,AGAP029080
3L,10558096,AGAP010798
3L,10558096,AGAP029080
3L,10565272,AGAP010799
3L,10615930,AGAP010805
3L,10638886,AGAP010805
3L,10640453,AGAP010805
3L,10643361,AGAP010805
3L,10647570,AGAP010805
3L,10648074,AGAP010805
3L,10648473,AGAP010805
3L,10755611,AGAP010809
3L,10979984,AGAP029482
3L,10985041,AGAP029482
3L,10986885,AGAP029482
3L,10987441,AGAP029482
3L,10997319,AGAP029482
3L,10997424,AGAP029482
3L,11000644,AGAP029482
3L,11002114,AGAP029482
3L,11002114,AGAP010812
3L,11005268,AGAP029482
3L,11005268,AGAP010812
3L,11006389,AGAP029482
