seqid,pos[w],gene
X,15841672,AGAP029672
X,15845929,AGAP029672
X,15846082,AGAP029672
X,15865099,AGAP000861
X,15865434,AGAP000861
X,15866340,AGAP000861
X,15870715,AGAP000862
X,16015637,AGAP000863
X,16667759,AGAP000879
X,16802019,AGAP000893
X,16804847,AGAP000893
X,16808921,AGAP000893
X,16809454,AGAP000893
X,16810335,AGAP000893
X,16810704,AGAP000893
X,17197986,AGAP000915
X,17562085,AGAP013495
X,17600917,AGAP000932
X,17604350,AGAP000932
X,17623450,AGAP000932
X,17627008,AGAP000932
X,17627314,AGAP000932
X,17812276,AGAP029105
X,17819036,AGAP029105
X,17822430,AGAP029105
X,17824461,AGAP029105
X,17824916,AGAP029105
X,17845004,AGAP029105
X,17996358,AGAP000938
X,18151779,AGAP000940
X,18172076,AGAP000940
X,18199788,AGAP000940
X,18214925,AGAP000940
X,18215451,AGAP000940
X,18215812,AGAP000940
X,18216046,AGAP000940
X,18216147,AGAP000940
X,18216576,AGAP000940
X,18216687,AGAP000940
X,18221422,AGAP000940
X,18249162,AGAP000941
X,18596900,AGAP000969
X,18597638,AGAP000969
X,18818330,AGAP000981
X,19062857,AGAP000998
X,19062857,AGAP001004
X,19080843,AGAP000998
X,19081326,AGAP000998
X,19597869,AGAP001021
X,19599933,AGAP001021
X,19963061,AGAP001038
X,19963961,AGAP001038
X,19967858,AGAP001038
X,20943956,AGAP001050
X,20944066,AGAP001050
X,21070573,AGAP001052
X,21638321,AGAP013021
X,21716958,AGAP013021
X,22315488,AGAP001064
X,23485577,AGAP001082
X,23861879,AGAP001090
