seqid,pos[w],gene
3R,28623576,AGAP009200
3R,28623974,AGAP009200
3R,28623974,AGAP009201
3R,28624105,AGAP009200
3R,28624105,AGAP009201
3R,28628208,AGAP009201
3R,28631404,AGAP009201
3R,28634359,AGAP009201
3R,28635333,AGAP009201
3R,28635944,AGAP009201
3R,28637669,AGAP009201
3R,28640861,AGAP009201
3R,28651547,AGAP009201
3R,28660966,AGAP029480
3R,28670025,AGAP029480
3R,28671869,AGAP029480
3R,28692272,AGAP029511
3R,28704347,AGAP029511
3R,28809632,AGAP009211
3R,29976965,AGAP009256
3R,37235174,AGAP009626
3R,37236568,AGAP009626
3R,43283680,AGAP009786
3R,43287131,AGAP009786
3R,43287131,AGAP009787
3R,43287473,AGAP009786
3R,43287473,AGAP009787
3R,49676705,AGAP010160
3R,49749200,AGAP010162
3R,49754874,AGAP010162
3R,50067916,AGAP010184
3R,50815194,AGAP010209
3L,2354334,AGAP010378
3L,2354334,AGAP028146
3L,2366314,AGAP010378
3L,2435652,AGAP028494
3L,2435652,AGAP010386
3L,3181297,AGAP010427
3L,3182527,AGAP010427
3L,3182527,AGAP010428
3L,3882890,AGAP010455
3L,4183385,AGAP010479
3L,5582462,AGAP010516
3L,5582462,AGAP010517
3L,5613100,AGAP010519
3L,5614804,AGAP010519
3L,5614982,AGAP010519
3L,5616152,AGAP010519
3L,5618240,AGAP010519
3L,5808056,AGAP010534
3L,5813994,AGAP010534
3L,6057389,AGAP010545
3L,6062450,AGAP028728
3L,6913105,AGAP010599
3L,7881958,AGAP029596
3L,8274854,AGAP010675
3L,10495304,AGAP029620
3L,10640453,AGAP010805
3L,10647570,AGAP010805
3L,11330864,AGAP010821
3L,13979944,AGAP028701
3L,14520030,AGAP010990
3L,14520030,AGAP010991
3L,14520372,AGAP010990
3L,14520372,AGAP010991
3L,14520372,AGAP010992
3L,14523386,AGAP010993
3L,14523386,AGAP010994
3L,14523386,AGAP010995
3L,33067216,AGAP011768
3L,33289385,AGAP011792
X,8090,AGAP000002
X,123578,AGAP000010
X,9250194,AGAP000519
X,9253005,AGAP000519
X,9281618,AGAP000519
X,11356522,AGAP000630
X,11356522,AGAP000631
X,14749569,AGAP000804
X,14812361,AGAP000807
X,14815195,AGAP000807
X,14817003,AGAP000807
X,14824984,AGAP000807
X,14860963,AGAP000810
X,14913089,AGAP000813
X,14936436,AGAP000815
X,14939390,AGAP000815
X,14940521,AGAP000815
X,14942608,AGAP000815
X,14945624,AGAP000815
X,15160371,AGAP012997
X,15251490,AGAP000819
X,15251629,AGAP000819
X,15252623,AGAP000819
X,15253844,AGAP000819
X,15254021,AGAP000819
X,15280781,AGAP000820
X,15280898,AGAP000820
X,15282744,AGAP000820
X,15283095,AGAP000820
X,15304656,AGAP000821
X,15305090,AGAP000821
X,15308763,AGAP000821
X,15309121,AGAP000821
X,15312189,AGAP000821
X,15315206,AGAP000821
X,15315356,AGAP000821
X,15315952,AGAP000821
X,15316542,AGAP000821
X,15317416,AGAP000821
X,15318397,AGAP000821
X,15321106,AGAP000822
X,15327187,AGAP000823
X,15329143,AGAP000823
X,15333368,AGAP000823
X,15334468,AGAP000823
X,15336282,AGAP000824
X,15336925,AGAP000824
X,15344404,AGAP000825
X,15350333,AGAP000826
X,15367256,AGAP000830
X,15370576,AGAP000830
X,15371078,AGAP000830
X,15380214,AGAP000832
X,15387343,AGAP000833
X,15387583,AGAP000833
X,15389232,AGAP000833
X,15389552,AGAP000833
X,15416079,AGAP000834
X,15417959,AGAP000834
X,15421987,AGAP000834
X,15423632,AGAP000834
X,15430479,AGAP000835
X,15430618,AGAP000835
X,15431817,AGAP000835
X,15433186,AGAP000835
X,15433414,AGAP000835
X,15434510,AGAP000835
X,15443169,AGAP028655
X,15444874,AGAP028655
X,15445606,AGAP028655
X,15445749,AGAP028655
X,15468503,AGAP013506
X,15474473,AGAP013506
X,15476416,AGAP013506
X,15537084,AGAP000840
X,15538239,AGAP000840
X,15553570,AGAP013101
X,15614647,AGAP000847
X,15614801,AGAP000847
X,15638098,AGAP000847
X,15655277,AGAP000847
X,15657815,AGAP000847
X,15668356,AGAP000847
X,15677804,AGAP000847
X,15683447,AGAP000847
X,15698101,AGAP000848
X,15721458,AGAP000850
X,15721693,AGAP000850
X,15724220,AGAP000851
X,15728283,AGAP000852
X,15745841,AGAP000853
X,15747992,AGAP000853
X,15763799,AGAP000854
X,15767616,AGAP000854
X,15768239,AGAP000854
X,15775710,AGAP000854
X,15779506,AGAP000854
X,15783157,AGAP000855
X,15835960,AGAP000858
X,15845561,AGAP029672
X,15845929,AGAP029672
X,15846082,AGAP029672
X,15865099,AGAP000861
X,15865434,AGAP000861
X,15866340,AGAP000861
X,16726453,AGAP000884
X,16801725,AGAP000893
X,16802019,AGAP000893
X,16808921,AGAP000893
X,16810335,AGAP000893
X,17522537,AGAP000929
X,17609850,AGAP000932
X,17845004,AGAP029105
X,18146820,AGAP000940
X,18366951,AGAP000957
X,18367976,AGAP000957
X,18374268,AGAP000958
X,18393275,AGAP000961
X,18396133,AGAP000961
X,18396346,AGAP000961
X,18410940,AGAP000961
X,18431401,AGAP000962
X,18431820,AGAP000962
X,18568835,AGAP000967
X,18571207,AGAP000967
X,18601588,AGAP000969
X,18604826,AGAP000969
X,18656977,AGAP000973
X,18657121,AGAP000973
X,18659237,AGAP000973
X,18741158,AGAP000974
X,18754852,AGAP000974
X,18819473,AGAP000981
X,18834611,AGAP000983
X,18913801,AGAP000984
X,19509077,AGAP001015
X,19534988,AGAP001015
X,19622776,AGAP001022
X,19643184,AGAP001022
X,19644096,AGAP001022
X,19659978,AGAP001023
X,19735153,AGAP001027
X,19936317,AGAP001036
X,19965437,AGAP001038
X,20011785,AGAP001039
X,20108645,AGAP001043
X,20108840,AGAP001043
X,20640435,AGAP001048
X,20943956,AGAP001050
X,20944066,AGAP001050
X,21014799,AGAP001052
X,21034461,AGAP001052
X,21038858,AGAP001052
X,22166875,AGAP001061
X,22506896,AGAP001070
X,22765670,AGAP001073
X,22765900,AGAP001073
X,22784440,AGAP001073
X,22800713,AGAP001073
X,23485577,AGAP001082
X,23545346,AGAP001084
X,23959423,AGAP001091
X,23969097,AGAP001091
X,23996868,AGAP001091
