seqid,pos[w],gene
2R,48637560,AGAP004049
2R,48862427,AGAP004052
2R,48877693,AGAP004052
2R,48883138,AGAP004052
2R,48886349,AGAP004052
2R,48888787,AGAP004052
2R,49261350,AGAP004059
2R,49322639,AGAP004066
2R,49336868,AGAP004066
2R,49338706,AGAP004066
2R,49342844,AGAP004066
2R,49342967,AGAP004066
2R,49392186,AGAP013121
2R,49392865,AGAP013121
2R,49393303,AGAP013121
2R,49394302,AGAP013121
2R,49404247,AGAP013121
2R,49404793,AGAP013121
2R,49405637,AGAP013121
2R,49405789,AGAP013121
2R,49405924,AGAP013121
2R,49406032,AGAP013121
2R,49408572,AGAP013121
2R,49428791,AGAP013121
2R,49428791,AGAP004067
2R,49429216,AGAP013121
2R,49429216,AGAP004067
2R,49429467,AGAP013121
2R,49429467,AGAP004067
2R,49429904,AGAP013121
2R,49430042,AGAP013121
2R,49433796,AGAP013121
2R,49433913,AGAP013121
2R,49434134,AGAP013121
2R,49434577,AGAP013121
2R,49451505,AGAP004068
2R,49456946,AGAP004068
2R,49732367,AGAP004096
2R,49751378,AGAP004096
2R,49921762,AGAP004106
2R,49923123,AGAP004106
2R,49925883,AGAP004106
2R,50046897,AGAP004108
2R,50665585,AGAP004136
2R,50813976,AGAP004154
2R,51027638,AGAP004167
2R,51413648,AGAP004186
2R,52557752,AGAP004230
2R,52562019,AGAP004230
2R,52562235,AGAP004230
2R,52571294,AGAP004230
2R,53115361,AGAP004244
2R,53202520,AGAP013480
2R,53226580,AGAP012988
2R,53282201,AGAP004251
2R,53306905,AGAP004251
2R,53365770,AGAP004256
2R,53557611,AGAP004273
2R,53577167,AGAP029200
2R,53888374,AGAP013057
2R,53919309,AGAP013057
2R,53923101,AGAP013057
2R,54262889,AGAP013294
2R,54270824,AGAP013294
2R,54270824,AGAP004306
2R,54719950,AGAP004333
2R,54725399,AGAP004333
2R,55001889,AGAP004354
2R,55043088,AGAP004361
2R,55043573,AGAP004361
2R,55119926,AGAP004367
2R,55120302,AGAP004367
2R,55254422,AGAP004369
2R,55346455,AGAP004369
2R,55780944,AGAP004405
2R,56059251,AGAP004440
2R,56550499,AGAP004453
2R,57566024,AGAP004553
2R,57890288,AGAP004577
2R,58264440,AGAP004599
2R,58797923,AGAP004637
2R,58798320,AGAP004637
2R,58798486,AGAP004637
2R,58800869,AGAP004637
2R,58870810,AGAP004642
2R,58870810,AGAP013063
2R,58985190,AGAP004644
2R,59003521,AGAP004645
2R,59004501,AGAP004645
2R,59004769,AGAP004645
2R,59006341,AGAP004645
2R,59010266,AGAP004645
2R,59013238,AGAP004645
2R,59014471,AGAP004645
2R,59018396,AGAP004645
2R,59018893,AGAP004645
2R,59330116,AGAP004648
2R,59330337,AGAP004648
2R,59334694,AGAP004648
2R,59341239,AGAP004648
2R,59343192,AGAP004648
2R,59343684,AGAP004648
2R,59343789,AGAP004648
2R,59348936,AGAP004648
2R,59350723,AGAP004648
2R,59352235,AGAP004648
2R,59354308,AGAP004648
2R,61012803,AGAP013143
2R,61067368,AGAP013143
2R,61071128,AGAP013143
2R,61075645,AGAP013143
2R,61077142,AGAP013143
2R,61080185,AGAP013143
2R,61081381,AGAP013143
2R,61090752,AGAP013143
2R,61092407,AGAP013143
2R,61109609,AGAP013143
2R,61142890,AGAP013143
2R,61303784,AGAP004674
2R,61305699,AGAP004674
2R,61306343,AGAP004674
2R,61306494,AGAP004674
2R,61376066,AGAP004675
2R,61387648,AGAP004675
2R,61388905,AGAP004675
2R,61402020,AGAP004675
2R,61402770,AGAP004675
2R,61409387,AGAP004675
2R,61415742,AGAP004675
2R,61417313,AGAP004675
2L,949992,AGAP028432
2L,987191,AGAP028432
2L,1292054,AGAP004691
2L,1529623,AGAP004693
2L,1530166,AGAP004693
2L,1532906,AGAP004693
2L,1599249,AGAP004694
2L,1616882,AGAP004694
2L,1675944,AGAP028434
2L,1774782,AGAP029368
2L,1776937,AGAP029368
2L,1933399,AGAP004696
2L,1967873,AGAP004698
2L,2074274,AGAP029667
2L,2086289,AGAP029667
2L,2102322,AGAP029667
2L,2102322,AGAP028436
2L,2118858,AGAP029667
2L,2119069,AGAP029667
2L,2140530,AGAP029667
2L,2160410,AGAP029667
2L,2255422,AGAP004704
2L,2255561,AGAP004704
2L,2270289,AGAP028437
2L,2271126,AGAP028437
2L,2271581,AGAP028437
2L,2271888,AGAP028437
2L,2272305,AGAP028437
2L,2272528,AGAP028437
2L,2277227,AGAP028437
2L,2280158,AGAP028437
2L,2280985,AGAP028437
2L,2281208,AGAP028437
2L,2284131,AGAP028437
2L,2284680,AGAP028437
2L,2288955,AGAP028437
2L,2289188,AGAP028437
2L,2357537,AGAP004707
2L,2357859,AGAP004707
2L,2359542,AGAP004707
2L,2366246,AGAP004707
2L,2366395,AGAP004707
2L,2366940,AGAP004707
2L,2368003,AGAP004707
2L,2375032,AGAP004707
2L,2376095,AGAP004707
2L,2380836,AGAP004707
2L,2380982,AGAP004707
2L,2381891,AGAP004707
2L,2382454,AGAP004707
2L,2382950,AGAP004707
2L,2384087,AGAP004707
2L,2385469,AGAP004707
2L,2385897,AGAP004707
2L,2388648,AGAP004707
2L,2390395,AGAP004707
2L,2393928,AGAP004707
2L,2394074,AGAP004707
2L,2394364,AGAP004707
2L,2394981,AGAP004707
2L,2401282,AGAP004707
2L,2403941,AGAP004707
2L,2406690,AGAP004707
2L,2407179,AGAP004707
2L,2417101,AGAP004707
2L,2419738,AGAP004707
2L,2425016,AGAP004707
2L,2427762,AGAP004707
2L,2431783,AGAP004707
2L,2432552,AGAP004707
2L,2471599,AGAP004708
2L,2471916,AGAP004708
2L,2474005,AGAP004708
2L,2483592,AGAP004709
2L,2483592,AGAP004710
2L,2560508,AGAP004713
2L,2560865,AGAP004713
2L,2566690,AGAP004714
2L,2568723,AGAP004714
2L,2569176,AGAP004714
2L,2569580,AGAP004714
2L,2569709,AGAP004714
2L,2570582,AGAP004714
2L,2571142,AGAP004714
2L,2572195,AGAP004714
2L,2572523,AGAP004714
2L,2573467,AGAP004714
2L,2574310,AGAP004714
2L,2574552,AGAP004714
2L,2618421,AGAP004715
2L,2621368,AGAP004715
2L,2643585,AGAP004717
2L,2647656,AGAP004717
2L,2650999,AGAP004717
2L,2650999,AGAP029796
2L,2686405,AGAP004718
2L,2686562,AGAP004718
2L,2701186,AGAP004718
2L,2704479,AGAP004718
2L,2746378,AGAP004720
2L,2751359,AGAP029687
2L,2751359,AGAP029688
2L,2751359,AGAP004722
2L,2752947,AGAP029688
2L,2752947,AGAP004722
2L,2760173,AGAP004723
2L,2796843,AGAP004724
2L,2796843,AGAP004725
2L,2797572,AGAP004724
2L,2797572,AGAP004725
2L,2798756,AGAP004725
2L,2802691,AGAP004726
2L,2823393,AGAP004728
2L,2831976,AGAP004728
2L,2845664,AGAP004729
2L,2864951,AGAP004730
2L,2865393,AGAP004730
2L,2867719,AGAP004730
2L,2867719,AGAP004731
2L,2868007,AGAP004731
2L,2882773,AGAP004731
2L,2883576,AGAP004731
2L,2886204,AGAP004731
2L,2984171,AGAP004740
2L,2997529,AGAP004741
2L,2997653,AGAP004741
2L,2998096,AGAP004741
2L,2998096,AGAP004742
2L,2999630,AGAP004742
2L,3002130,AGAP004742
2L,3002456,AGAP004742
2L,3002662,AGAP004742
2L,3028265,AGAP004745
2L,3032276,AGAP004746
2L,3033382,AGAP004746
2L,3033382,AGAP004747
2L,3037713,AGAP004747
2L,3037713,AGAP004748
2L,3037713,AGAP004749
2L,3046647,AGAP004750
2L,3048286,AGAP004750
2L,3049466,AGAP004750
2L,3051648,AGAP004750
2L,3051648,AGAP004751
2L,3051951,AGAP004750
2L,3051951,AGAP004751
2L,3052274,AGAP004750
2L,3052274,AGAP004751
2L,3065017,AGAP004754
2L,3065017,AGAP004755
2L,3066954,AGAP004755
2L,3066954,AGAP004756
2L,3067071,AGAP004755
2L,3067071,AGAP004756
2L,3068200,AGAP004756
2L,3068200,AGAP013546
2L,3068421,AGAP004756
2L,3068421,AGAP013546
2L,3068421,AGAP004757
2L,3072742,AGAP004758
2L,3076281,AGAP004759
2L,3108824,AGAP004761
2L,3115991,AGAP004761
2L,3150342,AGAP004762
2L,3157831,AGAP004765
2L,3173802,AGAP004766
2L,3175943,AGAP004766
2L,3191682,AGAP004767
2L,3211259,AGAP004767
2L,3211473,AGAP004767
2L,3212813,AGAP004767
2L,3320055,AGAP004769
2L,3349371,AGAP004772
2L,3352969,AGAP004772
2L,3354244,AGAP004772
2L,3390476,AGAP004774
2L,3394737,AGAP004774
2L,3397885,AGAP004774
2L,3399890,AGAP004774
2L,3400838,AGAP004774
2L,3400838,AGAP004775
2L,3400973,AGAP004774
2L,3400973,AGAP004775
2L,3414183,AGAP004775
2L,3418136,AGAP004775
2L,3418136,AGAP029351
2L,3434344,AGAP004775
2L,3451944,AGAP004780
2L,3453315,AGAP004780
2L,3461881,AGAP004780
2L,3461881,AGAP004781
2L,3470155,AGAP004782
2L,3477690,AGAP004783
2L,3489559,AGAP004783
2L,3493238,AGAP004783
2L,3506036,AGAP004783
2L,3522528,AGAP004784
2L,3792910,AGAP004808
2L,3792910,AGAP004809
2L,3794392,AGAP004809
2L,3870368,AGAP004819
2L,3870368,AGAP004820
2L,3921469,AGAP004823
2L,4144937,AGAP004827
2L,4475645,AGAP004852
2L,4475645,AGAP004853
2L,4821346,AGAP004874
2L,5042684,AGAP004892
2L,7301026,AGAP004968
2L,7301026,AGAP004969
2L,7325066,AGAP004970
2L,7886362,AGAP005008
2L,7897345,AGAP005008
2L,7897345,AGAP005009
2L,9321099,AGAP005068
2L,9324427,AGAP005068
2L,11091890,AGAP005164
2L,11172095,AGAP005165
2L,11338280,AGAP005171
2L,15972839,AGAP005467
2L,16623991,AGAP005526
2L,16625052,AGAP005526
2L,20976140,AGAP005796
2L,25516589,AGAP006035
2L,25516589,AGAP006036
2L,32702637,AGAP006475
2L,34055122,AGAP006540
2L,34092085,AGAP006543
2L,34112973,AGAP006548
2L,34112973,AGAP006549
2L,34186541,AGAP006571
2L,34294364,AGAP006590
2L,42785116,AGAP007104
2L,43252313,AGAP007133
2L,43254165,AGAP007133
2L,46743524,AGAP007472
3R,36687,AGAP007732
3R,37203,AGAP007732
3R,39675,AGAP007732
3R,39675,AGAP007733
3R,57618,AGAP007734
3R,102106,AGAP007736
3R,182602,AGAP007743
3R,196513,AGAP029704
3R,223389,AGAP029704
3R,224071,AGAP029704
3R,224071,AGAP007749
3R,250932,AGAP007751
3R,281090,AGAP007754
3R,373659,AGAP007759
3R,467206,AGAP007761
3R,467206,AGAP007762
3R,467726,AGAP007761
3R,467726,AGAP007762
3R,467849,AGAP007761
3R,467849,AGAP007762
3R,468579,AGAP007761
3R,468579,AGAP007762
3R,473216,AGAP007761
3R,478881,AGAP007761
3R,480966,AGAP007763
3R,621584,AGAP007776
3R,638167,AGAP007776
3R,6096041,AGAP013752
3R,6157206,AGAP029561
3R,6157206,AGAP028548
3R,6351150,AGAP029542
3R,6361733,AGAP029542
3R,17938613,AGAP008794
3R,25884165,AGAP009112
3R,26092596,AGAP009115
3R,26098498,AGAP009115
3R,26099261,AGAP009115
3R,26100569,AGAP009115
3R,26106647,AGAP009115
3R,26108304,AGAP009115
3R,26108459,AGAP009115
3R,26109449,AGAP009115
3R,28368607,AGAP009183
3R,28371497,AGAP009183
3R,28372168,AGAP009183
3R,28373569,AGAP009183
3R,28374495,AGAP009183
3R,28588870,AGAP009189
3R,28592132,AGAP009190
3R,28600822,AGAP009196
3R,28600822,AGAP009197
3R,28619732,AGAP009200
3R,28620020,AGAP009200
3R,28632339,AGAP009201
3R,28657504,AGAP029480
3R,28657633,AGAP029480
3R,28660966,AGAP029480
3R,28697198,AGAP029511
3R,28719887,AGAP029511
3R,28720127,AGAP029511
3R,28858880,AGAP009221
3R,28877016,AGAP009224
3R,28878715,AGAP009224
3R,37145248,AGAP009622
3R,37151400,AGAP009623
3R,38144098,AGAP009670
3R,38150000,AGAP009670
3R,38150125,AGAP009670
3R,38150336,AGAP009670
3R,38150913,AGAP009670
3R,38151038,AGAP009670
3R,38151303,AGAP009670
3R,38151536,AGAP009670
3R,38151643,AGAP009670
3R,38153361,AGAP009670
3R,38601579,AGAP009683
3R,39188092,AGAP009703
3R,41215089,AGAP009723
3R,41216613,AGAP009723
3R,41218962,AGAP009723
3R,41219296,AGAP009723
3R,41593843,AGAP029589
3R,41598798,AGAP029589
3R,41645618,AGAP029589
3R,41703645,AGAP029589
3R,41803561,AGAP009727
3R,42006345,AGAP009735
3R,42181661,AGAP028645
3R,42686750,AGAP009770
3R,42692556,AGAP009770
3R,43508990,AGAP029567
3R,43663319,AGAP029238
3R,43664021,AGAP029238
3R,43664774,AGAP029238
3R,43679555,AGAP029238
3R,43679555,AGAP009805
3R,43682291,AGAP029238
3R,43682291,AGAP009805
3R,43682402,AGAP029238
3R,43682402,AGAP009805
3R,43685090,AGAP029238
3R,43685090,AGAP009805
3R,43694751,AGAP029238
3R,43694751,AGAP009805
3R,43695277,AGAP029238
3R,43695277,AGAP009805
3R,43702830,AGAP029238
3R,43826765,AGAP009826
3R,44725064,AGAP009879
3R,44741194,AGAP029461
3R,45582898,AGAP009933
3R,45672413,AGAP028730
3R,45804118,AGAP009944
3R,46834747,AGAP009965
3R,47339394,AGAP009993
3R,47339394,AGAP009994
3R,47377906,AGAP009995
3R,47508840,AGAP010003
3R,47852439,AGAP029234
3R,48267307,AGAP010048
3R,48276118,AGAP010049
3R,48281356,AGAP010049
3R,48837829,AGAP010090
3R,49369701,AGAP010142
3R,49683616,AGAP010160
3R,49706411,AGAP010161
3R,49750633,AGAP010162
3R,50016707,AGAP010184
3R,50048548,AGAP010184
3R,50064946,AGAP010184
3R,50086065,AGAP010184
3R,50100698,AGAP010184
3R,50116251,AGAP010184
3R,50684807,AGAP010202
3R,50958017,AGAP010221
3R,50962238,AGAP010221
3R,51855535,AGAP010266
3R,51983352,AGAP010280
3R,51995853,AGAP010281
3L,669965,AGAP010322
3L,2510086,AGAP029278
3L,2512331,AGAP029278
3L,4124777,AGAP010473
3L,4871908,AGAP010486
3L,4903779,AGAP028205
3L,5112474,AGAP010503
3L,5192161,AGAP010506
3L,5193221,AGAP010506
3L,5194510,AGAP010506
3L,6962059,AGAP010599
3L,7883317,AGAP029596
3L,9021985,AGAP010733
3L,9335468,AGAP029636
3L,10013508,AGAP010764
3L,10389825,AGAP029197
3L,10407053,AGAP010790
3L,10495304,AGAP029620
3L,10556645,AGAP010798
3L,10556645,AGAP029080
3L,10647570,AGAP010805
3L,10648473,AGAP010805
3L,11016526,AGAP029482
3L,11454833,AGAP029564
3L,11454960,AGAP029564
3L,11730181,AGAP010837
3L,11984901,AGAP029056
3L,12013007,AGAP010851
3L,12094557,AGAP010857
3L,13983649,AGAP028702
3L,14532529,AGAP010996
3L,14532529,AGAP010997
3L,14532656,AGAP010996
3L,14532656,AGAP010997
3L,14532656,AGAP010998
3L,14532877,AGAP010996
3L,14532877,AGAP010997
3L,14532877,AGAP010998
3L,14535247,AGAP010998
3L,14535247,AGAP010999
3L,14535247,AGAP011000
3L,14548138,AGAP011006
3L,14548138,AGAP011007
3L,14549841,AGAP011007
3L,14549841,AGAP011008
3L,14551045,AGAP011008
3L,14551045,AGAP011009
3L,14565568,AGAP011015
3L,14569258,AGAP011017
3L,14569258,AGAP011018
3L,14569953,AGAP011017
3L,14569953,AGAP011018
3L,14576480,AGAP011022
3L,16303983,AGAP028690
3L,16303983,AGAP011076
3L,16338231,AGAP011082
3L,16338583,AGAP011082
3L,16339441,AGAP011082
3L,18964193,AGAP011194
3L,19446138,AGAP011216
3L,19446247,AGAP011216
3L,19446513,AGAP011216
3L,21765956,AGAP011355
