"","id","order","outlier.pop"
"57","2L 15577084",77122189,"X.8.821"
"58","2L 15582523",77127628,"X.8.821"
"59","2L 15582673",77127778,"X.8.821"
"60","2L 15586444",77131549,"X.8.821"
"61","2L 15586515",77131620,"X.8.821"
"62","2L 15586887",77131992,"X.8.821"
"63","2L 15587102",77132207,"X.8.821"
"64","2L 15588677",77133782,"X.8.821"
"65","2L 15589166",77134271,"X.8.821"
"66","2L 15592659",77137764,"X.8.821"
"67","2L 15593832",77138937,"X.8.821"
"68","2L 15593876",77138981,"X.8.821"
"69","2L 15669430",77214535,"X11.891"
"70","2L 15702613",77247718,"X.8.821"
"71","2L 15815794",77360899,"X.8.821"
"72","2L 15908870",77453975,"X.8.821"
"73","2L 15961383",77506488,"X.8.821"
"74","2L 16054587",77599692,"X.8.821"
"75","2L 16054599",77599704,"X.8.821"
"76","2L 16348880",77893985,"X11.891"
"77","2L 1706978",63252083,"X.8.821"
"78","2L 1774819",63319924,"X11.891"
"79","2L 1809160",63354265,"X.8.821"
"80","2L 18869708",80414813,"X.8.821"
"81","2L 18869937",80415042,"X.8.821"
"82","2L 18870172",80415277,"X.8.821"
"83","2L 18870647",80415752,"X.8.821"
"84","2L 2025712",63570817,"X.8.821"
"85","2L 2034738",63579843,"X.8.821"
"86","2L 2045043",63590148,"X.8.821"
"87","2L 2056569",63601674,"X.8.821"
"88","2L 2107096",63652201,"X.8.821"
"89","2L 2114894",63659999,"X.8.821"
"90","2L 2118659",63663764,"X.8.821"
"91","2L 22111464",83656569,"X.8.821"
"92","2L 22131902",83677007,"X.8.821"
"93","2L 22133527",83678632,"X.8.821"
"94","2L 22476015",84021120,"X.8.821"
"95","2L 2271370",63816475,"X.8.821"
"96","2L 2284383",63829488,"X.8.821"
"97","2L 2285439",63830544,"X.8.821"
"98","2L 2286127",63831232,"X.8.821"
"99","2L 2287689",63832794,"X.8.821"
"100","2L 2298939",63844044,"X.8.821"
"101","2L 2302164",63847269,"X.8.821"
"102","2L 2349594",63894699,"X.8.821"
"103","2L 2350298",63895403,"X.8.821"
"104","2L 2368998",63914103,"X.8.821"
"105","2L 2381305",63926410,"X.8.821"
"106","2L 2381963",63927068,"X.8.821"
"107","2L 2384979",63930084,"X.8.821"
"108","2L 2389339",63934444,"X.8.821"
"109","2L 2392320",63937425,"X.8.821"
"110","2L 2392575",63937680,"X.8.821"
"111","2L 2396175",63941280,"X.8.821"
"112","2L 2408423",63953528,"X.8.821"
"113","2L 2410255",63955360,"X.8.821"
"114","2L 2410272",63955377,"X.8.821"
"115","2L 2422250",63967355,"X.8.821"
"116","2L 2423667",63968772,"X.8.821"
"117","2L 2425766",63970871,"X.8.821"
"118","2L 2439309",63984414,"X.8.821"
"119","2L 2472428",64017533,"X.8.821"
"120","2L 24780608",86325713,"X.8.821"
"121","2L 2488478",64033583,"X.8.821"
"122","2L 2518919",64064024,"X.8.821"
"123","2L 2520762",64065867,"X.8.821"
"124","2L 2520773",64065878,"X.8.821"
"125","2L 2520819",64065924,"X.8.821"
"126","2L 2521230",64066335,"X.8.821"
"127","2L 2521470",64066575,"X.8.821"
"128","2L 2521471",64066576,"X.8.821"
"129","2L 2522731",64067836,"X.8.821"
"130","2L 2526044",64071149,"X.8.821"
"131","2L 25287147",86832252,"X.8.821"
"132","2L 2537490",64082595,"X.8.821"
"133","2L 2552434",64097539,"X.8.821"
"134","2L 2561239",64106344,"X.8.821"
"135","2L 2562384",64107489,"X.8.821"
"136","2L 2564384",64109489,"X.8.821"
"137","2L 2566464",64111569,"X.8.821"
"138","2L 2566491",64111596,"X.8.821"
"139","2L 2567924",64113029,"X.8.821"
"140","2L 2568260",64113365,"X.8.821"
"141","2L 2569424",64114529,"X.8.821"
"142","2L 2569726",64114831,"X.8.821"
"143","2L 2570604",64115709,"X.8.821"
"144","2L 2570988",64116093,"X.8.821"
"145","2L 2586680",64131785,"X.8.821"
"146","2L 2587246",64132351,"X.8.821"
"147","2L 2588649",64133754,"X.8.821"
"148","2L 2589372",64134477,"X.8.821"
"149","2L 2589832",64134937,"X.8.821"
"150","2L 2590032",64135137,"X.8.821"
"151","2L 2603084",64148189,"X.8.821"
"152","2L 2606268",64151373,"X.8.821"
"153","2L 2611051",64156156,"X.8.821"
"154","2L 2611143",64156248,"X.8.821"
"155","2L 2611206",64156311,"X.8.821"
"156","2L 2620851",64165956,"X.8.821"
"157","2L 2621067",64166172,"X.8.821"
"158","2L 2621376",64166481,"X.8.821"
"159","2L 2621591",64166696,"X.8.821"
"160","2L 2622538",64167643,"X.8.821"
"161","2L 2622814",64167919,"X.8.821"
"162","2L 2623796",64168901,"X.8.821"
"163","2L 2623837",64168942,"X.8.821"
"164","2L 2625145",64170250,"X.8.821"
"165","2L 2637519",64182624,"X.8.821"
"166","2L 2637813",64182918,"X.8.821"
"167","2L 2638015",64183120,"X.8.821"
"168","2L 2638038",64183143,"X.8.821"
"169","2L 2638245",64183350,"X.8.821"
"170","2L 2638275",64183380,"X.8.821"
"171","2L 2639592",64184697,"X.8.821"
"172","2L 2644652",64189757,"X.8.821"
"173","2L 2701061",64246166,"X.8.821"
"174","2L 27030280",88575385,"X.8.821"
"175","2L 2706444",64251549,"X.8.821"
"176","2L 2727103",64272208,"X.8.821"
"177","2L 2727565",64272670,"X.8.821"
"178","2L 2754258",64299363,"X.8.821"
"179","2L 2757354",64302459,"X.8.821"
"180","2L 2757360",64302465,"X.8.821"
"181","2L 2760887",64305992,"X.8.821"
"182","2L 27814505",89359610,"X.8.821"
"183","2L 2825289",64370394,"X.8.821"
"184","2L 2864323",64409428,"X.8.821"
"185","2L 2864606",64409711,"X.8.821"
"186","2L 2935783",64480888,"X.8.821"
"187","2L 2936757",64481862,"X.8.821"
"188","2L 2938900",64484005,"X.8.821"
"189","2L 2939052",64484157,"X11.891"
"190","2L 2939084",64484189,"X.8.821"
"191","2L 2939922",64485027,"X.8.821"
"192","2L 30249976",91795081,"X.8.821"
"193","2L 30250486",91795591,"X.8.821"
"194","2L 30250590",91795695,"X.8.821"
"195","2L 30250615",91795720,"X.8.821"
"196","2L 3043442",64588547,"X.8.821"
"197","2L 3043745",64588850,"X.8.821"
"198","2L 3045962",64591067,"X.8.821"
"199","2L 3046666",64591771,"X.8.821"
"200","2L 3047129",64592234,"X.8.821"
"201","2L 3048786",64593891,"X.8.821"
"202","2L 3049225",64594330,"X.8.821"
"203","2L 3050006",64595111,"X.8.821"
"204","2L 3050095",64595200,"X.8.821"
"205","2L 3052420",64597525,"X.8.821"
"206","2L 3052491",64597596,"X.8.821"
"207","2L 3086908",64632013,"X.8.821"
"208","2L 3115466",64660571,"X.8.821"
"209","2L 3170622",64715727,"X.8.821"
"210","2L 3170653",64715758,"X.8.821"
"211","2L 3173182",64718287,"X.8.821"
"212","2L 3174620",64719725,"X.8.821"
"213","2L 31903469",93448574,"X.8.821"
"214","2L 3190683",64735788,"X.8.821"
"215","2L 31976983",93522088,"X.8.821"
"216","2L 3208798",64753903,"X.8.821"
"217","2L 3213844",64758949,"X.8.821"
"218","2L 3238861",64783966,"X.8.821"
"219","2L 3243139",64788244,"X.8.821"
"220","2L 3244495",64789600,"X.8.821"
"221","2L 3244575",64789680,"X.8.821"
"222","2L 3245037",64790142,"X.8.821"
"223","2L 3246132",64791237,"X.8.821"
"224","2L 3246187",64791292,"X.8.821"
"225","2L 3247914",64793019,"X.8.821"
"226","2L 3249801",64794906,"X.8.821"
"227","2L 3250503",64795608,"X.8.821"
"228","2L 3250824",64795929,"X.8.821"
"229","2L 3252067",64797172,"X.8.821"
"230","2L 3252092",64797197,"X.8.821"
"231","2L 3254109",64799214,"X.8.821"
"232","2L 3255153",64800258,"X.8.821"
"233","2L 3273773",64818878,"X.8.821"
"234","2L 3283164",64828269,"X.8.821"
"235","2L 3283330",64828435,"X.8.821"
"236","2L 3286124",64831229,"X.8.821"
"237","2L 3303571",64848676,"X.8.821"
"238","2L 3380419",64925524,"X.8.821"
"239","2L 3395796",64940901,"X.8.821"
"240","2L 3432901",64978006,"X.8.821"
"241","2L 34365347",95910452,"X11.891"
"242","2L 3471076",65016181,"X.8.821"
"243","2L 36145568",97690673,"X.8.821"
"244","2L 36172665",97717770,"X.8.821"
"245","2L 36257309",97802414,"X.8.821"
"246","2L 36259798",97804903,"X.8.821"
"247","2L 36318377",97863482,"X.8.821"
"248","2L 36379446",97924551,"X.8.821"
"249","2L 36379733",97924838,"X.8.821"
"250","2L 3722389",65267494,"X.8.821"
"251","2L 38563603",100108708,"X.8.821"
"252","2L 42315949",103861054,"X.8.821"
"253","2L 42319594",103864699,"X.8.821"
"254","2L 42320947",103866052,"X.8.821"
"255","2L 42320977",103866082,"X.8.821"
"256","2L 42324236",103869341,"X.8.821"
"257","2L 42326252",103871357,"X.8.821"
"258","2L 43392953",104938058,"X.8.821"
"259","2L 43393464",104938569,"X.8.821"
"260","2L 43393750",104938855,"X.8.821"
"261","2L 43394554",104939659,"X11.891"
"262","2L 43397661",104942766,"X11.891"
"263","2L 43397669",104942774,"X11.891"
"264","2L 43399300",104944405,"X.8.821"
"265","2L 43401603",104946708,"X.8.821"
"266","2L 43404788",104949893,"X.8.821"
"267","2L 43420425",104965530,"X11.891"
"268","2L 44300133",105845238,"X11.891"
"269","2L 44342736",105887841,"X.8.821"
"270","2L 44349273",105894378,"X.8.821"
"271","2L 46186961",107732066,"X.8.821"
"272","2L 6519723",68064828,"X.8.821"
"273","2L 6522729",68067834,"X.8.821"
"274","2L 6531893",68076998,"X.8.821"
"275","2L 6532132",68077237,"X.8.821"
"276","2L 6869684",68414789,"X.8.821"
"277","2L 9222597",70767702,"X.8.821"
"278","2L 9982654",71527759,"X.8.821"
"279","2R 10218605",10218605,"X.8.821"
"280","2R 10709521",10709521,"X.8.821"
"281","2R 10743668",10743668,"X.8.821"
"282","2R 10750273",10750273,"X.8.821"
"283","2R 10752375",10752375,"X.8.821"
"284","2R 10752585",10752585,"X.8.821"
"285","2R 10762954",10762954,"X.8.821"
"286","2R 10764638",10764638,"X.8.821"
"287","2R 10767156",10767156,"X.8.821"
"288","2R 10767454",10767454,"X.8.821"
"289","2R 10774902",10774902,"X.8.821"
"290","2R 10774937",10774937,"X.8.821"
"291","2R 10776409",10776409,"X.8.821"
"292","2R 10780862",10780862,"X.8.821"
"293","2R 10781134",10781134,"X.8.821"
"294","2R 10785565",10785565,"X.8.821"
"295","2R 10786113",10786113,"X.8.821"
"296","2R 10971061",10971061,"X.8.821"
"297","2R 11019413",11019413,"X.8.821"
"298","2R 11035778",11035778,"X.8.821"
"299","2R 11058089",11058089,"X.8.821"
"300","2R 11133887",11133887,"X.8.821"
"301","2R 11144037",11144037,"X.8.821"
"302","2R 11145309",11145309,"X.8.821"
"303","2R 11232333",11232333,"X.8.821"
"304","2R 11698163",11698163,"X.8.821"
"305","2R 11699404",11699404,"X.8.821"
"306","2R 11889553",11889553,"X.8.821"
"307","2R 12793146",12793146,"X.8.821"
"308","2R 12876553",12876553,"X.8.821"
"309","2R 12885054",12885054,"X.8.821"
"310","2R 12902889",12902889,"X0.384"
"311","2R 12903343",12903343,"X0.384"
"312","2R 12920473",12920473,"X0.384"
"313","2R 12923897",12923897,"X0.384"
"314","2R 12926750",12926750,"X0.384"
"315","2R 12928103",12928103,"X0.384"
"316","2R 12928174",12928174,"X0.384"
"317","2R 12930495",12930495,"X0.384"
"318","2R 12931526",12931526,"X0.384"
"319","2R 12933090",12933090,"X0.384"
"320","2R 12933092",12933092,"X0.384"
"321","2R 12933096",12933096,"X0.384"
"322","2R 12935573",12935573,"X0.384"
"323","2R 12936067",12936067,"X0.384"
"324","2R 12936279",12936279,"X0.384"
"325","2R 12938470",12938470,"X0.384"
"326","2R 12940255",12940255,"X0.384"
"327","2R 12941633",12941633,"X0.384"
"328","2R 12942035",12942035,"X0.384"
"329","2R 12943187",12943187,"X0.384"
"330","2R 12943234",12943234,"X0.384"
"331","2R 12944280",12944280,"X0.384"
"332","2R 12945693",12945693,"X0.384"
"333","2R 12945885",12945885,"X0.384"
"334","2R 1298892",1298892,"X0.384"
"335","2R 1298893",1298893,"X0.384"
"336","2R 13051101",13051101,"X0.384"
"337","2R 13056599",13056599,"X0.384"
"338","2R 13067502",13067502,"X0.384"
"339","2R 13088996",13088996,"X0.384"
"340","2R 13099664",13099664,"X0.384"
"341","2R 13113783",13113783,"X0.384"
"342","2R 13653858",13653858,"X0.384"
"343","2R 14243052",14243052,"X0.384"
"344","2R 14339340",14339340,"X0.384"
"345","2R 14342295",14342295,"X0.384"
"346","2R 14353547",14353547,"X0.384"
"347","2R 14388545",14388545,"X0.384"
"348","2R 14389360",14389360,"X0.384"
"349","2R 14389416",14389416,"X0.384"
"350","2R 14390469",14390469,"X0.384"
"351","2R 14391560",14391560,"X0.384"
"352","2R 14399235",14399235,"X0.384"
"353","2R 14403541",14403541,"X0.384"
"354","2R 14410545",14410545,"X0.384"
"355","2R 14412884",14412884,"X0.384"
"356","2R 14414006",14414006,"X0.384"
"357","2R 14414392",14414392,"X0.384"
"358","2R 14414488",14414488,"X0.384"
"359","2R 14417289",14417289,"X0.384"
"360","2R 14419397",14419397,"X0.384"
"361","2R 14419414",14419414,"X0.384"
"362","2R 14420645",14420645,"X0.384"
"363","2R 14422579",14422579,"X0.384"
"364","2R 14423585",14423585,"X0.384"
"365","2R 14426020",14426020,"X0.384"
"366","2R 14426264",14426264,"X0.384"
"367","2R 14426350",14426350,"X0.384"
"368","2R 14426632",14426632,"X0.384"
"369","2R 14426645",14426645,"X0.384"
"370","2R 14427646",14427646,"X0.384"
"371","2R 14428237",14428237,"X0.384"
"372","2R 14429422",14429422,"X0.384"
"373","2R 14431190",14431190,"X0.384"
"374","2R 14431284",14431284,"X0.384"
"375","2R 14431457",14431457,"X0.384"
"376","2R 14434863",14434863,"X0.384"
"377","2R 14435901",14435901,"X0.384"
"378","2R 14437499",14437499,"X0.384"
"379","2R 14437528",14437528,"X0.384"
"380","2R 14438310",14438310,"X0.384"
"381","2R 14439463",14439463,"X0.384"
"382","2R 14443663",14443663,"X0.384"
"383","2R 14443687",14443687,"X0.384"
"384","2R 14443800",14443800,"X0.384"
"385","2R 14445524",14445524,"X0.384"
"386","2R 15336707",15336707,"X0.384"
"387","2R 15589594",15589594,"X0.384"
"388","2R 17306230",17306230,"X0.384"
"389","2R 17339410",17339410,"X0.384"
"390","2R 17537355",17537355,"X0.384"
"391","2R 17537613",17537613,"X0.384"
"392","2R 17962794",17962794,"X0.384"
"393","2R 18066378",18066378,"X0.384"
"394","2R 18100111",18100111,"X0.384"
"395","2R 18141463",18141463,"X0.384"
"396","2R 18142021",18142021,"X0.384"
"397","2R 18142071",18142071,"X0.384"
"398","2R 18142271",18142271,"X0.384"
"399","2R 18142373",18142373,"X0.384"
"400","2R 18143533",18143533,"X0.384"
"401","2R 18151500",18151500,"X0.384"
"402","2R 18151531",18151531,"X0.384"
"403","2R 18153570",18153570,"X0.384"
"404","2R 18153571",18153571,"X0.384"
"405","2R 18696192",18696192,"X0.384"
"406","2R 18744645",18744645,"X0.384"
"407","2R 18744849",18744849,"X0.384"
"408","2R 18777951",18777951,"X0.384"
"409","2R 19052489",19052489,"X0.384"
"410","2R 19784483",19784483,"X0.384"
"411","2R 19786368",19786368,"X0.384"
"412","2R 19893461",19893461,"X0.384"
"413","2R 19966796",19966796,"X0.384"
"414","2R 19972720",19972720,"X0.384"
"415","2R 19975223",19975223,"X0.384"
"416","2R 20053137",20053137,"X0.384"
"417","2R 20111947",20111947,"X0.384"
"418","2R 20112983",20112983,"X0.384"
"419","2R 20131093",20131093,"X0.384"
"420","2R 20265186",20265186,"X0.384"
"421","2R 21446655",21446655,"X0.384"
"422","2R 21446677",21446677,"X0.384"
"423","2R 2213003",2213003,"X0.384"
"424","2R 23027082",23027082,"X0.384"
"425","2R 23360662",23360662,"X0.384"
"426","2R 23361278",23361278,"X0.384"
"427","2R 23362221",23362221,"X0.384"
"428","2R 23362362",23362362,"X0.384"
"429","2R 23365302",23365302,"X0.384"
"430","2R 23484813",23484813,"X0.384"
"431","2R 23731508",23731508,"X0.384"
"432","2R 23734076",23734076,"X0.384"
"433","2R 24328699",24328699,"X0.384"
"434","2R 24857389",24857389,"X0.384"
"435","2R 24858623",24858623,"X0.384"
"436","2R 25565480",25565480,"X0.384"
"437","2R 25587992",25587992,"X0.384"
"438","2R 25598292",25598292,"X0.384"
"439","2R 25598763",25598763,"X0.384"
"440","2R 25600461",25600461,"X0.384"
"441","2R 26284266",26284266,"X0.384"
"442","2R 2630358",2630358,"X0.384"
"443","2R 2651553",2651553,"X0.384"
"444","2R 2651557",2651557,"X0.384"
"445","2R 27232541",27232541,"X0.384"
"446","2R 27945488",27945488,"X0.384"
"447","2R 27972406",27972406,"X0.384"
"448","2R 27972880",27972880,"X0.384"
"449","2R 27972994",27972994,"X0.384"
"450","2R 27973683",27973683,"X0.384"
"451","2R 27973715",27973715,"X0.384"
"452","2R 27974641",27974641,"X0.384"
"453","2R 27974711",27974711,"X0.384"
"454","2R 27976328",27976328,"X0.384"
"455","2R 27976465",27976465,"X0.384"
"456","2R 27976490",27976490,"X0.384"
"457","2R 27977722",27977722,"X0.384"
"458","2R 27989839",27989839,"X.8.821"
"459","2R 27990750",27990750,"X.8.821"
"460","2R 27990771",27990771,"X.8.821"
"461","2R 27990938",27990938,"X.8.821"
"462","2R 27994243",27994243,"X0.384"
"463","2R 27994872",27994872,"X.8.821"
"464","2R 28002997",28002997,"X0.384"
"465","2R 28007014",28007014,"X0.384"
"466","2R 28011387",28011387,"X.8.821"
"467","2R 28014373",28014373,"X.8.821"
"468","2R 28017494",28017494,"X.8.821"
"469","2R 28018033",28018033,"X0.384"
"470","2R 28021172",28021172,"X0.384"
"471","2R 28021247",28021247,"X0.384"
"472","2R 28034117",28034117,"X0.384"
"473","2R 28049444",28049444,"X0.384"
"474","2R 28050572",28050572,"X0.384"
"475","2R 28051063",28051063,"X0.384"
"476","2R 28051753",28051753,"X0.384"
"477","2R 28052386",28052386,"X0.384"
"478","2R 28052421",28052421,"X0.384"
"479","2R 28055638",28055638,"X0.384"
"480","2R 28056820",28056820,"X0.384"
"481","2R 28058502",28058502,"X0.384"
"482","2R 28058963",28058963,"X0.384"
"483","2R 28060424",28060424,"X0.384"
"484","2R 28061029",28061029,"X0.384"
"485","2R 28061036",28061036,"X0.384"
"486","2R 28062260",28062260,"X0.384"
"487","2R 28062302",28062302,"X0.384"
"488","2R 28062602",28062602,"X0.384"
"489","2R 28062945",28062945,"X0.384"
"490","2R 28063313",28063313,"X0.384"
"491","2R 28067693",28067693,"X0.384"
"492","2R 28067697",28067697,"X0.384"
"493","2R 28067743",28067743,"X0.384"
"494","2R 28067866",28067866,"X0.384"
"495","2R 28068046",28068046,"X0.384"
"496","2R 28068344",28068344,"X0.384"
"497","2R 28069757",28069757,"X0.384"
"498","2R 28073142",28073142,"X0.384"
"499","2R 28076484",28076484,"X0.384"
"500","2R 28076935",28076935,"X0.384"
"501","2R 28078874",28078874,"X0.384"
"502","2R 28082045",28082045,"X0.384"
"503","2R 28098195",28098195,"X0.384"
"504","2R 28099245",28099245,"X0.384"
"505","2R 28104507",28104507,"X0.384"
"506","2R 28119299",28119299,"X0.384"
"507","2R 28121780",28121780,"X0.384"
"508","2R 28160807",28160807,"X0.384"
"509","2R 28160816",28160816,"X0.384"
"510","2R 28351864",28351864,"X0.384"
"511","2R 28351961",28351961,"X0.384"
"512","2R 28352253",28352253,"X0.384"
"513","2R 28360042",28360042,"X0.384"
"514","2R 28361659",28361659,"X0.384"
"515","2R 28374320",28374320,"X0.384"
"516","2R 28390985",28390985,"X0.384"
"517","2R 28402624",28402624,"X0.384"
"518","2R 28408803",28408803,"X0.384"
"519","2R 28408810",28408810,"X0.384"
"520","2R 28476969",28476969,"X0.384"
"521","2R 28486512",28486512,"X0.384"
"522","2R 28532018",28532018,"X0.384"
"523","2R 28627347",28627347,"X0.384"
"524","2R 28697940",28697940,"X0.384"
"525","2R 28697951",28697951,"X0.384"
"526","2R 29300337",29300337,"X0.384"
"527","2R 29363352",29363352,"X0.384"
"528","2R 29381622",29381622,"X0.384"
"529","2R 29409760",29409760,"X0.384"
"530","2R 29410224",29410224,"X0.384"
"531","2R 29410468",29410468,"X0.384"
"532","2R 29421218",29421218,"X0.384"
"533","2R 29421736",29421736,"X0.384"
"534","2R 29422196",29422196,"X0.384"
"535","2R 29423293",29423293,"X0.384"
"536","2R 29424119",29424119,"X.8.821"
"537","2R 29425133",29425133,"X0.384"
"538","2R 29426277",29426277,"X0.384"
"539","2R 29427604",29427604,"X0.384"
"540","2R 29429368",29429368,"X0.384"
"541","2R 29430101",29430101,"X.8.821"
"542","2R 29430352",29430352,"X.8.821"
"543","2R 29430360",29430360,"X.8.821"
"544","2R 29430929",29430929,"X.8.821"
"545","2R 29431709",29431709,"X0.384"
"546","2R 29434810",29434810,"X0.384"
"547","2R 29443784",29443784,"X0.384"
"548","2R 29447694",29447694,"X0.384"
"549","2R 29447766",29447766,"X.8.821"
"550","2R 29447981",29447981,"X0.384"
"551","2R 29447995",29447995,"X0.384"
"552","2R 29448048",29448048,"X0.384"
"553","2R 29448800",29448800,"X0.384"
"554","2R 29452391",29452391,"X0.384"
"555","2R 29458229",29458229,"X0.384"
"556","2R 29462920",29462920,"X0.384"
"557","2R 29480667",29480667,"X0.384"
"558","2R 29480723",29480723,"X0.384"
"559","2R 29494969",29494969,"X0.384"
"560","2R 29500635",29500635,"X0.384"
"561","2R 29505900",29505900,"X0.384"
"562","2R 29505985",29505985,"X0.384"
"563","2R 32019941",32019941,"X0.384"
"564","2R 32886830",32886830,"X0.384"
"565","2R 3407564",3407564,"X0.384"
"566","2R 34172474",34172474,"X0.384"
"567","2R 34174312",34174312,"X0.384"
"568","2R 3419683",3419683,"X0.384"
"569","2R 3419823",3419823,"X0.384"
"570","2R 34427740",34427740,"X0.384"
"571","2R 35711570",35711570,"X0.384"
"572","2R 36196926",36196926,"X0.384"
"573","2R 36351503",36351503,"X0.384"
"574","2R 36577705",36577705,"X0.384"
"575","2R 38148500",38148500,"X0.384"
"576","2R 38391242",38391242,"X0.384"
"577","2R 38491632",38491632,"X0.384"
"578","2R 38496852",38496852,"X0.384"
"579","2R 3932009",3932009,"X0.384"
"580","2R 3949418",3949418,"X0.384"
"581","2R 39603968",39603968,"X0.384"
"582","2R 39687037",39687037,"X0.384"
"583","2R 4003609",4003609,"X0.384"
"584","2R 4003971",4003971,"X0.384"
"585","2R 4004406",4004406,"X0.384"
"586","2R 40246681",40246681,"X0.384"
"587","2R 40248015",40248015,"X0.384"
"588","2R 40286944",40286944,"X.8.821"
"589","2R 404184",404184,"X0.384"
"590","2R 40736225",40736225,"X.8.821"
"591","2R 42598181",42598181,"X.8.821"
"592","2R 46359431",46359431,"X0.384"
"593","2R 46615883",46615883,"X0.384"
"594","2R 46687136",46687136,"X0.384"
"595","2R 47214306",47214306,"X0.384"
"596","2R 47660458",47660458,"X0.384"
"597","2R 48089535",48089535,"X0.384"
"598","2R 48219851",48219851,"X0.384"
"599","2R 48231904",48231904,"X0.384"
"600","2R 48232044",48232044,"X0.384"
"601","2R 48236319",48236319,"X0.384"
"602","2R 490107",490107,"X0.384"
"603","2R 49695605",49695605,"X0.384"
"604","2R 49928029",49928029,"X0.384"
"605","2R 49929200",49929200,"X0.384"
"606","2R 49990405",49990405,"X0.384"
"607","2R 50218808",50218808,"X0.384"
"608","2R 50218812",50218812,"X0.384"
"609","2R 50218997",50218997,"X0.384"
"610","2R 50219013",50219013,"X0.384"
"611","2R 50219019",50219019,"X0.384"
"612","2R 50477413",50477413,"X0.384"
"613","2R 5155022",5155022,"X0.384"
"614","2R 5165252",5165252,"X0.384"
"615","2R 5165269",5165269,"X0.384"
"616","2R 51900699",51900699,"X0.384"
"617","2R 5210766",5210766,"X0.384"
"618","2R 52561925",52561925,"X0.384"
"619","2R 52562042",52562042,"X0.384"
"620","2R 52568742",52568742,"X0.384"
"621","2R 5315664",5315664,"X0.384"
"622","2R 53326097",53326097,"X0.384"
"623","2R 53945333",53945333,"X0.384"
"624","2R 53946427",53946427,"X0.384"
"625","2R 54120952",54120952,"X0.384"
"626","2R 54253693",54253693,"X0.384"
"627","2R 54360691",54360691,"X0.384"
"628","2R 54366843",54366843,"X.8.821"
"629","2R 54398270",54398270,"X0.384"
"630","2R 54398278",54398278,"X0.384"
"631","2R 54398287",54398287,"X.8.821"
"632","2R 54674767",54674767,"X0.384"
"633","2R 54715780",54715780,"X0.384"
"634","2R 54720649",54720649,"X0.384"
"635","2R 54726556",54726556,"X0.384"
"636","2R 54727236",54727236,"X0.384"
"637","2R 54729169",54729169,"X0.384"
"638","2R 54729176",54729176,"X0.384"
"639","2R 54862786",54862786,"X0.384"
"640","2R 54892866",54892866,"X0.384"
"641","2R 54932599",54932599,"X0.384"
"642","2R 54932969",54932969,"X0.384"
"643","2R 55059097",55059097,"X0.384"
"644","2R 55331581",55331581,"X0.384"
"645","2R 55332574",55332574,"X0.384"
"646","2R 55332749",55332749,"X0.384"
"647","2R 55333756",55333756,"X0.384"
"648","2R 55334548",55334548,"X0.384"
"649","2R 55336699",55336699,"X0.384"
"650","2R 55344845",55344845,"X0.384"
"651","2R 55344974",55344974,"X0.384"
