"","id","max.resid","med.resid","int","rsquared","f","cov","cor","outlier","class"
"2652","2R 27926951",0.035039155671011,0.0398508912638186,0.201498407092834,0.102562620875012,0.56841238904214,1.77877837893346,0.107931384360564,0.341088189674442,"accept"
"1212","2L 32007966",0.103146727963779,0.0452435427167758,0.415265575545604,0.210718951842462,3.24769002704042,6.804058948488,0.269794125109708,0.075902365672595,"accept"
"6957","X 19815665",0.214570896119588,0.034453013304958,1.36997148641105,0.0257865843213061,0.989562671394149,38.7161357339384,0.526469122004514,0.318181818181818,"reject"
"9775","X 22766020",0.215115690414875,0.040963362540689,1.36823156251885,0.0272294381266111,1.01409180081558,38.7235586892281,0.525572495854666,0.318181818181818,"reject"
"6","2L 10138539",0.009075356533982,0.0219126324434667,0.19940128430829,0.129636537475955,1.73871868546824,3.42580803419671,0.256917431672346,0.202463700957677,"accept"
"739","2L 1970492",0.0992451381515239,0.00549055239348101,0.4393025731999,0.00332455486476433,0.00532892405058309,11.2384608727498,0.161818356275831,0.121153846153846,"reject"
"5322","3R 330910",0.074966302768637,0.0122143487178041,0.479736465393686,0.238221598147903,3.85710560684668,9.23748385355805,0.314293551481492,0.065074168969417,"accept"
"8904","X 21834997",0.215104143291806,0.040996658239012,1.36003687332719,0.0281835610619112,1.02693007757046,38.5624697781392,0.523549938428889,0.327272727272727,"reject"
"5770","3R 52468791",0.122085726193984,0.0623876070011694,0.98123614896932,0.119715789746638,2.6050660150289,30.0465827638761,0.389461598225158,0.2318182,"reject"
"10676","X 24118164",0.215975625080324,0.043341994940195,1.3517446655861,0.0272909137802608,1.00628428558119,38.3563239312325,0.521795763648967,0.327272727272727,"reject"
"10806","X 309158",0.150526496167249,0.0100253161884417,0.513452186490341,0.198712880683313,2.99443476847297,8.3376237544409,0.234858122819715,0.00974398790268405,"accept"
"8227","X 21117209",0.212287594459185,0.027008743079525,1.41681013870043,0.0398791852786988,1.29480959604596,40.0805650162344,0.543141480280859,0.327272727272727,"reject"
"6504","X 15746177",0.0214466770351199,0.083707402661408,1.42959567202987,0.13300435514638,3.56852721810409,41.4415516588576,0.638619854969052,0.162305748875166,"reject"
"7330","X 19977825",0.217623622971324,0.036168784003078,1.36192772215141,0.0285475057424864,1.03454388915524,38.6786379215899,0.5239196528425,0.327272727272727,"reject"
"4122","3L 37027452",0.023053403132987,0.0061774756711944,0.329180063039536,0.195719471136251,2.91144706198985,6.91430608478395,0.309898156326683,0.149321279652393,"accept"
"4252","3L 388880",0.142284711449301,0.145247873722648,0.603869566802447,0.0667726891293033,1.3599439722608,21.1784559310873,0.25144707144417,0.290909090909091,"reject"
"5125","3R 26558700",0.119579349598528,0.0191480639913624,0.275915830656608,0.18722437436732,2.73026169636175,4.5472939561457,0.258405620917085,0.008511179192286,"accept"
"30","2L 10297581",0.016551413471087,0.0277683079828669,0.286600218779065,0.124793269634243,1.71008971858517,6.42275047278639,0.370604712315109,0.186230253759933,"accept"
"15","2L 10155854",0.093006150112555,0.0202501767110665,0.235612641351163,0.132879344789907,1.80601492997435,4.36660132096089,0.275142516571307,0.04271978021978,"accept"
"8441","X 21356504",0.213883623839116,0.040329884120595,1.35843178333742,0.0279529615382396,1.0215188123577,38.4842897728006,0.523066636010914,0.327272727272727,"reject"
"9032","X 22116804",0.214315249529215,0.040208612363945,1.36067060367311,0.0282052084929425,1.02722105548713,38.5594239109629,0.523503847918356,0.327272727272727,"reject"
"10377","X 23599394",0.215104143291806,0.040996658239012,1.36003687332719,0.0281835610619112,1.02693007757046,38.5624697781392,0.523549938428889,0.327272727272727,"reject"
"4924","3R 22588452",0.058257426515795,0.094745334266775,0.36461652447657,0.156262985249558,2.17130063340324,6.38402695601565,0.269333810771609,0.381716393117534,"accept"
"8470","X 21448061",0.214315249529215,0.040208612363945,1.36067060367311,0.0282052084929425,1.02722105548713,38.5594239109629,0.523503847918356,0.327272727272727,"reject"
"6467","X 15474102",0.0898409711253131,0.0390299898277197,1.19250218325581,0.187438016866566,2.76435927161633,28.32776648083,0.506267378035325,0.0818181818181818,"reject"
"9947","X 22847885",0.211318954695092,0.052850732938255,1.36121187876388,0.0284740680753351,1.03083387008214,38.5112317261426,0.522930651205016,0.318181818181818,"reject"
"4734","3R 18022703",0.066292980955733,0.00340540861419915,0.280561623199708,0.132957067242897,1.63865213721747,4.09917765651657,0.189354634927306,0.303061725414161,"accept"
"644","2L 1695232",0.083061493324621,0.0402256964994606,0.349262064000916,0.0880687592268877,1.01786540388849,5.0327332493064,0.170104228801147,0.179258241758242,"reject"
"10867","X 8575741",0.145400768007785,0.0180275202476167,0.437168580713219,0.212536594571663,3.32778509754353,7.44272586102199,0.249293299819128,0.041561497793673,"accept"
"8066","X 21004940",0.21763398584423,0.039516221799835,1.37687632549374,0.0324113146647624,1.12297106594053,39.1074331481025,0.530781647940514,0.327272727272727,"reject"
"5319","3R 330028",0.045289570010563,0.0142778214121783,0.437371849686208,0.194273982637295,2.88514133330641,7.69468384033827,0.32431021545015,0.355569908308554,"reject"
"3096","2R 58584419",0.201970794777649,0.0577519615187168,0.416779519148339,0.0167408063734487,0.370192061387049,12.3175423220712,0.228885519595139,0.069917567032967,"reject"
"8950","X 22097323",0.215104143291806,0.040996658239012,1.36003687332719,0.0281835610619112,1.02693007757046,38.5624697781392,0.523549938428889,0.327272727272727,"reject"
"1796","2L 4468990",0.155292745718163,0.0292688101252609,0.334776059195998,0.0628782884756647,0.803371409588027,8.57632299707288,0.269767422773867,0.11686772463252,"accept"
"5652","3R 51857239",0.071152365161931,0.0318036396180417,0.400459973013392,0.230182369245053,3.69469851770746,8.12544670311808,0.29291952890021,0.202000447429763,"reject"
"5882","3R 6344711",0.105889034590605,0.0321281445825385,0.519556545482121,0.0396171024952726,0.783787147066248,12.9975281556407,0.197898962895867,0.787389479747788,"reject"
"8263","X 21160488",0.215112856341432,0.040978150828917,1.36500950440667,0.0272820024932859,1.01479976034458,38.660253862187,0.525461519187868,0.327272727272727,"reject"
"2719","2R 28230234",0.016613865147435,0.0111296594373307,0.306852759024829,0.143995728629623,1.96154041524148,5.6910566298198,0.259536367775434,0.240535999897345,"reject"
"9654","X 22539624",0.215104143291806,0.040996658239012,1.36003687332719,0.0281835610619112,1.02693007757046,38.5624697781392,0.523549938428889,0.327272727272727,"reject"
"9358","X 22297368",0.214315249529215,0.040208612363945,1.36067060367311,0.0282052084929425,1.02722105548713,38.5594239109629,0.523503847918356,0.327272727272727,"reject"
"3946","3L 34878694",0.350289474438237,0.0298816175958788,0.340870581829199,0.201313678389856,3.02497311583722,5.22778813393419,0.292380703465707,0.179346339798573,"accept"
"3745","3L 27754959",0.109740120796883,0.030000390039579,0.259062771517806,0.118217660900325,1.48148271398051,4.72720435000544,0.204085405971565,0.231446494374426,"reject"
"2442","2R 18245302",0.070947334436474,0.0085328703997034,0.352387540475006,0.203919771799597,3.07374402866276,7.73597484231572,0.358180771950843,0.157623657142857,"reject"
"8060","X 21002981",0.215104143291806,0.040996658239012,1.36003687332719,0.0281835610619112,1.02693007757046,38.5624697781392,0.523549938428889,0.327272727272727,"reject"
"9234","X 22184799",0.215104143291806,0.040996658239012,1.36003687332719,0.0281835610619112,1.02693007757046,38.5624697781392,0.523549938428889,0.327272727272727,"reject"
"1628","2L 42264522",0.065599748959954,0.00836287500249373,0.307075579853958,0.165822991004853,2.24261309328938,6.39865916178174,0.203960424014942,0.166322197137499,"reject"
"6457","X 15434321",0.07139036389563,0.0506608530934689,1.36788290254903,0.0603117244996271,1.94688526187712,39.1849009972164,0.626493866844215,0.154545454545455,"reject"
"4141","3L 37184105",0.063523082523617,0.0001491074479722,0.339355112095612,0.174140683056805,2.41822392553998,5.66474004885554,0.204751950827256,0.024333695107046,"accept"
"8144","X 21050038",0.212287594459185,0.027008743079525,1.41681013870043,0.0398791852786988,1.29480959604596,40.0805650162344,0.543141480280859,0.327272727272727,"reject"
"5367","3R 35148269",0.073983605430158,0.0308626981370614,0.272538202904606,0.204526535620861,3.086027915166,5.57365252525042,0.343957858086616,0.1412047572843,"reject"
"9802","X 22776095",0.215104143291806,0.040996658239012,1.36003687332719,0.0281835610619112,1.02693007757046,38.5624697781392,0.523549938428889,0.327272727272727,"reject"
"5089","3R 26381061",0.104877277575087,0.0358665771801154,0.19789863838715,0.135481002334711,1.72114512435668,2.82534028565946,0.203044958832376,0.157163143236254,"reject"
"8472","X 21448408",0.215505292411112,0.043630398980165,1.36361765299332,0.0243881149042164,0.962093227567402,38.5455156712702,0.525758690768613,0.318181818181818,"reject"
"7595","X 20151732",0.214315249529215,0.040208612363945,1.36067060367311,0.0282052084929425,1.02722105548713,38.5594239109629,0.523503847918356,0.327272727272727,"reject"
"9071","X 22131994",0.215083476264344,0.041030073135308,1.35016054830713,0.0295212534245258,1.04488590530246,38.3681912305997,0.520684598520792,0.327272727272727,"reject"
"6942","X 19811483",0.215339529709482,0.035292862288443,1.35617043579399,0.0276266764433563,1.01434543881168,38.460308605978,0.522583821732776,0.327272727272727,"reject"
"8981","X 22104408",0.215115690414875,0.040963362540689,1.36823156251885,0.0272294381266111,1.01409180081558,38.7235586892281,0.525572495854666,0.318181818181818,"reject"
"428","2L 15582673",0.00805783926966502,0.0033896836070592,0.52728328068822,0.27258436318693,4.53761105003913,10.9292734167734,0.428736894963677,0.23268164790469,"accept"
"3873","3L 341909",0.138633856412182,0.132336630532638,0.609846129333331,0.069550783963824,1.42147196482313,21.3500220239617,0.252848414725365,0.290909090909091,"reject"
"5359","3R 34781645",0.030548633175503,0.00636516051941172,0.256618565771423,0.194890086467546,2.89235501974316,4.82059138819614,0.258899157567213,0.082806217713692,"accept"
"5834","3R 574404",0.071499270205417,0.0506426788193564,0.426903308906684,0.261139532222408,4.24670686362274,9.10417087657062,0.470068013142837,0.117884694441455,"reject"
"6698","X 19634296",0.217375125960126,0.039891621418945,1.34069291898296,0.0262199064915983,0.981777920575535,38.0860736018517,0.519767088295881,0.327272727272727,"reject"
"2037","2L 9940963",0.057447440922687,0.0152800116459762,0.481019181345721,0.090630186843799,1.17532319261557,10.8861222532691,0.376247572380716,0.277983409357311,"reject"
"5000","3R 26090045",0.055508455386007,0.0129766022675595,0.287892738109442,0.152039300753675,2.00035033537806,5.51249781765966,0.208803032830629,0.168434102784699,"reject"
"4758","3R 18449",0.077411393394372,0.136046142475036,0.4083123661527,0.0690562670271366,1.53154242098315,17.0049071309671,0.174781547516188,0.0161290322580645,"reject"
"922","2L 2638058",0.150841135751522,0.0658137227599787,0.625794681477081,0.179335980191656,2.58721706169781,10.5608280853495,0.280328147251945,0.012936339023296,"accept"
